,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
33,0.0,,1.0,1.0,1.0,,0.0,,,,1.0,,0.0,,,0.0,,,,,1.0,,,,0.0,,,1.0,,,,,0.0,,,,,,,,,,1.0,,0.0,,,,,0.0
34,,,,1.0,,,,,,,1.0,0.0,1.0,,,,1.0,,,,,,0.0,,,0.0,,1.0,,,0.0,,,,0.0,,,,1.0,,,0.0,,,0.0,0.0,1.0,,,
35,0.0,,,,,,0.0,1.0,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,0.0,1.0,0.0,,0.0,,,,,,,,1.0,1.0,,0.0,,0.0,,
36,,,,,1.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,0.0,,,0.0,,,1.0,,,0.0,,,,0.0,0.0,0.0,,,1.0,,,,,,,,,0.0,0.0
39,0.0,,,,,,0.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,0.0,1.0,1.0,,0.0,,0.0,,,0.0,,,,,,0.0,,,,0.0,,0.0,0.0,
40,,,,,,,,,1.0,,,,,0.0,1.0,,,,,,,0.0,,1.0,0.0,,,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,,1.0,1.0,,0.0,,0.0,,
41,,,,,,1.0,,,,0.0,,0.0,1.0,,1.0,0.0,1.0,,,,,,0.0,,,0.0,,,,,,1.0,,1.0,0.0,,0.0,,1.0,,,,,,,,,,,0.0
42,0.0,,,,,,,,,,1.0,,,0.0,,0.0,1.0,,1.0,0.0,1.0,0.0,,,0.0,,,,,,0.0,1.0,,1.0,,,,1.0,,,,,,,,,,,0.0,
43,,,1.0,,,,,,,,1.0,,,0.0,1.0,,1.0,0.0,1.0,,,0.0,,,,,,,,,0.0,,0.0,1.0,1.0,0.0,,,,,,0.0,,,,0.0,,,,
44,,1.0,,,1.0,,0.0,,,,,,0.0,0.0,,,,,1.0,0.0,,,,,,0.0,,,,0.0,,1.0,,,,0.0,,,,1.0,,,1.0,,0.0,,,,0.0,
46,,,,,,1.0,0.0,,,,1.0,,,0.0,1.0,,,,1.0,0.0,0.0,,,,,,0.0,,,,0.0,,,1.0,1.0,0.0,,,,,,0.0,,,,,,,0.0,
47,,1.0,,,1.0,,,,,0.0,1.0,,,,,0.0,1.0,,,0.0,,0.0,,,,,,1.0,,0.0,,,0.0,,,,,,,,,0.0,1.0,,,,,0.0,0.0,
48,,,,,,1.0,0.0,,1.0,,1.0,0.0,,,1.0,,,,,,1.0,0.0,,,,,,,,,,1.0,0.0,,,,,1.0,,,,0.0,1.0,,,0.0,,0.0,,
49,,1.0,1.0,,,,,,1.0,0.0,1.0,,,,,0.0,,,1.0,0.0,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,1.0,1.0,,0.0,,,0.0,
50,,1.0,1.0,1.0,,1.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,1.0,0.0,0.0,,,,,0.0,,1.0,1.0,,1.0,0.0,,,,,,,,0.0
51,,,1.0,1.0,,1.0,,,,,1.0,,0.0,,,,,,1.0,,,,0.0,1.0,,,,,1.0,0.0,,,,,,,,,,,,0.0,,1.0,0.0,,,0.0,0.0,
53,,1.0,,,,1.0,0.0,,,,,0.0,0.0,,1.0,,,,,,,0.0,,1.0,,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,,,,0.0,,0.0,,0.0
54,,,,,,1.0,0.0,,1.0,,,,,,,,1.0,0.0,,0.0,,,,,,,0.0,,,,0.0,,,1.0,,0.0,,,1.0,,,0.0,1.0,,0.0,,,,,0.0
55,,1.0,1.0,,0.0,,0.0,,,,,,,0.0,1.0,,,,,0.0,,,,,0.0,,,,,0.0,,,0.0,,0.0,0.0,,,1.0,,,,,,0.0,0.0,,,,
56,,1.0,1.0,1.0,0.0,,0.0,,1.0,,,,,,,,1.0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,1.0,1.0,,,0.0,1.0,,,,,,0.0,
57,,,,,,,,,,,1.0,,0.0,0.0,,,1.0,0.0,,,0.0,0.0,,,0.0,0.0,,1.0,,0.0,,,,,,0.0,,,,,,0.0,1.0,,,0.0,,,,
58,0.0,,,,1.0,1.0,,,,,,,,0.0,1.0,,,,,0.0,,0.0,,,0.0,,,,,0.0,,1.0,,,,,,1.0,,1.0,,,,,,0.0,0.0,,0.0,
59,,1.0,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,1.0,,,,,0.0,,,0.0,,,1.0,,,0.0,1.0,,,,,,0.0,0.0
60,,,,,1.0,,,,,,,0.0,0.0,0.0,,1.0,,0.0,1.0,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,1.0,,0.0,,,,,,,,0.0,0.0,,
61,,,,,,,,,,1.0,,0.0,0.0,,0.0,,,,,,,0.0,,,,,1.0,1.0,,,,,,0.0,,,1.0,1.0,,,0.0,0.0,,0.0,1.0,,,,0.0,
62,,,,,1.0,,,,0.0,,0.0,,0.0,,,,0.0,,,,,,0.0,,,0.0,,1.0,,,,,,,,,,1.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,
63,,,0.0,,,0.0,,,,1.0,,,,,,,0.0,1.0,1.0,,0.0,,,,,,,1.0,0.0,,,1.0,1.0,,,0.0,,,,,,0.0,,1.0,1.0,,,,,
64,,,,0.0,1.0,,1.0,0.0,,,,0.0,,,,,1.0,,,1.0,,,,,,,1.0,,0.0,,,,,0.0,,0.0,1.0,,,,,,,,0.0,,,0.0,,1.0
65,0.0,,,,,0.0,1.0,,,,,0.0,0.0,,0.0,,,,,1.0,,0.0,,,,,,,,,,1.0,1.0,0.0,,0.0,,,,,,,,1.0,,,,0.0,,1.0
66,,,,,,,1.0,,,,,,0.0,0.0,0.0,1.0,,,,,0.0,,,,,,1.0,,0.0,,,,,,,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,,,,
68,0.0,,,,1.0,,,0.0,,1.0,,,,,0.0,1.0,,,,1.0,0.0,,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,0.0,0.0,,
69,,,,0.0,,,,0.0,0.0,,,,,,0.0,,0.0,,1.0,,,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,1.0,,,,,,0.0,0.0,,,,,0.0,
70,,1.0,,,,,1.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,1.0,,,0.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,,0.0,,
72,0.0,0.0,,,,,,,0.0,,0.0,,,,,,,1.0,,1.0,0.0,,,,0.0,0.0,1.0,,0.0,,1.0,,,,1.0,,,1.0,,0.0,,,,,,,,,,
74,0.0,1.0,,,,0.0,,,1.0,,,,0.0,,,,1.0,,,,,,,,0.0,,,,,,,,1.0,,1.0,,,,1.0,,0.0,,0.0,1.0,0.0,,,0.0,,
75,0.0,1.0,,,1.0,0.0,,0.0,,,0.0,,,,,,,0.0,,,,,0.0,,,,1.0,1.0,0.0,,,,,,,,1.0,1.0,,,,,,,,,,,0.0,1.0
76,,1.0,,0.0,,,,,1.0,1.0,,0.0,,0.0,,,,0.0,,1.0,,,,,,,1.0,,,,0.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,
79,,1.0,,,,,,0.0,1.0,,1.0,,,,,,,0.0,1.0,1.0,,,0.0,,,0.0,,1.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,,
80,0.0,,,0.0,1.0,,,,,,,,0.0,,,,0.0,1.0,,,,0.0,0.0,0.0,,,,,0.0,1.0,,,,,,,,,,,,0.0,,0.0,1.0,,,0.0,,
81,,1.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,,,,,1.0,,,,,0.0,0.0,,,,0.0,,,,,,,,,1.0,0.0,,,,0.0,,0.0,,,0.0,,
82,0.0,,,,1.0,,1.0,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,,0.0,1.0,0.0,,,,,,,1.0,,,,,,1.0,,0.0,,0.0,0.0,
83,0.0,,,,,,1.0,,,,0.0,0.0,,,0.0,,1.0,,,,,,,,0.0,,,,,,,,1.0,,,,,,,1.0,,,0.0,,0.0,0.0,0.0,,0.0,1.0
84,,,0.0,,,0.0,1.0,0.0,,,,0.0,,,,1.0,,,,,0.0,,0.0,,,,,,0.0,1.0,1.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,1.0
85,,,,,1.0,,,,1.0,1.0,0.0,,,0.0,,,,,,,0.0,,,,,,1.0,1.0,0.0,,0.0,,,,,0.0,,,0.0,1.0,,,,,,,0.0,,0.0,
86,,,0.0,0.0,1.0,,,,,,0.0,,,,0.0,,0.0,,1.0,1.0,,0.0,,,,0.0,,,0.0,,,1.0,,,1.0,,,,,,,0.0,0.0,,,,,,,
88,,,,,1.0,,,,1.0,,,,0.0,0.0,0.0,,,,1.0,,0.0,0.0,0.0,,,0.0,,,,,,1.0,,,,,,,,1.0,,,0.0,,0.0,,,0.0,,
89,0.0,1.0,,0.0,1.0,,,,,1.0,,,,0.0,,,0.0,,,1.0,,,,0.0,,,,,0.0,,,1.0,,,,0.0,,1.0,,,0.0,,,,,,,0.0,,
92,,,,,1.0,,,0.0,,,,,0.0,0.0,,,,,1.0,1.0,,,,,0.0,,1.0,,,,,,,,,,1.0,1.0,,1.0,,0.0,0.0,,0.0,,,,,1.0
96,,0.0,,0.0,,0.0,,,,1.0,,0.0,0.0,,,,,1.0,,,,0.0,,,0.0,0.0,,1.0,0.0,1.0,,,,,,,,,,0.0,,,,,,,,,,1.0
99,0.0,,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,1.0,,0.0,,,,0.0,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,0.0,,,,,,0.0,
100,,,0.0,0.0,,,1.0,,,,0.0,0.0,,,0.0,,0.0,,,,,,,,0.0,,,1.0,,1.0,0.0,1.0,,,,,,,,,,0.0,0.0,,,0.0,,,,
101,,,,0.0,1.0,,,,,1.0,,,0.0,,,,,,1.0,,0.0,0.0,,,0.0,,,,,,0.0,1.0,,,,,,,0.0,1.0,,0.0,0.0,,,,,0.0,,
102,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,,1.0,,,,0.0,1.0,1.0,,,0.0,,,,,0.0,,0.0,,,,,0.0,,1.0
104,,,,,,,1.0,,,1.0,,,0.0,0.0,,1.0,,0.0,,,0.0,,,,,0.0,,,0.0,1.0,,,,,,,1.0,,,1.0,0.0,,0.0,,0.0,,,,,
105,0.0,,,0.0,1.0,,1.0,,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,,,,,1.0,1.0,,,,,,,,,0.0,0.0,,0.0,,,,,,0.0,
106,0.0,,0.0,0.0,1.0,,,,,,,0.0,0.0,,,1.0,,,,1.0,,,,,,0.0,,,,1.0,,1.0,1.0,,,0.0,,1.0,,,,,,,,,0.0,,,
108,,,,,,0.0,,,,,,,,0.0,0.0,1.0,,1.0,1.0,1.0,,0.0,0.0,,0.0,0.0,,,,,,,1.0,,,,,,,1.0,0.0,,,1.0,,,,,,
109,0.0,1.0,,0.0,1.0,,,,1.0,1.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,1.0,,,1.0,,,0.0,,0.0,,,,,0.0,,1.0
110,0.0,,,,,0.0,,,1.0,1.0,0.0,,,,,1.0,1.0,,,,,,0.0,,,,,,0.0,1.0,,,1.0,0.0,1.0,,,,0.0,,,,0.0,,,,,,,
111,,,0.0,0.0,,,1.0,,,,,,0.0,0.0,,1.0,,,,,,,0.0,0.0,,,1.0,,0.0,1.0,,1.0,,,,,,,,,,,0.0,,0.0,,,0.0,,
112,,,,,,,,0.0,,,,0.0,0.0,,0.0,,1.0,,1.0,,0.0,,,0.0,0.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,1.0,0.0,0.0,,,,
113,,,,,,,1.0,,,,,,0.0,,,,,,,1.0,,,,0.0,,,,1.0,0.0,1.0,0.0,1.0,,,,0.0,1.0,,,,,0.0,,1.0,0.0,,,0.0,,
114,,,0.0,0.0,1.0,,,0.0,,,0.0,,,0.0,,,,,1.0,1.0,,,,0.0,,,1.0,,,,,1.0,,,,0.0,,,,,,,,,1.0,,,0.0,,1.0
115,,,0.0,,,0.0,,0.0,,,1.0,0.0,,0.0,,,0.0,,1.0,1.0,,,,,,,,,,,0.0,1.0,,0.0,,0.0,,,,1.0,,,,,,,,,,1.0
117,,,,,,,1.0,0.0,,,,0.0,,,,,,1.0,1.0,,0.0,,0.0,,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,
118,,,,0.0,,0.0,1.0,,,,,,,0.0,,,0.0,,,,0.0,,,,,,1.0,,0.0,,,,,,1.0,,1.0,,,0.0,0.0,0.0,,,,,0.0,,0.0,
119,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,1.0,,,,,,0.0,,,,,0.0,0.0,,0.0,1.0,,,1.0,,
120,1.0,,,,,,,0.0,,,0.0,0.0,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,0.0,0.0,,1.0,,,,0.0,1.0,,1.0,,,1.0,1.0,,,
121,,1.0,,,0.0,,0.0,,1.0,0.0,0.0,,,,,,,,,,,1.0,,,0.0,,0.0,1.0,1.0,,,,,0.0,0.0,,,,,,,,,1.0,,1.0,,,,
123,,1.0,1.0,,0.0,1.0,0.0,,,,,,,,,,1.0,,,,1.0,,,1.0,1.0,,0.0,0.0,1.0,,,0.0,,,,,,,1.0,,,,,,,,,,1.0,
124,,0.0,,,,,,,,,0.0,0.0,1.0,,1.0,0.0,1.0,,,,,1.0,,,,,,,,,1.0,,,0.0,,1.0,0.0,0.0,,,,,1.0,,,,1.0,,,
125,,1.0,1.0,1.0,0.0,,,0.0,,1.0,,,,,,,1.0,,,0.0,,,,,1.0,,,0.0,,,1.0,,,0.0,0.0,,,,,,,1.0,,,,,1.0,,,
127,1.0,1.0,,,,1.0,0.0,0.0,,0.0,,,,,,,1.0,,,,,,,1.0,,,0.0,,,,1.0,,0.0,0.0,,,,0.0,,,,,1.0,,,,,1.0,,
128,,1.0,,1.0,,,,0.0,,,0.0,0.0,,,1.0,,,,0.0,,1.0,,,1.0,,,,,1.0,0.0,,0.0,,,,1.0,,0.0,,,,,,,,,1.0,,,
129,,,1.0,,0.0,,,,,,0.0,,1.0,1.0,,,1.0,,0.0,,,,,,,1.0,,,,0.0,1.0,,,0.0,,,,,,,,,,,,1.0,1.0,,1.0,0.0
130,,,,,0.0,1.0,0.0,,,0.0,,,,1.0,1.0,,,,,,1.0,,,,1.0,,,0.0,1.0,0.0,,,,0.0,,1.0,,,,,,,1.0,,,,,,1.0,
131,,,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,,,0.0,,1.0,,,,1.0,,1.0,,,,,1.0,0.0,0.0,,,,1.0,1.0,,,,1.0,,1.0,
132,,,,,,,,0.0,1.0,0.0,,,,,,,,1.0,,0.0,1.0,,,,,,0.0,0.0,,,,1.0,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,
133,,1.0,,,0.0,1.0,,,1.0,,,,,1.0,,,1.0,,,0.0,,1.0,,1.0,,,0.0,,,,,,,,,0.0,0.0,0.0,1.0,,,,,,,1.0,,,,
134,1.0,,1.0,1.0,,1.0,,,,,0.0,,1.0,1.0,,,1.0,,,,,1.0,,,,,0.0,,,0.0,,,,,0.0,,,,1.0,,1.0,,,1.0,,,,,,
135,,1.0,1.0,1.0,,,,0.0,,,,0.0,,,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,0.0,,,,,0.0,,,,,,,,,,1.0,,,,,,1.0,,
136,,,1.0,,,,,0.0,,0.0,,0.0,1.0,,,,,,0.0,,,,0.0,,,1.0,,,,0.0,,,,0.0,0.0,,,1.0,,,1.0,,,,1.0,,1.0,,,
137,,,,1.0,,1.0,0.0,0.0,,,0.0,,,,1.0,0.0,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,0.0,1.0,,,,1.0,,,1.0,,
139,,1.0,1.0,,,1.0,0.0,,,,,0.0,,,,,,,,,,1.0,0.0,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,,,,,,1.0,,1.0,1.0,0.0
140,1.0,,1.0,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,0.0,,1.0,0.0,,,1.0,1.0,1.0,1.0,,1.0,,
141,,,,1.0,0.0,,,,,,,,,1.0,1.0,,,,,,,1.0,0.0,,,,0.0,,1.0,0.0,,0.0,,,,,0.0,,,0.0,,,,1.0,1.0,,,1.0,,
142,,1.0,,,,,,,,0.0,0.0,,,,,,1.0,1.0,0.0,,,,,1.0,,,,,1.0,,,,,,0.0,,0.0,,1.0,0.0,,,,1.0,,,,1.0,,0.0
143,,,1.0,1.0,,,,,,,0.0,,,1.0,,,,,0.0,,,,,,0.0,,,0.0,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,
144,,1.0,,,,,,,,0.0,,,,,,,,,,0.0,1.0,1.0,0.0,,,,,0.0,,,1.0,,,0.0,0.0,,0.0,,,,,1.0,,1.0,,,1.0,1.0,,
146,1.0,,1.0,1.0,,,,0.0,1.0,,,,,,1.0,0.0,,,,,,1.0,,,1.0,,,,,,,0.0,,,,1.0,0.0,,,1.0,,,1.0,,,,1.0,,,
147,1.0,1.0,1.0,,0.0,,,,,,,,,,,0.0,,1.0,,,,,,,,,0.0,0.0,1.0,,,,0.0,,0.0,,0.0,,,,1.0,,,,,,,1.0,,0.0
148,,,,,,,,,,,0.0,0.0,,1.0,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,0.0,,0.0,1.0,,1.0,,,1.0,1.0,1.0,,0.0
149,,,1.0,,,,,0.0,,,,,1.0,1.0,,0.0,1.0,,0.0,,1.0,1.0,,,,1.0,0.0,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,
150,,,1.0,,,,0.0,,,,,,,1.0,,,,0.0,0.0,,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,0.0,,,1.0,,,,1.0,,1.0,,1.0,
151,,,,1.0,0.0,,,,,,0.0,0.0,1.0,,1.0,,,,,,,,,1.0,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,,1.0,1.0,,,,1.0,0.0
152,,,,,0.0,,,0.0,1.0,,0.0,0.0,,,,,1.0,0.0,,,,1.0,,,,,,,,0.0,1.0,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,0.0
153,0.0,,1.0,,0.0,1.0,,0.0,1.0,,0.0,,,,,,1.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,0.0,0.0,,,0.0,1.0,,,,,,,,,
154,,,1.0,,0.0,,,,1.0,,,0.0,1.0,,,0.0,,1.0,0.0,,,1.0,,1.0,,1.0,,0.0,,,,,0.0,,,,,,1.0,,,,,,,,,,,0.0
155,,,,1.0,,,0.0,,,,,,1.0,,,0.0,,0.0,0.0,,1.0,,,,,,,0.0,,,,,,0.0,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,1.0,
157,,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,0.0,1.0,,,,,,,,,0.0,,,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,,,,,,0.0
159,1.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,0.0,0.0,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,
160,,,,1.0,0.0,,0.0,,,0.0,,0.0,,,1.0,,,,,0.0,,,,1.0,,,,,,,,0.0,,,,,0.0,,,,,1.0,1.0,,,,1.0,1.0,,0.0
161,,1.0,1.0,1.0,,,,,1.0,,,0.0,,,,,,,,,,,0.0,,,1.0,,,1.0,,1.0,,,,,,0.0,1.0,1.0,,,,,,0.0,,1.0,,,0.0
162,,1.0,,1.0,0.0,,,,1.0,,,,,,,0.0,,0.0,,,,1.0,0.0,,,,,,,,1.0,,,,0.0,,0.0,,1.0,,1.0,,,1.0,,,,,0.0,
164,1.0,1.0,,,,,,,,1.0,0.0,,,1.0,,,,,,,1.0,,0.0,1.0,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,,,,,,1.0,1.0,,0.0
165,1.0,1.0,,1.0,,,0.0,,,,,,1.0,1.0,,,,,0.0,0.0,,1.0,,,,,,,,0.0,,,,,0.0,,,,,1.0,1.0,1.0,,,,,1.0,,,
166,,,,,,,,0.0,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,0.0,,,,,0.0,,,0.0,,0.0,0.0,1.0,0.0,,,,,1.0,1.0,1.0,,,
169,,1.0,,,,,0.0,0.0,,1.0,,,1.0,1.0,,,,,,,,,0.0,1.0,1.0,1.0,,,,,,0.0,,,,,0.0,,1.0,0.0,,,,,,,,,,0.0
170,,1.0,,,,,,0.0,,,,0.0,,,1.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,1.0,,,1.0,,1.0,,1.0,
172,,1.0,1.0,,,,0.0,,,,,0.0,,,1.0,0.0,,,,,,,,,,,,,,0.0,1.0,,0.0,,,,0.0,0.0,1.0,0.0,,,,,1.0,,,,1.0,
173,1.0,1.0,1.0,,0.0,,0.0,,,,,0.0,,,1.0,,,,,,,,0.0,,1.0,1.0,,0.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,
175,1.0,,1.0,1.0,,,,,,0.0,,0.0,,,,,,0.0,,,1.0,,0.0,1.0,1.0,1.0,,,,,,,,,0.0,1.0,,,,,,1.0,,,,,1.0,,,
176,,1.0,1.0,,,1.0,,,,,0.0,,,1.0,,,,0.0,,,,,,1.0,,,,,,0.0,,1.0,,,,0.0,,,,1.0,,,,1.0,1.0,1.0,,,0.0,
179,,,,,,,,,1.0,,,0.0,,1.0,,,,,,0.0,,,0.0,,1.0,,,0.0,1.0,0.0,,,,,,,0.0,,1.0,,,,1.0,,,,1.0,1.0,,0.0
181,0.0,,1.0,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,1.0
