,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
33,,1.0,1.0,,,,,,1.0,0.0,,,,0.0,,,,,,,1.0,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0
34,,,,,0.0,,,,1.0,,,,,,,,1.0,,1.0,0.0,,0.0,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,
35,,1.0,,,,,,,,0.0,,,,,,,1.0,0.0,1.0,,1.0,,,,,,,,1.0,,,,0.0,,,,0.0,,,,,,,1.0,,,,,,
36,,,,1.0,,,,,,,,,,,,0.0,,0.0,1.0,,,0.0,,,0.0,,0.0,,,,0.0,,,,0.0,,,1.0,,,,,,,,,,,,
39,,,,,0.0,1.0,,,,,,0.0,,,,,,,,,1.0,0.0,,,,0.0,,,1.0,,,1.0,,,0.0,,,,,,,,,,0.0,,,,,
40,,,,,,,0.0,1.0,,,1.0,0.0,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,1.0,,,,,,,,,,,0.0
41,0.0,,1.0,,,,,,1.0,,1.0,,,,,,,0.0,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,0.0,,,,
42,0.0,,1.0,1.0,,,,1.0,,,,,,0.0,,,1.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1.0,1.0,,,,,,
43,,1.0,,,,,,,1.0,,,,,0.0,,0.0,,,,,0.0,,,,,,0.0,,1.0,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,
44,,,,,,1.0,,,,,1.0,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,1.0,,,,0.0,,1.0,,,,,,,,,,0.0,0.0,
46,,1.0,,,,1.0,,0.0,,,,,,,,1.0,1.0,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,
47,,1.0,,,,1.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,1.0,,1.0,,,1.0,,,,,,0.0
48,,1.0,,1.0,,,0.0,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,0.0,,,,1.0,1.0,,,,,,1.0,,,
49,,,,,,,0.0,,,0.0,1.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,1.0,,,,0.0,,,,0.0,,,0.0,
50,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,1.0,,,0.0,0.0,0.0,,,,1.0,,,1.0,,,,,,
51,,,,,,,0.0,,1.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,0.0,,,0.0,,,0.0,,
53,,,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,1.0,,,,,,,1.0,,,,,,0.0,0.0,,,0.0,0.0
54,,,,1.0,,,,,,0.0,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,0.0,1.0,,,,,,0.0,
55,,1.0,,,0.0,,,,,,,,,0.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,,0.0,,,,,
56,,,,,,,,,,,,,0.0,,,,,0.0,1.0,,,0.0,,,,,,,1.0,,,,,,,0.0,,,1.0,,,0.0,,,,,1.0,,,0.0
57,0.0,,1.0,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,,,,1.0,,,,0.0,0.0,,,,
58,,,1.0,,,,,0.0,,0.0,,,,,1.0,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,,,1.0,,,,,,,0.0,,
59,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,0.0,,0.0,1.0,,,0.0,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,
60,,,0.0,,,,,,,1.0,0.0,,,,,,,,,1.0,,0.0,0.0,,,0.0,,,0.0,,,1.0,,0.0,,,,,,,,,,,,,,,,
61,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,0.0,,,,,,,,,,,,,0.0,
62,,,,0.0,,,,0.0,,,,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,0.0,,1.0
63,,,0.0,0.0,,,1.0,,,,,,,,,,,,1.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,
64,,,,0.0,,,,,1.0,,,,,,0.0,,,,,1.0,,,,,,0.0,,,,,,,,0.0,1.0,,,,,1.0,,,,,,,,0.0,,1.0
65,,,,,,,1.0,,1.0,,0.0,0.0,,,,,1.0,,,,,0.0,,,,,1.0,,0.0,,,,,,,,,,0.0,,,,,1.0,,,,,,
66,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,1.0,1.0,,,,,,,,,,,,1.0,0.0,,,1.0,1.0,,,,,
68,,1.0,,,1.0,,,0.0,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,
69,,,,,,,,,,,,,,,0.0,1.0,,,,,0.0,,,,,,,,,,,,,0.0,1.0,,1.0,,,,,0.0,,,1.0,,0.0,,,1.0
70,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,0.0,,,,0.0,,,,,,,,,,,1.0,,,0.0,,,,0.0,0.0,,1.0
72,,0.0,,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,1.0,,,,,,,,,,0.0,,
74,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,0.0,,,,,0.0,,1.0,,,,0.0,1.0,,,,0.0,,0.0,,,,,,,
75,,,,,,0.0,1.0,,,,,,,0.0,,1.0,,,,1.0,,0.0,,,,,,,,,,,1.0,,,0.0,,,,,,,0.0,,,,,,,1.0
76,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,1.0,0.0,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,,,,,,,,1.0
79,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,1.0,0.0,1.0,,0.0,,0.0,,,,0.0,0.0,,0.0,,
80,,,0.0,,,,,,,,,,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,,1.0,,,,0.0,,,,1.0,,,0.0,,
81,,,0.0,0.0,1.0,,,0.0,,,0.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,0.0,,,,
82,0.0,,0.0,,,,1.0,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,1.0,,,0.0,,,,,,,1.0,,,,,,1.0,,,,,,
83,,,,0.0,,,,,1.0,,,,0.0,,,,,,,1.0,,0.0,,,,,1.0,,,,,,,,,0.0,,,,,,,0.0,,0.0,0.0,,,,
84,,,,,,0.0,,,,1.0,0.0,,,,,,,,1.0,1.0,,,,,0.0,,1.0,,0.0,,,,1.0,,,,,,,,,,,,1.0,,,,,
85,,,,,,0.0,1.0,,,,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,,,1.0,0.0,,,1.0,,,1.0,,,,,,,,,,
86,,,,0.0,,,,,1.0,,,,,,,,,1.0,,,,,,0.0,,,1.0,,0.0,1.0,,1.0,,,1.0,,,,,,,,,,,,0.0,,,
88,,,,,,0.0,,,1.0,,,,,,0.0,,0.0,,,,0.0,,0.0,0.0,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,0.0,,
89,,,,0.0,,,,,,,0.0,,,0.0,0.0,,,,,1.0,,0.0,,,,,,,0.0,,,,,,1.0,,,,,,,,0.0,,,,,,,1.0
92,,,,,,,,,1.0,,,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,0.0,0.0,,,0.0,,,,
96,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,0.0,,0.0,1.0,,0.0,,,,,0.0,,0.0,,,,
99,,,0.0,,,,1.0,,,,,,0.0,,,,,,,,0.0,,,,,0.0,1.0,,,,0.0,,,,,,1.0,,,,,,,,,0.0,,,0.0,
100,,0.0,0.0,,,0.0,1.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,0.0,,,,,,,,,,,
101,0.0,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,0.0,,,,1.0,1.0,0.0,,,,,,1.0,,,,,,,,,1.0,,,,,,
102,0.0,1.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,1.0
104,,,0.0,0.0,,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,0.0,,0.0,,
105,0.0,,,0.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,0.0,0.0,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,
106,0.0,,,0.0,,,,,,,,,0.0,,,1.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,1.0
108,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0,,0.0,,,1.0,,0.0,,,1.0,,0.0,,,,,,,,,0.0,,,,,,,
109,,,0.0,,,,,,1.0,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,0.0,,,1.0,,0.0,,,0.0,,,,,0.0,,0.0,
110,0.0,,0.0,,,0.0,1.0,,,,,0.0,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,0.0,,1.0,0.0,,,,,,,,,,,
111,,,,0.0,,,,,0.0,1.0,,,,,,,,,,,,,,,0.0,,,,,1.0,0.0,,,,1.0,,,,0.0,,,,,,,,,,0.0,1.0
112,0.0,,,0.0,,0.0,,,1.0,,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,
113,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,,,,1.0,,,,0.0,,,,,,0.0,0.0,,,,,,,1.0
114,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,0.0,0.0,,,,0.0,,,,
115,,,,,,0.0,,0.0,,,,,,,,1.0,0.0,,,,,,,,,,1.0,,0.0,,,,,,,,,1.0,,,0.0,,0.0,,,,,0.0,,
117,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,0.0,,0.0,,1.0,,,0.0,,,,1.0,,,,0.0,,,,0.0,,,0.0,,,,
118,,,,,,,,,,1.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,,1.0,,,,,,,1.0,,,,0.0,,,,,,,,,
119,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0,1.0,1.0,,,,1.0,0.0,,,,0.0,0.0,,,,,,,,0.0,
120,1.0,,,,0.0,,,0.0,,,,,1.0,,,,,,0.0,,,,,,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,1.0,1.0,,,,
121,,1.0,,,,,,0.0,,,,0.0,,,,,,,0.0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,0.0,
123,,,,,,,,,,,0.0,,,,,,1.0,,0.0,,1.0,1.0,,1.0,,1.0,,0.0,,,,,,0.0,,,,,1.0,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,1.0,,0.0,,1.0,0.0,,,,1.0,1.0,1.0,,,,,,,0.0
125,,,1.0,1.0,,,,,,1.0,,0.0,,,,,,,,0.0,,,,,1.0,,,,,,1.0,,,,,,,,1.0,0.0,,,,1.0,,,,,,
127,,1.0,,,,,,0.0,,,,,,1.0,,,,0.0,,,,1.0,,1.0,,,0.0,,,,,,,,0.0,1.0,,,,,1.0,,,,,,,,,
128,,,,1.0,,,,,1.0,,0.0,,1.0,,,,,,,0.0,,,,,1.0,,,,,,,0.0,,,,,,,,,1.0,,,1.0,,,,,1.0,
129,,,,,0.0,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,0.0,1.0,,,,,,,,,
130,1.0,,1.0,1.0,,1.0,,,,0.0,,,,,1.0,,1.0,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,1.0,,,,,,,,
131,,,1.0,,,,,,1.0,,,,,1.0,,,,,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,1.0,0.0
132,,1.0,,,0.0,,,,,,,,,,,,,,0.0,,,1.0,,,,1.0,0.0,,1.0,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,
133,,1.0,,,,,,,1.0,,,,,,,0.0,1.0,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,1.0,
134,,,,1.0,,,,,,,0.0,,,,,,1.0,,,0.0,,1.0,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,1.0,,,,,1.0,
135,,,,1.0,,,,,,,0.0,0.0,,,,,,,,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,0.0
136,,,,,0.0,,0.0,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,1.0,,,,1.0,,1.0,,,,,
137,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.0,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,0.0
139,,,,1.0,,,,,1.0,,,,,1.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,1.0,,1.0,,,,0.0
140,,,1.0,1.0,,,0.0,,1.0,,0.0,,,1.0,,,,,,,,,,1.0,,,,0.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,
141,,,,,,,,0.0,,,,,,,1.0,,,1.0,0.0,,,,,,,1.0,,,,,1.0,,,0.0,,,0.0,,1.0,,,,,,,,,,,0.0
142,1.0,,,,,,,,,,,0.0,,,,,,1.0,,,,1.0,,,,,,,,0.0,1.0,0.0,,,,1.0,,,,,,,,,,,,,1.0,0.0
143,,,,,,,,0.0,,,,,1.0,1.0,,,,0.0,,,,,,,,1.0,,,1.0,,,1.0,,,0.0,,0.0,0.0,,,,,,,,,,,,
144,,,1.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,1.0,1.0,,,,0.0,,0.0,,,,,,,,,,1.0,1.0,,,,1.0,,,
146,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,0.0,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,
147,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,1.0,1.0,1.0,,,,,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,,,,,,
148,,,,,,,0.0,,,,,0.0,1.0,,,,1.0,,,,,1.0,0.0,1.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,1.0,,,
149,1.0,,,,,,,,1.0,,,,,,,0.0,1.0,,,,,,,,1.0,,,,,,1.0,,,0.0,,1.0,0.0,,,,,,1.0,,,,,,,
150,,,,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,1.0,,,,,,,1.0,0.0,,0.0,,,,,,,,1.0,,1.0,1.0,,,,,
151,,,1.0,,,,0.0,,,0.0,,,1.0,,,,,,0.0,0.0,,,,,1.0,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,
152,,1.0,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,1.0,1.0,1.0,1.0,,
153,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,0.0,,,,,,1.0,,1.0,,,0.0,,,,,,,,1.0,,1.0,1.0,,,,,
154,,,,1.0,,,0.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,1.0,,1.0,0.0
155,,,,,,,0.0,,1.0,0.0,,,1.0,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,0.0,,,1.0,,1.0,,,,,,,,0.0
157,1.0,,,,,,,0.0,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,1.0,1.0,,,
159,1.0,1.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,1.0,,,,,0.0,,0.0,,,,1.0,,,,,1.0,1.0,,,,,,,,
160,,,,,,1.0,,0.0,,,0.0,,,,,,,,,0.0,,,,1.0,,,,,,,1.0,0.0,,,,1.0,,,,0.0,,,,,,,1.0,,,
161,,1.0,,1.0,,,,,,,,,,,,0.0,,,,,,,0.0,1.0,,,,,,0.0,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,
162,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,1.0,,,,,0.0,,,,1.0,1.0,,,,1.0,1.0,1.0,,0.0,
164,,,,,,,,,,,,0.0,,1.0,,,,,0.0,0.0,,,,,,1.0,0.0,,,,,,,0.0,,,0.0,,,,,,,,1.0,,,,1.0,
165,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,1.0,1.0,0.0,,,,,,0.0,,,1.0,,,,,1.0,1.0,,,,,1.0,,,
166,,,,,,,,,,,,,1.0,,,,,,0.0,,1.0,1.0,,,,,,,1.0,,1.0,,0.0,,0.0,,,,,,,,,1.0,,,1.0,,,
169,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,0.0,,,1.0,,,,0.0,,,,,0.0,,,,,,,1.0,,1.0,
170,,,,,,,0.0,,,,0.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,1.0,1.0,,,1.0,,,1.0,0.0
172,,,,,0.0,,,,,,,,1.0,,,0.0,,,,,,,0.0,,,1.0,0.0,0.0,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,
173,,,,1.0,,,,,1.0,,,,,,,0.0,1.0,0.0,,,,,,,1.0,,,0.0,1.0,,,,,,,,,,,0.0,,,1.0,,,,,,,
175,1.0,,,1.0,,,,,,,,,,,1.0,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,0.0,,1.0,,,,,,1.0,1.0,
176,,,,,0.0,,,,1.0,,,,,,1.0,,,,0.0,,,,,,,1.0,,,,,1.0,1.0,,0.0,,,,,,,,1.0,,,1.0,,,,,
179,,1.0,,,,,,,,,,,1.0,,,,1.0,,,0.0,,,,,1.0,1.0,0.0,,,,,,,,,,,0.0,1.0,,,,,,,,,,1.0,
181,,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.0,,,,,0.0,0.0,,1.0,,,,,,,,1.0,,1.0,,
182,,0.0,1.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,,1.0,,,,,
183,0.0,,,0.0,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,1.0,,,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,
184,,,1.0,,0.0,,,,,1.0,,,,0.0,,,,1.0,,,1.0,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,0.0,,,
185,,,1.0,,,0.0,,0.0,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,,0.0,,,,,,,,,0.0,,,,,,,,,,,
186,,,,,,,0.0,,,1.0,0.0,,,,,,,,,,,1.0,,0.0,0.0,,1.0,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,
188,,,,,,,,0.0,,,,1.0,,0.0,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,0.0,,,0.0,,,
189,,,,,,,,,,,0.0,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,0.0,,,,,0.0,,,0.0,1.0,0.0,0.0,,,,,,
190,,,1.0,,0.0,,,,,,,1.0,,,,,,,1.0,1.0,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,1.0,,
191,,0.0,1.0,,,,,,,1.0,0.0,,,,,,,1.0,,,,,,,,,,,,0.0,,1.0,,,,,0.0,,,,,,,,,,1.0,,1.0,
192,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,1.0,0.0,,,,,,,1.0,,1.0,,,,,,0.0,,,,,0.0,,,0.0,,,
193,0.0,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,0.0,0.0,0.0,,,,,1.0,1.0,,,,
195,0.0,,,,,,,,,,0.0,,,1.0,,,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
196,,0.0,,,1.0,0.0,,,,,,,0.0,0.0,1.0,,,,,,1.0,,,,,,,0.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,
197,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,0.0,,,1.0,,,,,,,,,,,,0.0,,,,,,1.0,,0.0,1.0,0.0,1.0
199,0.0,,,0.0,,,,,,1.0,,0.0,,,,,,,,1.0,,1.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,0.0,,,
200,,,1.0,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,1.0,0.0,0.0,,1.0,,,,,,,0.0,,,,,,,,1.0,,,,1.0
201,,,,0.0,,,,0.0,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,1.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0
202,,0.0,,,,,,,0.0,1.0,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,0.0,,1.0,0.0,,1.0,,,,,
203,,0.0,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,1.0,,1.0,,,
204,,,,,,,,,0.0,,0.0,,,,,,,1.0,,,,,,,,,,0.0,0.0,,,,,0.0,,0.0,,,,,,1.0,,0.0,1.0,,,,,
205,,,,,0.0,,0.0,,0.0,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,1.0,
207,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,1.0,,0.0,1.0,,0.0,,0.0,
208,,,,,,,1.0,,,,,,0.0,,,1.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,0.0,,,0.0,,,,,1.0,0.0,,,
209,,,0.0,,1.0,,,,0.0,,,,,,1.0,,,,,,,,0.0,,,,1.0,,,,,,1.0,,0.0,,1.0,,,,,,,,,1.0,,,,
210,1.0,,1.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.0,,,,,0.0,,,0.0,,1.0,,,,,
211,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0,,,,1.0,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,1.0,,1.0
