,Dataset,Datatype,Train Set,Train Sparsity,Evaluation Set,Evaluation Sparsity,Embedding Method,Prediction Method,Task,Accuracy,RMSE
45,Synthetic_60_50,Original,Train,30,Train,30,TSNE,LR,Fit,0.9721428571428572,0.1979887345414914
46,Synthetic_60_50,Original,Train,30,Train,30,TSNE,LR,Impute,0.9538888888888889,0.20244056212822353
47,Synthetic_60_50,Original,Train,30,Train,30,TSNE,LR,Overall,0.9666666666666667,0.19932428281751102
48,Synthetic_60_50,Original,Train,30,Test,30,TSNE,LR,Fit,0.9557142857142857,0.2023640871818681
49,Synthetic_60_50,Original,Train,30,Test,30,TSNE,LR,Impute,0.94,0.21222952122060854
50,Synthetic_60_50,Original,Train,30,Test,30,TSNE,LR,Overall,0.9509999999999998,0.2053237173934902
51,Synthetic_60_50,Original,Train,40,Train,40,TSNE,LR,Fit,0.9644444444444444,0.19646650401881405
52,Synthetic_60_50,Original,Train,40,Train,40,TSNE,LR,Impute,0.9485416666666666,0.20606802383946596
53,Synthetic_60_50,Original,Train,40,Train,40,TSNE,LR,Overall,0.9580833333333334,0.20030711194707482
54,Synthetic_60_50,Original,Train,40,Test,40,TSNE,LR,Fit,0.9427777777777778,0.2006077698584546
55,Synthetic_60_50,Original,Train,40,Test,40,TSNE,LR,Impute,0.9383333333333334,0.21283612497926013
56,Synthetic_60_50,Original,Train,40,Test,40,TSNE,LR,Overall,0.9410000000000001,0.2054991119067768
57,Synthetic_60_50,Original,Train,50,Train,50,TSNE,LR,Fit,0.9421666666666667,0.19524562566290954
58,Synthetic_60_50,Original,Train,50,Train,50,TSNE,LR,Impute,0.9291666666666667,0.2050771553826479
59,Synthetic_60_50,Original,Train,50,Train,50,TSNE,LR,Overall,0.9356666666666666,0.2001613905227787
60,Synthetic_60_50,Original,Train,50,Test,50,TSNE,LR,Fit,0.9186666666666666,0.20238866066642364
61,Synthetic_60_50,Original,Train,50,Test,50,TSNE,LR,Impute,0.9133333333333333,0.20675945479175614
62,Synthetic_60_50,Original,Train,50,Test,50,TSNE,LR,Overall,0.9159999999999999,0.20457405772908988
63,Synthetic_60_50,Original,Train,60,Train,60,TSNE,LR,Fit,0.94,0.19672970800017237
64,Synthetic_60_50,Original,Train,60,Train,60,TSNE,LR,Impute,0.9231944444444444,0.21223914217382042
65,Synthetic_60_50,Original,Train,60,Train,60,TSNE,LR,Overall,0.9299166666666666,0.2060353685043612
66,Synthetic_60_50,Original,Train,60,Test,60,TSNE,LR,Fit,0.895,0.22294375982443315
67,Synthetic_60_50,Original,Train,60,Test,60,TSNE,LR,Impute,0.8772222222222222,0.23651058811345962
68,Synthetic_60_50,Original,Train,60,Test,60,TSNE,LR,Overall,0.8843333333333334,0.23108385679784904
69,Synthetic_60_50,Original,Train,70,Train,70,TSNE,LR,Fit,0.883888888888889,0.23475522706559088
70,Synthetic_60_50,Original,Train,70,Train,70,TSNE,LR,Impute,0.8288095238095238,0.2840494002229028
71,Synthetic_60_50,Original,Train,70,Train,70,TSNE,LR,Overall,0.8453333333333333,0.26926114827570924
72,Synthetic_60_50,Original,Train,70,Test,70,TSNE,LR,Fit,0.8488888888888889,0.2406670959284544
73,Synthetic_60_50,Original,Train,70,Test,70,TSNE,LR,Impute,0.8357142857142857,0.26354103691300057
74,Synthetic_60_50,Original,Train,70,Test,70,TSNE,LR,Overall,0.8396666666666667,0.25667885461763673
75,Synthetic_60_50,Original,Train,80,Train,80,TSNE,LR,Fit,0.8683333333333334,0.2442466018847016
76,Synthetic_60_50,Original,Train,80,Train,80,TSNE,LR,Impute,0.8119791666666667,0.29478254888977734
77,Synthetic_60_50,Original,Train,80,Train,80,TSNE,LR,Overall,0.82325,0.28467535948876216
78,Synthetic_60_50,Original,Train,80,Test,80,TSNE,LR,Fit,0.8166666666666667,0.28407173390146784
79,Synthetic_60_50,Original,Train,80,Test,80,TSNE,LR,Impute,0.7716666666666667,0.32408239849045295
80,Synthetic_60_50,Original,Train,80,Test,80,TSNE,LR,Overall,0.7806666666666667,0.31608026557265595
81,Synthetic_60_50,Original,Train,90,Train,90,TSNE,LR,Fit,0.8408333333333333,0.24477243453072925
82,Synthetic_60_50,Original,Train,90,Train,90,TSNE,LR,Impute,0.7032407407407407,0.38048346055103255
83,Synthetic_60_50,Original,Train,90,Train,90,TSNE,LR,Overall,0.717,0.3669123579490022
84,Synthetic_60_50,Original,Train,90,Test,90,TSNE,LR,Fit,0.7266666666666667,0.33309216956344145
85,Synthetic_60_50,Original,Train,90,Test,90,TSNE,LR,Impute,0.712962962962963,0.37137751796523066
86,Synthetic_60_50,Original,Train,90,Test,90,TSNE,LR,Overall,0.7143333333333334,0.36754898312505174
