,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
88,,,,,,1.0,,,,,,,,,,,,0.75,1.0,,,,,,0.75,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.75,,,0.0,,,0.25,,1.0,,,0.0,,0.25,,,,,,,,,,0.75,,,,,,,0.75
89,,,,,,,,1.0,,,,,,0.75,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,1.0,,,1.0,,0.0,0.0,,,,,0.25,,,,0.25,,,,,0.83,,,,1.0,,,,,0.5,,,0.5
92,,,,0.75,,0.25,,,,,0.25,,0.75,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.25,,,0.75,,,,,,,0.75,,,,,,,,,0.33,,0.83,,0.25,0.75,,,,0.75,,0.5,,,
96,,,,,,,,,,1.0,,0.0,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,1.0,,,,1.0,0.0,0.75,,,,1.0,,,,,0.0,,,,,,,,1.0,1.0,,,,,,,
99,1.0,,,,1.0,,0.67,,,,,,,,1.0,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,1.0,,0.5,,0.5,,,,,,,,,,0.25,,
100,,,,,1.0,,,,,,,,0.25,,,,,,,,1.0,,,,,,,1.0,,,,0.75,0.25,,,,,,1.0,,,,,0.75,,,,,0.0,0.25,,0.25,,,1.0,,,,1.0,,,,,,,,0.75,0.5,,,,,,,
101,,,,,,,,1.0,,,,,,0.0,,,,,1.0,,,,,0.0,1.0,,0.0,,,,,,,1.0,,,0.0,,1.0,,,1.0,,1.0,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.75,,,0.0
102,,,,,,,,,,,,,,,,,,,,,,1.0,0.75,,,,,,,1.0,,,,,,,0.0,,,,,,0.0,1.0,,1.0,,0.75,,,,,,,,,1.0,,,,,,,0.0,0.75,0.75,1.0,,,0.75,,,,0.75,
104,,,,,,,,0.75,,,0.25,,,,,,,1.0,,,,,,,,,,,,0.75,,1.0,,0.75,,,,0.25,,,,0.75,0.0,,,,,0.0,,,,,,,,,,,,,,0.83,,,1.0,,,,,,1.0,,,1.0,1.0
105,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.25,,1.0,,,1.0,0.0,1.0,,0.25,,,,0.75,,,,,,,,,,,1.0,,,1.0,,,,,,,,,0.5,1.0,,,,,,,0.5,,,0.0,,0.5
106,,,0.5,,,,,,,,,,,,,,0.0,,,,0.75,,0.0,,,0.0,,,,,,,0.25,,,,0.0,,0.0,,,,,,,,,0.75,,1.0,,0.75,,,,,0.0,,1.0,,,,,,,1.0,,,,,,,,0.5,
108,1.0,,0.67,,,1.0,0.33,,,,0.25,,,,,,,,0.0,,,0.75,,,,,,,,1.0,,0.75,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,0.25,1.0,,,,,,,,1.0,,,,,,,0.5,
109,,,,0.75,,,0.67,,,,,,0.0,1.0,,,0.25,,,,,,,,,,,,,,,,,,0.25,1.0,,,1.0,,,,,,,,,,0.0,,0.75,0.75,,,,1.0,,,,,,0.83,,,,,,,,0.5,0.75,,,,
110,,,0.67,,,,,,,,,,,1.0,0.75,,,,,,,,,,,,,0.0,,,,,,,,,,0.75,1.0,0.0,,,,,0.0,,0.75,,1.0,,,0.0,,,,0.0,,,,,,,,,1.0,,,,,,,0.0,,,0.75
111,,,,0.75,,,,1.0,,,1.0,,,,0.75,1.0,,,0.25,,,,,,,,,,,,,0.75,,,,,,,,,,,,1.0,0.75,1.0,1.0,,,0.75,,,,,,,,,0.0,,,,,,,,,,,,1.0,,,,0.75
112,,,,,,,,,,,,,,,,,,,,,0.75,,,,,0.0,,,,1.0,,,0.25,,0.0,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,1.0,,,0.25,0.0,,0.67,,,0.25,,,,,,1.0,,,,
113,,,0.33,,0.25,,,,,,,,,,,,,,1.0,,,,,0.25,1.0,0.0,,,,,0.75,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,0.75,,0.75,,,,,,,,,,,,,,,0.5,,0.75,,,0.75
114,,0.0,,1.0,,0.25,,,,1.0,,,,,0.25,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,0.75,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,0.5,,0.0,,,,,,,,,,1.0,
115,,,,0.0,1.0,,,,0.75,,,,,,,,0.25,0.75,0.75,,,,0.0,,,0.25,0.75,,,,,,,,0.25,,,,,,,,,,,1.0,,,,,,,,,0.0,,,1.0,,,0.83,,,,,,,,,,,,,,0.5
117,,,,1.0,,,,0.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,0.75,0.0,,,,,,,,,1.0,,,,,1.0,,0.25,,1.0,,,,0.17,,,0.75,0.0,,,,,,1.0,,,,
118,,,,,,,,,,,,,1.0,,,,,,1.0,,,0.75,,,,,,1.0,,,,0.0,0.0,,,,,,0.0,0.75,,0.75,,,1.0,,,,,,1.0,,,,,1.0,,,0.0,,,,,,0.0,1.0,,,,,,,,,
119,,,,,,,,,,,,,,0.0,1.0,,,,,0.0,,,,,,,,0.25,,,,,0.0,,,,,,,1.0,0.25,0.75,,,,1.0,,,,1.0,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.75,,,,1.0
120,,0.5,,0.25,,,,1.0,,,,,,,0.75,,,,,,,,,,,,,,0.75,,,0.25,0.75,,,,0.0,,,0.25,,,,,,0.75,,,,,,,,,,0.0,,,,,1.0,,0.33,,,,0.75,,,,,0.25,,,
121,0.67,,0.17,,1.0,,0.17,,,,,,,,0.75,,,,,,,0.0,,,,,,,,,0.75,,,,,,,1.0,0.75,0.0,1.0,,1.0,0.25,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,
123,0.83,,,0.75,,0.0,,0.25,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,0.0,,,,,,0.25,0.75,,0.25,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0.75,,,,,,,0.25,,
124,0.0,,,,,0.0,,,,1.0,,,,0.0,,,,,1.0,,,,,,,,,,,,0.75,,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,0.75,,,,,,0.17,,,0.75,,,,,,,1.0,1.0,,,
125,0.0,,,,,0.0,1.0,,,,,,1.0,,,,,0.0,,,,,,,,,,1.0,,1.0,,0.0,,,,,,,,,,,1.0,,,,,,0.0,1.0,,1.0,,,,,,,0.0,,,,,,,,1.0,,,,,,,,0.25
127,0.0,,0.83,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,1.0,,0.0,,,0.0,,,,0.25,1.0,,,,0.25,,,,,,0.0,,,0.0,,,,,1.0,,,,,,,,,0.75,,,,,,
128,,,0.0,,,0.0,0.33,0.75,,,,,,1.0,,0.75,,0.75,,,,,,,,,0.0,,,,,,,1.0,,,,,1.0,,,,0.0,,,,,,1.0,,,,,,,,0.75,,,,0.83,,,,,,,,,,0.75,,,,
129,,,0.0,,,0.0,,,,0.0,,,0.0,0.25,,,0.0,,,,,,,,,,,,,0.75,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,0.75,,,,,,,,,,,0.83,,,,0.25,,0.75,,,,0.25,,,
130,0.0,1.0,,,,1.0,,,0.0,,,,0.0,1.0,,,,,,,,,,,0.0,,,,0.0,0.0,,1.0,,,,1.0,,,,0.0,,,,,,,1.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,
131,,,,,0.75,,,0.25,,,,,,,,,0.75,,0.75,0.0,,0.75,,0.75,,,,,,0.75,,,0.0,,,0.25,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.67,,,,,,0.5,,,,,0.5,,0.75
132,,,,,,,,,,,,,0.25,,,,,,0.75,,,0.75,0.0,,0.0,,,,,,,,,,,,0.25,,,,,,,,,,,0.0,0.25,,,0.75,0.75,0.75,,,,,0.75,,,,,,,,,,,,,0.5,0.5,,0.75
133,,,0.0,,,,,,,,,,,1.0,,,0.0,,,,,0.75,,,,,0.0,,,0.25,,,,,,,,,,0.0,0.25,,0.0,,,,0.75,,,,,,,,0.25,,,,,1.0,0.83,1.0,,0.0,,,,,,,,,,,
134,,,,,,,0.67,,,,,,,,,,,,,,1.0,0.25,0.75,0.0,0.75,,,,,,,,,,,,,0.25,,,,,,,,,,1.0,0.75,,,,,1.0,,,1.0,,,,0.83,,,0.0,,0.0,,,,,,,,,0.25
135,0.33,,,,,,,,,,,,,0.25,,,,,,,,0.25,0.0,0.75,,,,,0.75,,,,0.25,0.25,,0.75,,,,,,0.25,,,0.0,,,,,,,,,,,,0.75,,,,,,,,1.0,,,,,,,0.75,,0.5,
136,,,,,,,0.83,0.0,,,,,,,0.25,,,0.75,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,1.0,0.0,,,,1.0,,0.17,0.83,,0.0,,,,,,,,,,0.5,
137,,,,,,,0.67,,,,0.25,,,0.25,,,0.75,,,,,,0.0,,,,,,0.25,,,0.75,,,,,,,1.0,,,0.25,,,,1.0,,,0.75,,,,,,,0.75,0.25,,,,,,,0.0,,,0.75,,,,,,,,
139,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,0.75,,,,,1.0,0.0,,,0.75,,0.75,,,,1.0,,,,,,,1.0,,0.25,0.75,,,,,0.83,,,,0.75,,,0.75,0.5,,,,0.0,,
140,,,,,1.0,,,,,,,,0.75,,1.0,,,0.75,,0.0,,,,,,,0.25,,1.0,,0.75,,,,,,0.0,0.25,,,1.0,,,,,,,,,,1.0,,,,1.0,,,0.75,0.75,,,,,,,,,,,,,,,,
