,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
13,0.17,,,0.25,,,0.83,,,1.0,,0.0,,,,,,,0.75,0.25,,,1.0,,,,,1.0,,,0.0,0.0,,,,1.0,,,1.0,1.0,1.0,,0.0,,0.75,,,,0.25,,,1.0,,,,0.0,1.0,1.0,,0.25,0.33,,0.83,,0.75,1.0,1.0,,0.0,,,,,1.0,
14,0.67,,,,,,,1.0,0.25,0.25,,0.75,,,,,,,,0.0,,,,,0.75,0.25,,,,1.0,,,,1.0,0.0,,,0.25,0.75,1.0,0.75,0.75,,,,1.0,,0.25,,,,,0.25,,,,,0.25,1.0,,0.83,,0.17,0.0,0.75,,,,0.75,0.75,,0.5,,0.75,0.5
15,,0.17,,,1.0,,,0.75,,,,,1.0,,,0.75,,0.75,,,,0.75,0.75,,,0.25,,0.75,,1.0,0.75,,,1.0,0.25,,0.0,,1.0,,0.25,,,,,1.0,,1.0,,,1.0,,0.75,,,,,,0.75,,1.0,,,,1.0,1.0,1.0,0.5,0.25,0.5,,,,,0.0
17,0.83,,,1.0,,,,,,,,,,,0.25,1.0,,,,0.0,0.75,,0.0,0.25,0.0,,,,0.75,,,,,0.25,0.25,,,,0.25,,,,,,,1.0,1.0,,,1.0,0.75,,,0.0,,0.0,0.25,,0.75,0.75,0.83,0.83,0.67,0.0,,1.0,,0.0,0.25,,,,,,0.75
18,,0.5,,0.25,,0.0,,,,0.25,,,,,0.75,,0.0,1.0,,,,,,0.0,,,0.0,1.0,,,0.75,,,,0.0,0.75,0.25,,0.0,,1.0,0.75,0.25,,,1.0,,1.0,,1.0,,1.0,,,0.75,,,,0.25,0.75,,,,,,0.75,,0.5,,0.5,,,,1.0,0.75
19,,,,0.75,,,,,1.0,,,0.25,,0.25,1.0,,,0.25,,0.0,1.0,,,,,0.25,,1.0,0.25,0.25,,,,,,,,,,0.75,,,0.25,1.0,0.75,1.0,0.25,,,0.75,0.75,,,,,,,0.0,0.75,,0.83,0.83,,0.0,,1.0,0.25,,,0.75,1.0,0.5,,,
20,,0.0,0.0,,1.0,0.0,,,,,0.75,,1.0,,1.0,,0.75,,0.75,1.0,,,1.0,0.0,1.0,0.0,,,,1.0,1.0,,,,,,1.0,0.75,,,,,,1.0,1.0,,,1.0,,1.0,,0.75,,,,,0.75,,1.0,1.0,0.67,,1.0,0.0,,,,,,,,,,1.0,
21,0.67,,,,1.0,0.0,0.67,1.0,,,,0.25,,0.75,,0.75,0.25,,0.75,0.25,0.75,,,,,,,,0.75,1.0,0.25,0.0,,1.0,,,0.0,0.75,0.75,,,,,1.0,,1.0,,0.25,,0.75,,0.25,,0.75,0.75,,,,,,,,,,0.75,,1.0,,0.5,,,,,,
22,,,,0.75,1.0,0.0,0.67,,,,,,,,,,0.25,0.75,0.75,,,0.75,,0.0,,0.25,0.0,1.0,,,1.0,,0.25,1.0,,,0.25,,0.75,,,,,1.0,,,,0.75,0.0,0.75,1.0,,,1.0,,,,0.75,1.0,0.75,,,,,0.75,0.75,,0.75,,,,,0.0,,
23,0.0,,,,,0.0,,,,0.25,,,,1.0,,,,,0.0,,0.0,,0.0,,0.25,,0.75,1.0,,0.0,1.0,,1.0,,0.0,,,,,,,,,,0.75,,,1.0,0.0,0.0,1.0,,,,,,1.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,0.5,0.25,,0.5,
24,0.17,,,,,,0.17,1.0,1.0,,1.0,,,1.0,,,0.0,,,0.0,,0.75,,,0.75,0.0,,1.0,1.0,1.0,0.75,1.0,,,,1.0,0.0,,,1.0,0.25,,,1.0,1.0,,0.0,0.75,,,,,0.75,1.0,,,1.0,,,,,,0.83,,,0.25,,,0.0,,,,,,
25,0.0,,0.0,1.0,,0.0,1.0,,,1.0,,0.0,,0.0,,,1.0,,1.0,0.0,,,,0.0,,0.0,,,0.25,,0.75,0.0,0.0,,,,1.0,,0.0,1.0,,0.75,,,,1.0,0.0,,,,,,,,0.0,,,,0.0,,0.0,,,,0.0,1.0,,1.0,,,1.0,,,,
28,,,,0.25,,0.0,,0.0,1.0,,,,1.0,0.0,1.0,,0.25,1.0,,0.0,1.0,0.25,,0.0,0.25,,0.75,1.0,,0.75,,,,,,,,,0.25,,1.0,,0.75,,,1.0,,,,,,0.25,,0.75,0.0,,0.0,0.25,,,,0.67,,0.0,,0.75,,0.5,,,,,,,
29,1.0,,,,0.0,,0.0,,,,,0.25,,0.0,,,,0.75,,,,0.75,0.0,,,,,1.0,0.0,1.0,,,,,,1.0,,1.0,1.0,,,,0.0,0.25,0.75,1.0,0.75,,0.0,,0.75,,0.25,,1.0,0.0,,,,,,1.0,,,,,,0.25,0.75,0.75,1.0,1.0,,,
30,,,0.33,,,,,,,1.0,,,,,,0.0,,,0.25,1.0,,,,,,0.0,,,0.0,1.0,,,,,0.75,0.25,1.0,,0.0,1.0,1.0,,0.25,0.75,0.75,,,,,,0.75,,,1.0,1.0,1.0,0.75,,0.0,,0.33,,,,,1.0,,,0.25,0.75,,,0.0,1.0,0.75
31,,,,,,,1.0,,,,,0.0,,,,0.25,1.0,,1.0,0.75,,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,,,1.0,,,0.75,1.0,,1.0,,1.0,0.0,1.0,,,,1.0,0.75,,1.0,,0.0,,,,,0.25,,1.0,,0.75,0.0,0.25,,0.75,,,
32,,,,,,0.0,0.83,1.0,,,0.0,,1.0,0.0,,,0.75,,1.0,,0.75,,,,0.75,,,,,1.0,1.0,,,,0.0,,,1.0,0.75,,,1.0,,1.0,,,,0.0,,,,,0.75,,0.75,,1.0,0.0,1.0,1.0,0.33,,,0.25,0.75,0.25,,0.5,,,,0.5,,,
33,,,0.33,,,0.0,,,1.0,0.0,,,,,,1.0,,,,0.0,,,,,1.0,,0.0,1.0,,,0.0,,,1.0,,0.0,,,0.75,,,0.25,,1.0,1.0,,0.75,,0.0,1.0,0.0,,1.0,,,,,0.25,,,0.5,,0.67,,,0.75,1.0,,0.75,,0.75,,0.75,0.75,
34,,0.0,,,1.0,,1.0,,,,0.0,0.0,0.75,,1.0,0.25,,1.0,,,1.0,0.75,1.0,0.0,,,0.0,,0.25,,0.25,,,,,,,,,,1.0,,1.0,,,,,,0.75,,0.75,1.0,1.0,,0.75,,,1.0,,0.75,,,,,,1.0,0.75,,,0.5,,0.75,0.25,,
35,,,0.83,0.75,,,,0.75,,,,0.25,,,0.75,1.0,,,1.0,,,,,,,,0.25,,,0.75,0.25,0.75,,0.0,,,,0.0,0.25,,,0.75,,,0.75,,0.0,0.75,,,,0.75,,0.75,,,0.25,1.0,,0.75,,0.83,,0.0,1.0,0.0,1.0,,0.25,,,,0.25,,
36,,,,1.0,,0.0,,,1.0,,0.0,,1.0,,,1.0,1.0,0.25,,0.75,,1.0,1.0,,,,,1.0,,,,,,1.0,,0.0,1.0,,0.0,1.0,,,1.0,1.0,,1.0,0.0,,,1.0,,,1.0,1.0,0.25,,,,0.0,,,,,0.75,,1.0,,1.0,,,,,0.25,,
39,,,,0.0,0.0,,,,,,,1.0,0.0,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,1.0,,0.0,0.0,,0.0,1.0,1.0,,0.75,1.0,,0.0,,0.0,,0.0,1.0,,,,0.0,0.0,1.0,,,0.0,,1.0,1.0,,0.0,,,,,,1.0,1.0,,,,0.0,
40,0.0,,0.33,,1.0,,1.0,,1.0,,,,1.0,0.0,,0.75,,0.0,,0.75,,,,,1.0,0.0,,1.0,,,,0.0,,,,,1.0,,0.0,,,,1.0,,,1.0,,,0.0,,,,1.0,,0.75,,1.0,,0.0,0.25,,,1.0,0.75,,1.0,1.0,,,,,,,1.0,0.75
41,0.0,,,,1.0,,0.0,0.25,0.0,,1.0,,,,0.0,,,0.0,0.0,,,,,1.0,0.0,,1.0,,,0.0,1.0,,,,,,,0.25,1.0,,,,,,,0.0,,,1.0,1.0,0.0,0.25,,0.0,,0.0,,0.0,,0.0,,,0.17,,1.0,0.0,0.0,,,,,0.0,,,
42,,0.83,,,,,0.0,,,0.75,1.0,,0.0,,1.0,,,,0.75,,,0.0,0.0,0.25,,0.75,,,1.0,0.0,,0.75,,1.0,,,0.0,,,,0.25,,,,0.25,1.0,,,0.0,,,,,,1.0,0.25,,0.0,1.0,,,,,,1.0,,,0.25,,0.5,0.75,0.25,,0.5,
43,,,0.0,1.0,1.0,,1.0,0.0,,,0.0,,,,,,,0.0,,0.25,,,,,,0.0,,1.0,,,1.0,,0.0,,,0.0,1.0,,0.0,1.0,1.0,0.25,,1.0,1.0,1.0,,,0.0,,,,1.0,,0.25,1.0,,1.0,,0.0,0.0,,,,,,,,,,1.0,1.0,,,
44,0.0,,,,,0.0,1.0,,,1.0,,,,0.0,1.0,1.0,,0.0,1.0,,,,,,,0.0,,,,,,,,1.0,1.0,0.0,,,0.75,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,1.0,,0.0,0.33,,,1.0,0.25,,,1.0,0.25,,,0.75,,1.0,0.5
46,,0.0,,1.0,,,1.0,,1.0,,1.0,,0.25,0.75,,0.75,0.25,,0.25,0.0,,,,0.0,,0.0,,,1.0,,,,,,0.0,1.0,0.0,,,0.0,0.0,1.0,0.0,1.0,,1.0,,,,,,,1.0,,,,,0.25,1.0,,1.0,,,,1.0,,,,0.25,,,0.5,,,
47,0.0,0.0,,,1.0,,,,1.0,,,,1.0,,,,1.0,,1.0,,,1.0,1.0,0.0,,0.0,,1.0,0.75,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,,0.0,1.0,,,,,,1.0,,,,,0.0,0.67,1.0,0.75,,,1.0,,,0.5,1.0,,,,
48,,,0.0,,,,,0.25,1.0,,,,,,,,,0.25,1.0,,1.0,,,0.0,,,,,0.75,1.0,1.0,,1.0,,1.0,,,,0.0,,,,1.0,,,1.0,0.0,,,,,,1.0,1.0,,1.0,1.0,,0.0,,0.0,,1.0,,,,1.0,,0.0,0.25,,1.0,0.0,0.75,0.25
49,,1.0,,,,0.75,,0.0,,,,1.0,,,0.75,,0.75,1.0,0.0,0.0,0.0,,0.0,,,,,,0.0,1.0,0.0,,0.0,,0.75,1.0,,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,0.0,0.0,1.0,,1.0,0.83,,,,1.0,,1.0,,,,,,0.5,,0.75
50,0.83,0.0,,1.0,1.0,,0.5,,,,,,,,,0.75,,0.75,,0.25,,,,0.0,,,,,1.0,,,,0.25,,,,0.75,,0.25,0.75,1.0,0.25,,1.0,,1.0,,0.75,0.75,,,,,,0.25,,,1.0,,0.75,,,,0.0,,,0.75,0.5,,0.5,0.75,0.5,,,0.5
51,0.0,0.0,0.0,1.0,,,1.0,0.0,,1.0,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,,,,0.0,,,0.0,1.0,1.0,,,,0.75,,1.0,,,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,0.0,,1.0,,,1.0,,,,0.25,,1.0,,,0.5
53,,0.0,0.0,,,,1.0,0.0,1.0,,0.25,,,,1.0,,1.0,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,0.0,,,1.0,,,,0.0,,,0.0,1.0,,,1.0,,,,1.0,,1.0,1.0,,,,,1.0,0.0,,0.17,,,0.25,0.25,1.0,,1.0,,,,,0.0,,
54,,,,1.0,0.75,0.0,0.33,,,1.0,1.0,0.25,0.25,,,,0.25,,,0.0,,0.25,1.0,,,,0.25,1.0,,1.0,0.75,,,,,1.0,0.0,,,,0.75,,,,,,0.0,,,1.0,0.75,,0.75,,0.25,,,,,,,0.67,,,0.75,1.0,,,,0.5,0.75,,0.0,,
55,,,,,0.0,0.0,0.67,0.0,,1.0,0.25,,,,,,1.0,,,,0.75,0.0,1.0,,0.0,0.75,,1.0,0.25,,0.75,0.25,,0.25,0.25,,1.0,,1.0,,,,,,,1.0,,0.0,0.0,,0.75,,,,0.75,,,0.25,,,,,0.67,,,,,0.5,,,0.75,,,0.5,
56,0.0,,0.0,,,0.0,,0.25,,,,,,0.0,,1.0,,,,,,1.0,,0.0,,0.0,,1.0,,,,0.0,0.25,1.0,1.0,,1.0,,,1.0,,0.75,,,,,0.0,,,0.25,1.0,1.0,1.0,,0.25,,,1.0,,0.25,,0.67,,,,1.0,,0.75,,,,1.0,0.0,,
57,0.5,,,1.0,,,0.67,,1.0,1.0,0.25,,,0.0,,0.25,,0.0,,0.0,1.0,,1.0,,1.0,0.0,,,0.75,,,,0.0,,1.0,,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,0.0,,,,,,,0.75,0.25,0.5,,0.75,0.25,,
58,0.0,,,,1.0,,,0.0,1.0,,,,,,1.0,1.0,,0.0,1.0,0.0,,,1.0,,,0.0,0.0,,0.0,1.0,0.75,,0.0,,,0.0,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.67,,,,,,,0.0,0.25,1.0,0.75,0.0,,
59,,0.17,0.0,,,,,0.0,,1.0,,,,0.0,,0.75,1.0,0.25,,,1.0,0.75,,0.0,,,0.0,1.0,,1.0,,,,,1.0,0.0,,,,1.0,,,,,1.0,,,,,1.0,,1.0,,,0.25,,,1.0,0.0,0.0,,0.67,1.0,,0.0,,1.0,,,0.5,1.0,,,,
60,,0.67,0.33,,0.75,0.25,,,0.75,,,0.25,,,,,,0.75,0.25,,,,0.0,,0.25,,0.75,1.0,,,0.25,,0.25,,,,0.75,0.25,,,,1.0,,0.75,,,,,,0.25,0.75,,0.75,,1.0,,,0.25,,,,0.83,0.67,0.0,,0.75,0.75,0.5,,,,,,,0.5
61,,,0.5,0.75,0.75,,,0.75,,1.0,,,0.25,,,,,,0.75,,0.75,,,,0.75,,0.0,,,0.75,,,,0.0,,,0.25,0.25,0.75,,,,,1.0,,,,,,,,,,0.75,0.0,,,0.25,0.75,1.0,,,0.67,0.0,1.0,,,,0.5,0.5,0.5,0.5,0.5,,0.5
62,0.83,0.33,0.17,1.0,,,,,,,,,0.25,0.0,,,,,,,,0.75,0.0,,,0.0,,,,,,,,0.0,0.25,,,,0.0,,,,1.0,1.0,,1.0,,,0.25,,0.25,0.25,0.25,,,0.0,0.0,0.25,,0.0,,0.83,,,,0.75,1.0,,,0.5,0.75,,,0.5,0.5
63,,,,0.75,0.75,,0.67,1.0,0.75,,,,0.75,,,1.0,1.0,,,,1.0,,,0.0,0.75,,,1.0,,,0.75,0.0,,,,,,0.25,,,0.25,,,0.75,0.75,,,0.75,0.0,,,0.0,,,,,1.0,,0.75,,0.83,1.0,,,,1.0,,,0.5,,0.75,0.75,,0.5,
64,0.17,,,,1.0,,0.67,,1.0,,1.0,0.75,0.0,1.0,,,,1.0,1.0,0.0,,,,,0.0,,0.0,,0.25,0.0,,0.0,,0.25,,0.0,0.0,0.75,,,,,,,0.75,1.0,,,,,1.0,,,,1.0,,,0.75,,,,,,0.75,,0.0,0.0,0.5,,0.25,,,,,
65,0.0,0.17,,,,,,0.0,,1.0,,,1.0,,,1.0,1.0,0.0,1.0,0.25,,1.0,1.0,,1.0,0.0,0.0,,,,,0.25,,,,,,1.0,0.0,1.0,,0.75,,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,0.0,,,,1.0,,,1.0,1.0,,,,0.5,,,,
66,,0.0,,,,,1.0,0.0,1.0,1.0,,,1.0,0.0,,,,,,,1.0,,,0.0,1.0,,,1.0,0.75,,,,0.0,,,,,,0.0,,1.0,0.75,1.0,1.0,1.0,,,,,,,,,,0.0,1.0,,1.0,0.0,0.25,0.0,,,1.0,,1.0,,,,0.25,1.0,1.0,,,
68,,,,,,0.0,0.17,1.0,,,,,,,,1.0,,0.25,0.0,0.0,,,,,0.0,,0.0,1.0,,,0.0,,,,,,,0.0,1.0,0.0,0.0,,,,0.75,0.0,,,0.25,,0.75,,0.25,0.0,0.75,,,,,,,1.0,,,0.75,0.0,,0.5,0.5,,,0.5,,0.5,0.5
69,,,,0.0,0.25,1.0,,1.0,0.0,0.0,0.75,,0.0,,,,0.0,0.25,0.0,,,,0.0,,,,1.0,0.75,0.0,0.0,,,,0.25,,,0.0,0.25,,0.0,,,0.0,,,,,,,0.75,0.0,0.0,,,,,,0.0,,1.0,,,,,0.25,,,0.0,,,,0.0,0.5,,
70,,,0.5,0.0,,0.0,0.0,1.0,,,1.0,0.0,,1.0,,,0.0,,,,1.0,,,,0.75,,,,1.0,,,,,,,1.0,0.0,,,0.0,0.0,1.0,,,1.0,0.25,,,,,,,0.75,1.0,,,,0.0,,,1.0,,0.83,0.0,1.0,0.0,1.0,,,,,0.25,0.5,,
72,,0.17,,,,,,0.0,,,,0.0,,0.0,,1.0,1.0,,1.0,0.0,1.0,,,0.0,1.0,,0.0,1.0,,1.0,,,,,,,,,0.0,1.0,,1.0,,,1.0,1.0,,,,0.75,,,,,0.75,0.75,,,0.0,0.25,,,,,0.0,,0.75,1.0,,,,1.0,0.0,,0.75
74,0.0,0.0,0.0,,,,,0.75,1.0,1.0,,,,,1.0,0.0,,,1.0,,1.0,,,0.0,,,,1.0,0.75,,0.75,0.0,0.0,,,0.25,,,1.0,,,0.75,1.0,,1.0,1.0,0.0,,,,1.0,,,,,,,1.0,,,0.17,,,,,1.0,1.0,,0.0,,,,,1.0,
75,,,,,1.0,,,,,,,,,,,0.0,1.0,,,0.25,,0.25,1.0,,1.0,,,,0.25,,,0.0,0.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,0.0,,,1.0,,1.0,1.0,,0.75,1.0,1.0,,0.0,,,0.33,,,0.0,,,0.75,,,,,0.0,,
76,0.0,0.17,0.0,,,,0.83,0.0,1.0,,0.0,,1.0,,,,1.0,,1.0,0.25,1.0,1.0,,,,0.0,,,1.0,,,,,,,,,1.0,,1.0,,,1.0,,,,0.0,,,1.0,1.0,1.0,1.0,,0.75,,,,,0.0,,,,,0.0,,1.0,1.0,,1.0,,,0.0,,
79,,,,,,0.25,0.33,0.75,,,,0.25,0.25,0.25,,,0.0,1.0,,0.25,0.75,0.25,,0.25,0.0,0.25,,,,,0.0,,0.25,0.0,0.75,,,,1.0,0.25,,,0.25,,0.25,1.0,,,,0.75,0.25,,,,1.0,,0.75,,,,,0.83,,,,,,,,,,,0.75,0.75,
80,,,0.33,,0.25,0.0,,,,,,,,,0.75,0.0,,,0.75,0.75,0.75,,,0.25,,,0.25,1.0,,,1.0,0.25,,,,,,,1.0,,,,0.75,,,1.0,0.25,,0.25,1.0,1.0,0.75,,,,,,,0.0,,0.67,,1.0,0.0,,0.75,0.75,,,,,,0.75,0.75,0.5
81,0.0,,,,,,,0.0,1.0,,0.0,,1.0,,,,1.0,0.0,,,,1.0,,,,0.0,0.0,,1.0,1.0,,,,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,0.0,,1.0,,,,0.75,1.0,,1.0,,,,0.67,,,,,,1.0,,,1.0,1.0,,,0.25
82,0.0,,0.17,,,0.0,,,1.0,,,0.0,0.75,,0.0,0.75,,,,,1.0,,1.0,0.0,1.0,0.25,,,0.0,,0.0,0.0,,1.0,,1.0,,,,0.0,0.75,,,,1.0,,,,0.0,,,,,,0.75,,,,,0.0,,0.67,,,,1.0,1.0,0.5,,,,,0.25,1.0,
83,,,0.0,,,,,,,,0.25,,1.0,,0.75,,,,1.0,0.25,1.0,,,,,,,,,1.0,,0.0,,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,0.75,0.0,,,,,,,,1.0,1.0,0.0,,0.17,,,0.75,0.25,1.0,1.0,,,0.25,,1.0,0.0,1.0,0.5
84,,,,0.75,1.0,,,,,,,0.0,1.0,,,,,,,0.25,1.0,,,0.0,1.0,,,,,,,0.25,,,,0.25,0.75,0.75,0.25,,1.0,0.75,,1.0,,,,,0.0,,1.0,,,,0.0,,,0.75,,0.25,0.5,0.67,1.0,0.25,0.25,1.0,,,,0.5,1.0,,0.0,,
85,,,,,1.0,0.0,1.0,0.0,1.0,1.0,,0.0,,,,,,0.0,,,1.0,,,0.0,,,,1.0,,1.0,,,0.0,1.0,,,,,,,,,1.0,1.0,,1.0,0.0,,,,,,,1.0,0.25,,,,0.0,0.25,0.17,,1.0,,,1.0,,,0.0,0.25,1.0,,0.0,,0.75
86,0.83,,,0.75,,,0.67,,1.0,1.0,,0.25,,,,,,,1.0,0.25,,,1.0,,,,0.75,,,1.0,0.75,,,0.75,,,,,0.0,,0.75,0.75,1.0,,,,,,0.0,0.0,,,0.75,1.0,,,,0.25,,,,,0.83,0.0,,0.75,1.0,0.5,,,0.75,,0.5,,0.75
88,0.83,0.5,0.17,,,,,,1.0,1.0,,,0.75,0.0,,,,,,1.0,0.75,1.0,,0.0,,,,1.0,,,,,,,,0.75,0.75,,,,0.25,0.75,0.0,,0.75,,,0.0,,1.0,0.25,0.75,,,1.0,0.0,,0.25,,,,,,0.0,0.0,0.75,0.75,0.75,,,,,,,
89,0.83,0.17,,,,0.0,,1.0,,0.75,1.0,,0.0,0.75,1.0,,,0.0,0.75,,,,1.0,0.0,0.25,0.25,0.0,1.0,0.75,,,,,,0.0,,0.0,0.0,1.0,0.0,,,,,,,,,,1.0,,,0.0,,,0.25,,0.25,0.75,,,,0.83,,,0.75,,,,,,,,,
92,0.33,,0.0,,1.0,,,,,,0.25,0.25,0.75,0.0,1.0,,,,1.0,,1.0,,0.75,,,,,,,,1.0,,,,,0.75,,,,,,0.25,,1.0,,1.0,0.25,0.25,,1.0,0.75,0.75,,,,0.25,,1.0,0.0,0.75,,,0.83,,0.25,,,,,0.75,,,,1.0,0.5
96,,,,,,,0.83,,,1.0,,,1.0,,,,1.0,,1.0,,1.0,,1.0,0.0,,,,,,1.0,,,,,,0.25,1.0,,,1.0,1.0,,0.75,1.0,1.0,,0.0,1.0,0.0,,1.0,1.0,,,,0.25,,1.0,0.0,0.75,,,1.0,,0.0,,,,,0.5,,1.0,0.0,,
99,1.0,,,1.0,,,,0.0,,,1.0,,1.0,,1.0,,1.0,,,,,,0.0,0.0,,,0.0,,,1.0,1.0,0.0,,1.0,,,1.0,,1.0,,1.0,,,,1.0,,,1.0,0.0,,1.0,,,1.0,,,,1.0,,,,1.0,,0.0,1.0,,,0.5,,,,0.5,,1.0,0.5
100,,,,0.75,,,,,0.75,0.75,,,,1.0,,1.0,0.25,,,,,,,0.0,0.25,,,1.0,,,1.0,,,,0.0,1.0,0.0,,1.0,,,1.0,0.25,,1.0,,1.0,,0.0,0.25,1.0,,0.75,,,,,0.0,1.0,1.0,,,0.5,,1.0,,,0.5,,,,0.25,0.5,,
101,1.0,,1.0,,1.0,0.0,0.0,,,1.0,1.0,,,,1.0,,0.0,1.0,,0.0,0.0,,1.0,,1.0,0.0,,,,,0.0,,,1.0,,,,0.0,,,,1.0,,,,,,1.0,0.0,,,1.0,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,0.75,,0.75,0.0
102,0.83,,0.0,,,0.0,,,1.0,1.0,0.75,0.0,,0.75,,,,,,,,,0.75,,1.0,0.0,0.0,,1.0,,,0.0,,,,0.0,0.0,,,,0.25,,,,,1.0,0.75,,0.0,1.0,,,,1.0,,,1.0,0.25,,,0.67,,,,,0.75,1.0,0.5,,,,0.25,,0.75,
104,0.83,,0.33,,0.75,,,,,,,,0.0,,,0.75,0.0,,0.0,,,0.25,0.0,1.0,0.0,1.0,1.0,,,,,1.0,,,0.0,,,,1.0,,,0.75,0.0,0.0,0.0,,1.0,,,,0.0,,0.0,0.25,,,0.0,,1.0,,,,0.67,,1.0,,,,,,,0.0,,1.0,
105,,,0.67,,,0.0,,0.0,1.0,,,0.25,,,,,,,1.0,,1.0,1.0,,0.0,,0.25,0.0,,0.25,,,,,,,0.75,0.25,,,0.75,0.75,0.0,,,,1.0,0.0,0.25,,,1.0,,,,1.0,,,,0.0,0.25,0.0,0.5,,,,,1.0,,,,,,0.0,0.75,0.5
