,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
72,,,,1.0,1.0,0.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,0.0,1.0,,,,0.25,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,0.75,,,0.0,,0.0,,,0.75,,1.0,,,,0.25,,1.0,,,0.75
74,0.0,0.0,,1.0,1.0,0.0,,0.75,,,,,1.0,0.0,,0.0,1.0,,1.0,0.0,,,,,,,,,0.75,,,0.0,,,,,,,,,,0.75,1.0,1.0,,1.0,,1.0,,,,,,,,,,,0.0,,0.17,,,,,,,0.75,,,,,0.0,,
75,,0.17,0.0,,1.0,,0.83,,,,,,,,,,1.0,,,,,0.25,,0.0,,,,1.0,,1.0,,,,,,0.0,1.0,,,,,0.0,1.0,,,,0.0,,,,,1.0,1.0,,0.75,1.0,,1.0,0.0,,,0.33,,,,,,,,,,,,1.0,0.5
76,,,0.0,,1.0,0.0,0.83,0.0,1.0,1.0,,,,,,,,,,0.25,1.0,,,,1.0,,,1.0,,,,0.0,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,0.75,,1.0,,,,1.0,1.0,,,,0.75
79,,0.67,,,,,,,0.75,,,,0.25,,0.25,,0.0,,0.75,,0.75,,0.0,0.25,0.0,,,,,0.25,,,,,,0.25,,0.75,1.0,,,,,,,,,,,,0.25,,,,,,,0.75,,0.25,,0.83,,,,,0.75,,0.5,0.5,,,0.75,0.75,
80,1.0,0.67,0.33,0.75,,,0.5,,,,,0.0,,,0.75,,,0.75,0.75,0.75,,,,0.25,,,,,,,,0.25,1.0,,,,0.25,0.75,,,1.0,0.0,,,0.75,,,,,1.0,,,,,,,,,,,,0.67,1.0,,0.25,,,,,,,,,,0.5
81,0.0,,0.0,,,,,,1.0,,,,1.0,,0.75,0.75,,,1.0,,,,,,1.0,,0.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,0.0,,,0.0,,,,1.0,,1.0,,,,,,,1.0,,,,1.0,1.0,,0.0,1.0,1.0,,,
82,,,0.17,,,0.0,,,,1.0,,,0.75,,,,,0.75,,,,,1.0,,,,,1.0,0.0,,,0.0,,,,1.0,0.0,,,,,,,,1.0,,0.0,0.25,,,,,0.75,,,,1.0,,1.0,,0.17,0.67,,,0.75,,,0.5,0.25,,,,,,0.5
83,0.0,0.17,,,1.0,,,,,,0.25,,1.0,,0.75,,1.0,0.25,,,,,1.0,,1.0,,,1.0,,,0.75,,,,,,,,0.0,,,,,1.0,,,0.0,,,1.0,,,,1.0,,,,1.0,0.0,0.25,,0.33,,,,,,,,,,,,1.0,0.5
84,0.17,,,0.75,,0.0,,,,,0.25,,,,,,1.0,,,0.25,1.0,1.0,,,1.0,,,1.0,0.75,1.0,,,0.0,,,,,0.75,,,1.0,,1.0,,1.0,,,0.75,,1.0,,,,,,,,0.75,,0.25,0.5,0.67,,,,,,,,,,,,,
85,,,0.17,1.0,,,,,,1.0,,,,,1.0,,,0.0,1.0,,,,,,,0.0,0.0,,,,,,,,1.0,,1.0,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,0.25,1.0,,1.0,,,,,1.0,,0.0,1.0,,,0.0,,1.0,,0.0,,
86,,,,,,0.0,0.67,,,1.0,,0.25,,0.75,,0.75,,1.0,,,,,1.0,,,,,1.0,,1.0,,0.75,,,,0.75,,,0.0,,,,,,,1.0,,,0.0,,,,,1.0,0.75,0.0,,0.25,,,,0.83,,0.0,,0.75,,,,,0.75,,,,
88,0.83,,,0.75,1.0,,0.67,,1.0,,0.25,,,,,,,,,,0.75,1.0,1.0,,,,,,,,,,0.0,,,0.75,,,,0.75,,,,,,,1.0,,,1.0,,0.75,1.0,,,,,,0.25,0.75,0.33,,0.5,0.0,0.0,,,,,,,0.75,,,
89,,,,,,,,1.0,0.75,0.75,1.0,,,,1.0,,,,,,,,1.0,0.0,,,,,0.75,,,0.25,0.75,,,,,0.0,,0.0,,1.0,,1.0,,,,0.0,,1.0,,,0.0,,,,0.75,,0.75,,,,,,0.75,,,,0.5,,0.75,0.5,,,
92,,,,,,,,0.25,1.0,,,,,,,0.75,,0.75,,,,0.25,,0.0,0.75,,,1.0,,,,,0.25,1.0,,0.75,,,,,,,1.0,,0.75,,,0.25,,1.0,,0.75,1.0,,,,1.0,,,0.75,,,,0.25,,0.75,,0.75,,0.75,,,,,
96,,,0.0,,,0.0,0.83,,1.0,,,,,,,1.0,,,,,,1.0,,,,,0.0,,,,,,,0.75,,,,,,1.0,,0.75,,1.0,,1.0,,,,0.75,1.0,,,,,0.25,1.0,,0.0,,,0.83,,,,,,,,0.5,1.0,1.0,,0.75,0.5
99,,0.0,,1.0,,,,0.0,,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,1.0,0.0,,1.0,1.0,,,,0.0,,0.0,,,,,,,1.0,,1.0,1.0,,,,0.0,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,0.5,,,
100,,,,0.75,1.0,,,,,0.75,,,,,1.0,,,1.0,,0.0,1.0,,,,,0.25,,,,0.75,,,0.25,1.0,,1.0,,,,,,,,,1.0,,,,,,1.0,,0.75,0.0,1.0,0.0,,,,,,,,,,,,,0.5,,0.75,0.25,,0.5,0.25
101,1.0,0.0,1.0,0.0,,,0.0,,,,,,1.0,,1.0,,,,,,0.0,1.0,,0.0,,,,,,,,,,,0.0,,,,,1.0,,1.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,0.0,,1.0,0.0,,0.75,,,,,,
102,0.83,0.67,0.0,,,,,,1.0,1.0,,,,,,0.75,,1.0,,,,,,,,0.0,0.0,1.0,,,,0.0,0.0,1.0,,,0.0,,,,,,0.0,,,,,,0.0,1.0,,0.0,,,1.0,,,,1.0,,0.67,,,,,0.75,,,,,,,,,0.5
104,0.83,,,,,1.0,,,0.25,,,1.0,0.0,,,,,,,,1.0,,,,0.0,1.0,,0.75,,,,,0.75,,,,,0.25,,,,0.75,,0.0,,0.75,,,,,0.0,,,,,0.0,,,1.0,,,,0.67,0.0,,,0.0,0.0,1.0,,,,,1.0,
105,,0.17,0.67,,,,1.0,,1.0,,0.75,,,,,,,0.75,1.0,,1.0,1.0,,,,,,,,,1.0,0.0,,,,0.75,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,0.5,1.0,,,1.0,1.0,0.75,,,,,,0.75,
106,,,,,0.0,0.0,,,0.75,1.0,,0.0,,,,1.0,,,1.0,,,,,,,0.0,0.0,1.0,0.25,0.75,,,0.25,,,0.75,,,0.0,,1.0,,1.0,,,,,,,,,0.75,,,,,0.0,,1.0,,,,1.0,,,,,,,,0.5,,,,0.5
108,1.0,,,0.25,,1.0,,0.25,,,,,,0.0,,1.0,,,0.0,,,,,,0.0,,1.0,,,,,0.75,0.25,,,,0.0,1.0,,,,,,,0.0,,,0.0,,0.75,0.25,0.0,0.25,0.0,,,0.25,,,,,,,,,0.75,,0.25,,,,,,,
109,,,0.0,0.75,0.75,,,,,,,,,1.0,,,0.25,,,,1.0,0.25,0.75,0.0,,,0.0,1.0,,,,,0.25,,,,0.0,,,0.25,,0.75,,,1.0,1.0,,,,,0.75,0.75,,,0.25,,,,,,0.83,,,,,,,0.75,,,,,0.25,,
110,,,,,,1.0,0.0,0.75,,,0.0,,,,,,0.0,,,,0.75,,0.0,,,,,,,0.75,1.0,1.0,,1.0,0.0,1.0,,,,,1.0,,,,,,,,,0.25,,0.0,,1.0,0.0,,,0.0,,,0.83,,,,,,,0.0,,,,,0.75,0.75,
111,,0.0,,0.75,,0.0,,,,0.75,,1.0,,,0.75,,,0.75,,,,,,,,0.25,,,0.75,1.0,1.0,0.75,,,,,,,,,,,,,,1.0,,,,0.75,,,,,,,,1.0,0.0,,1.0,,,,,0.75,,,0.0,0.75,,0.0,,1.0,0.75
112,0.17,,,,,0.0,,,,,,,,,1.0,0.75,0.75,,,,0.75,,1.0,,,0.0,,,0.75,,,0.25,0.25,1.0,,,0.75,,0.75,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,0.25,,,0.75,,0.25,1.0,,0.25,,
113,,,,1.0,0.25,0.25,,0.0,,,0.75,,,0.0,,,,,,,,1.0,,,,0.0,,,,1.0,,,,1.0,,0.25,,,0.0,1.0,,,,,,,0.0,,0.0,1.0,,,,,,,,1.0,,0.75,,,1.0,,,1.0,0.25,,0.25,,0.75,,,,
114,,,,,0.75,,1.0,,,1.0,,0.0,1.0,,,,,,,,,,,0.0,,0.0,0.0,1.0,,1.0,,,,1.0,1.0,,,0.75,0.0,0.25,,,,,,1.0,0.0,,0.25,,,,,1.0,,,,,,,,,,,0.0,,,0.75,,,,1.0,,,0.5
115,,0.83,,0.0,,0.0,0.5,,,0.25,,,,,,0.25,0.25,,0.75,,1.0,0.25,0.0,,,,,,,,,,0.25,0.25,,,,,,,0.75,,,,,1.0,0.75,,,,0.0,0.75,0.25,,0.0,,,1.0,,,,,,0.0,,,,,,0.5,,,,,
117,,0.0,0.0,1.0,,,1.0,,1.0,,0.25,0.0,,0.0,,0.25,,,,,,,,,,0.0,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,0.25,1.0,,,,0.0,,,1.0,0.75,,1.0,,,0.0,,,,0.0,,
118,,,0.0,1.0,,0.0,,,,1.0,,,1.0,,,,1.0,,,0.25,1.0,,,,,,,,,,,,,,,,,,0.0,,,,1.0,1.0,,,,0.25,,,,1.0,,,,,1.0,,,,0.0,0.83,1.0,0.25,0.0,1.0,,,,0.75,,0.75,,1.0,
