,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
96,,,,,1.0,,,,,,,0.0,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
99,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
100,,0.33,,,,,0.33,1.0,,,,,,,,1.0,,,0.25,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,0.25,1.0,,,,
102,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0,0.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,0.25,,,,,,,,,,,,,,,,,
104,,,,,,,,0.75,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.0,,,0.83,,,,,,,,,,,,,1.0
105,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,0.0,1.0,,0.75,,,,,,,
106,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,0.0,,0.25,,,,,,,,,,,,,,,,0.75,,,,,,,,,,1.0,,,0.67,,,,1.0,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,0.75,,0.25,,,,0.25,,,
109,,,,0.75,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,0.75,,,,,,,,,,0.5,0.75,,,,
110,,,,,,,,,,0.0,,,,,,,,,,,0.75,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.67,,0.0,,0.0,,,,,,,,,
111,,,,,,,,,,,,,,,,,,0.75,0.25,,,,,,,,,1.0,,,,,,,,,,,,0.25,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.75,1.0,,,,,,,,
112,,,,,,,,,,,,,,,,,,0.25,1.0,,0.75,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,0.75,,,,,,,
113,,,,,,0.25,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,0.25,1.0,,,,0.75,,,
114,,,,,,,,,,,0.25,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.25,,,,,1.0,,,,,0.25,,,,,,0.0,,,,,,,,,,
115,0.83,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.75,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.5,,,,,,,
117,,,,,,,,,,1.0,,,,,,,,,,0.25,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,0.83,,,,,,,,,,,,,0.5
118,,0.0,,,,,,,,,,,,,1.0,,,0.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,0.75,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
120,0.83,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.25,,,,,,,,,,,,,,0.0,0.75,,,,0.75,,,,
121,,,,,,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,0.25,,,,,,,,,,,,,,,,0.0,,,,,,,,0.5,,,
123,,,,,,,,,,,,,,,,,,,1.0,,,,0.75,,,,,,,,,,,,,,,,,,,,0.0,0.75,,1.0,,0.75,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,0.25,,,,,,0.75,,,,,,,0.75,,,,,0.25,,,,,,,,,,,,,,1.0,
125,,,,,,,,,1.0,,,,,,,,,,,0.0,,,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,1.0,1.0,,0.75,,,,,,,,,,,,,,,,,,1.0,,0.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
128,,0.33,,,,,,,0.75,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.83,,,,,,1.0,,,,,,,0.5,
129,,,0.0,,,,,,,,,,,,0.75,0.0,,,,,,,0.25,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,
130,,,,,,1.0,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,0.25,0.75,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,0.0,,,0.5,0.5,,,,,,
132,,0.5,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,1.0,,,,,,,,,,0.75,,,,,0.25,,,,,1.0,,,,,,,,,,,,,,,,0.75,,,,,,,,,
133,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,1.0,,,,,,,0.25,,,,,,,,,,,,0.75,0.25,,,,,,,,,,,,,,,,,,,0.75,,
134,,,,,,,,,,,,,,,,,,,,0.0,,,0.75,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.75,0.0,,,0.75,,,,,,,0.75,,,,,,,,,,,,,,,
135,,,,,0.75,1.0,0.33,,,0.25,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,1.0,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,0.25,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.75,,,,0.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,,,0.75,,,,0.75,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.25,,,,,,,,,,,,0.75,,,,,,,,
139,,,,,,,0.67,0.75,0.75,,,,,,,,,,0.75,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.25
140,,,0.17,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.75,,0.83,0.83,,,,,,,,,,,,,
141,,,,,,,,0.0,,,,,,,0.25,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,
142,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.75,,,,,0.75,,,
143,,0.67,,,0.0,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.25,,,,,,,,,,,,0.67,,,,,,,,,,,,,,
144,,,,,,,1.0,,,,,,,,0.75,,,,1.0,,,,,,1.0,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,
146,,0.33,,,,,0.17,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,0.25,,,,,0.0,,,,,,,,,,0.0,,,,,,,,
147,,,,,,,,,,,,,0.0,,,0.75,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.25,,,,,,0.0
148,,,,,,,0.17,,,0.0,,,,,,,,0.25,,,,,,,,,,,,,,,,,0.25,,,,,,,,0.0,,,,,,,,,,,,,,0.25,,,,,,,,,,0.75,,,,,,,,
149,,,,,0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.75,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,
150,,,0.33,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,1.0,,0.25,,,,,,
151,,,,,,,,,,,,,,,,,,,,,1.0,0.75,,,,,,,,,,,,,0.25,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,0.75,,,,,,,,,,
152,,,0.0,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
153,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,0.0,0.25,,,,,
154,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,1.0,,,,,,,,,0.0,,1.0,0.25,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,
155,,,,,,,0.83,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,0.25,,1.0,,,,,1.0,,,
157,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,,,0.0,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,0.75,,,,,,,,
159,,,0.5,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,0.0,,,,,,,1.0,,,0.75,,,,,,,0.75,,,,,,,,0.67,,,,,,,,,,,,,
160,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.83,,,,,,0.5,,0.5,,,,
161,,,,,,,,,,,,,0.25,,,0.75,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,0.5,0.75,,,,,
162,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.75,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,0.75,
164,,,,,,0.25,,,,,,,,,1.0,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,0.67,,,,,1.0,,,,,,,,
165,0.33,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,0.0,,1.0,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75
166,,,,,,,,,,,,,,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
169,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.25,,,,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.75,,,1.0,,,,,,,,
170,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,
172,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,1.0,,,,,0.25,1.0,,,,,,,,,,,,,,,,,0.0,1.0,
173,,,0.33,,,,,,,,,,,,,,,1.0,,,,0.25,,,,,,,,,,,,,,,,,,,0.25,,,,0.75,,,,,,,,,,,,,,,0.75,0.67,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.25,,,,,,,0.75,,,,,,1.0,,0.0,,,,,,,,,,,,,0.5,,0.75,,,,
