,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
23,0.0,1.0,,1.0,0.33,,,1.0,,,,,0.67,0.33,,,,,,,,0.0,0.0,1.0,,,0.0,,,,,0.67,,1.0,,0.0,,1.0,,,1.0,,,,0.0,0.0,1.0,0.0,,
24,,,,,0.33,,0.0,,,,1.0,0.0,,0.33,,,1.0,,0.67,,,0.0,,1.0,0.0,0.33,,,1.0,,0.0,,0.0,,0.33,,0.0,1.0,,,,0.33,0.67,,,,0.67,,,
25,,1.0,1.0,,0.33,,,,,0.33,,,0.67,,,0.0,,,0.67,,0.67,0.0,0.0,1.0,,,0.33,,,,,0.67,,1.0,0.0,,0.0,,1.0,,,0.33,,,,0.33,1.0,,,
28,,,,,0.67,,0.33,0.67,,,1.0,,,,,0.33,1.0,0.0,1.0,,,,,,,0.0,0.33,,1.0,0.0,,,,,0.67,,0.33,,1.0,,1.0,,0.67,,0.0,,,0.0,,0.33
29,,,,0.67,0.67,0.67,0.33,0.33,,,1.0,0.0,,0.0,,0.33,,,,,0.33,,0.0,,,,0.33,1.0,,,,,0.0,,,,0.33,,,1.0,,,0.33,,,,,0.0,0.0,0.33
30,,1.0,,,0.33,,,0.33,1.0,,,,0.67,0.33,1.0,,,,,,0.67,,,1.0,0.0,0.33,0.33,1.0,1.0,,0.33,,,,,,0.0,,,,,,,1.0,,0.33,,,0.0,0.0
31,,1.0,,,0.67,0.67,,,,,,0.0,,0.33,,0.33,1.0,,0.67,,0.67,0.0,,,,,0.33,1.0,,0.0,,,,0.67,,,,,0.67,,,0.33,,1.0,,,,0.0,0.0,0.33
32,0.0,,1.0,,0.67,0.67,0.33,,,,0.67,,0.33,0.33,,,1.0,,,,,0.0,,1.0,,,0.33,1.0,,,,1.0,,,0.33,,,1.0,,,1.0,,,,0.0,0.0,,0.0,,
33,,,1.0,,,0.67,,,,,0.67,0.0,,,1.0,0.33,,,0.67,0.33,,0.0,0.0,,,0.33,0.33,,1.0,0.0,,,,1.0,,,,1.0,1.0,,,,,,0.0,,,0.0,,0.33
34,0.0,,,1.0,0.33,1.0,0.0,,,,,,,,,,1.0,,,0.0,,0.0,,,,,,,,,,0.67,,,0.0,,0.0,1.0,,,,0.33,,1.0,0.0,0.33,1.0,0.0,0.0,0.0
35,0.0,,,,0.33,1.0,0.0,,1.0,,,,0.33,,,,,0.0,0.67,0.33,,,,1.0,,,,,,,0.0,,,,0.33,0.0,,,1.0,,1.0,,0.67,1.0,,0.0,0.67,,,0.0
36,0.0,1.0,1.0,,0.67,0.67,0.33,,1.0,,,,,,,,,,,,0.33,,0.0,,,0.33,,1.0,1.0,,0.0,,,,0.33,0.0,,1.0,,,,,0.67,,0.0,0.0,0.67,,,
39,,,,,,,0.0,,,0.33,,,,0.33,,,1.0,0.0,,,,,,1.0,,,,1.0,,,0.33,,0.0,,0.0,0.0,0.0,,,0.67,1.0,,0.67,1.0,0.0,0.33,,,0.0,0.0
40,,,1.0,1.0,,,0.33,0.67,,0.0,1.0,0.0,,,,,1.0,0.0,,,,0.0,0.0,1.0,,,,,,,,1.0,0.0,,,0.0,,,1.0,1.0,,0.33,,,0.0,0.0,,,,
41,,,1.0,1.0,,1.0,,0.67,1.0,0.0,,,,0.33,,,,,0.67,,0.67,,,,,0.33,,1.0,1.0,0.0,,0.67,,1.0,,,,,1.0,,,0.33,1.0,,,,,,0.0,0.0
42,0.0,1.0,1.0,1.0,,,0.0,0.67,,,,,,,,0.0,,,,,,,0.0,1.0,,0.33,,,1.0,,,,0.0,1.0,0.0,,0.0,,,1.0,1.0,0.33,,1.0,,,,,0.0,
43,,,1.0,0.67,0.67,0.67,0.33,,,,,0.0,0.33,0.0,,,1.0,0.0,1.0,,,,,1.0,,,,,,,0.0,1.0,0.0,,,0.0,,1.0,1.0,,,,,,0.0,,,0.0,,
44,,1.0,1.0,,0.67,,0.33,,1.0,,,0.0,,,,,,,,0.33,,0.0,,,,0.33,0.33,,1.0,,0.0,,,0.67,,0.0,,,,,0.67,0.33,,1.0,0.0,0.0,0.33,,,
46,,1.0,1.0,,,,,0.33,,,0.67,,0.33,0.0,,0.67,1.0,0.0,,,,0.0,,1.0,0.0,,,,,0.0,0.0,,0.33,1.0,,,0.33,,,,,,,1.0,0.0,,,0.0,,
47,,1.0,1.0,1.0,0.67,0.67,,,,,,0.0,,,,0.33,1.0,,,,0.67,,,1.0,,,,1.0,1.0,,0.0,1.0,,,,0.0,,,1.0,,,,,,0.0,0.0,0.67,,0.0,
48,,1.0,,1.0,,,0.0,,,0.33,,,,,,,1.0,0.0,,0.33,,,,,,,,,,,,0.67,,,0.33,0.0,0.0,1.0,,,1.0,0.33,0.67,1.0,0.0,0.0,0.67,0.0,,
49,0.0,,,,,,,,,0.33,0.67,,0.33,0.33,0.67,0.33,,,,,,0.0,0.0,,,0.33,,,,,0.0,,0.0,1.0,,0.0,0.33,1.0,,,,,,1.0,0.0,,,,0.0,0.33
50,,0.67,1.0,,0.67,,,,1.0,0.33,,,,,0.67,0.33,,0.0,1.0,,0.33,,,,,,,1.0,,0.0,,,,0.67,,0.0,,1.0,,,0.67,0.33,,1.0,0.33,,,,0.0,
51,,1.0,,1.0,0.67,,,0.67,,,1.0,,0.33,,1.0,,,,,,,,,,,,0.33,,1.0,,,1.0,,,0.33,0.0,,1.0,1.0,,,0.33,,1.0,0.0,,0.67,0.0,,0.0
53,,,,,0.67,0.67,,,,,0.67,0.0,,,,,,,,0.33,0.33,,,,,0.33,,,,0.0,,,0.0,0.67,,0.0,0.33,1.0,0.67,0.67,0.67,,,1.0,,,0.33,,0.0,0.33
54,,,,,0.33,,0.0,1.0,,0.0,,,,,,,1.0,,0.67,,0.67,,0.0,,,0.33,,1.0,,0.0,,,,1.0,,,0.0,,1.0,1.0,,0.33,1.0,,0.0,0.0,,0.0,,
55,,1.0,,1.0,0.33,1.0,,0.33,,0.33,,0.0,,,,,1.0,,,,,,,1.0,,0.33,,1.0,1.0,0.0,,1.0,,0.67,,,,1.0,,,,,0.67,,,0.33,,,0.0,0.33
56,,1.0,,1.0,,,0.0,,,,1.0,,0.33,,,,,,0.67,0.33,0.67,,,1.0,,,0.33,,1.0,,0.0,,,,,0.0,,1.0,1.0,1.0,,0.33,,,0.0,0.0,0.67,,,
57,0.0,1.0,1.0,0.67,0.67,0.67,,,1.0,,0.67,,0.33,,,0.33,,0.0,,,,0.0,0.0,,,,,,,,0.0,1.0,0.0,,0.33,,0.33,1.0,,0.67,,,,,,,,,,
58,,1.0,1.0,,,,,,1.0,0.33,,0.0,,0.33,,0.33,1.0,,1.0,0.33,,,0.0,1.0,,,,1.0,1.0,,,,0.0,,,0.0,,,0.67,,0.67,,,1.0,,,0.33,,,
59,0.0,,,,,,,,,0.33,,,0.33,,,,1.0,0.0,1.0,0.33,0.33,0.0,0.0,,0.0,,,,1.0,,,1.0,,1.0,,0.0,,1.0,1.0,,1.0,,0.67,,,,,,,0.33
60,0.0,0.67,0.0,,,0.0,,0.0,0.67,,,0.0,,,0.0,,0.33,0.33,,0.67,0.0,,,,,0.33,1.0,1.0,,,,,,0.0,,,1.0,,,0.67,,,,0.67,,,,,0.0,
61,,0.33,,,1.0,0.0,,0.0,0.33,,,,,0.0,,,,,,0.67,,0.0,0.0,,,,,,,,0.67,,,0.0,0.67,,1.0,,,0.33,0.0,,0.0,0.33,,,0.0,0.33,,0.67
62,,,0.0,0.0,1.0,,0.67,0.0,,,,0.33,,,,1.0,,,1.0,,0.33,,,0.0,,0.33,1.0,,,,0.67,1.0,,,0.67,0.0,,,,0.33,,0.0,0.0,0.33,,,,,,
63,,,0.0,,,0.0,,,,,0.33,,,,,,0.33,0.67,1.0,,0.33,0.0,,,,,1.0,1.0,,,0.33,1.0,,0.0,,0.0,1.0,1.0,,0.33,,,,0.67,0.67,,,,0.0,
64,0.0,0.67,,,,0.33,,0.0,,0.67,,,,,0.33,1.0,,0.67,,,,,0.0,0.0,0.0,0.33,,,,,0.33,,,,,0.0,0.67,1.0,0.33,0.67,,0.0,,,,0.0,,,,
65,0.0,,0.33,0.33,,,0.67,,0.67,,0.33,,0.0,,0.33,,0.67,0.67,,,,0.0,,0.0,,,0.67,,,0.33,0.33,,1.0,,,,,,,,,,0.0,,0.67,,0.0,,,0.67
66,,0.67,,0.0,1.0,,,0.0,0.67,,0.33,,0.0,,0.0,,0.33,,,,,0.0,0.0,,,,1.0,1.0,,,,,,,0.67,0.0,1.0,,,,,0.0,,,,0.0,0.0,0.0,,
68,0.0,,,0.0,,,,0.0,0.67,,0.67,0.0,,,,1.0,0.67,,1.0,,,0.0,,0.33,,,,,0.0,,,,1.0,,1.0,,1.0,,,0.67,0.33,0.0,,0.67,,,,,,0.67
69,0.0,,,0.0,1.0,,1.0,0.0,,,,,,,0.0,1.0,,,1.0,1.0,0.0,,,0.0,,0.33,1.0,1.0,,,,,,,0.67,,1.0,1.0,,,,,,,,,,0.0,0.0,0.67
70,,,0.33,,,0.33,0.67,,0.67,,0.33,0.0,,0.0,,,0.33,,1.0,0.67,,,,,0.0,0.33,0.67,1.0,,,,,1.0,0.0,,,,,,0.67,0.33,,,0.67,,0.0,,,,
72,0.0,0.33,,0.0,,0.0,0.67,,0.33,,,,,0.0,,1.0,,,,0.67,,,,,,,1.0,1.0,,,,1.0,,0.0,,,1.0,,0.33,,0.0,0.0,0.0,,,,,0.33,,0.67
74,,0.67,,0.33,1.0,0.33,0.67,0.0,0.67,0.67,,,,,0.33,,,0.33,1.0,,0.33,,0.0,0.33,,0.33,,1.0,,,,,,0.33,0.67,,,,,,,,,0.67,,0.0,,,,
75,,0.67,0.0,,1.0,,,0.0,0.67,,0.33,,,,0.0,1.0,0.33,,,,,,0.0,0.0,,,,,0.0,,,1.0,,,,,1.0,1.0,0.33,0.67,0.33,,,,,,0.0,0.0,,
76,,0.67,,0.33,,0.33,,,1.0,0.67,,,,0.0,0.33,1.0,,0.0,1.0,0.67,,,0.0,0.67,,0.0,0.67,1.0,,,,,1.0,,0.67,,,1.0,0.67,,,,,,,,,,,
79,,0.67,,,,,1.0,0.0,,0.67,,,,0.0,0.0,,,,1.0,,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,,,,,0.0,1.0,,,,,0.0,,,,0.0,0.0,0.0,,0.67
80,0.0,,,,1.0,,,0.0,,1.0,,,0.0,,,,0.33,0.67,,,,,,,0.0,0.33,,1.0,0.0,0.67,0.67,1.0,,0.0,,,,,,,,0.33,,0.33,,,0.0,0.33,,0.67
81,,0.67,,,,,,,,1.0,,,0.0,0.0,0.0,,,,1.0,,0.0,0.0,0.0,,,,1.0,,0.0,1.0,,1.0,,,,,,,0.33,0.67,,,0.0,0.67,0.33,0.0,,,0.0,
82,,0.67,0.33,0.0,1.0,0.33,,,0.67,0.67,,0.0,,,,,0.67,,,0.67,,,,,0.0,0.33,0.67,,,,,,1.0,,,0.0,,1.0,,,,,,0.67,0.67,,,0.0,,0.67
83,,,0.33,,1.0,,,,,,,,,,0.33,,,0.33,1.0,,,0.0,0.0,0.33,0.0,0.33,0.67,,,,0.33,,1.0,,,,,1.0,,0.67,,,0.0,0.67,0.33,,0.0,,,0.67
84,0.0,,,0.0,,,,0.0,,1.0,0.33,0.33,0.0,0.0,0.33,,,0.67,,,0.33,0.0,0.0,,,,,,,,0.67,,,,,,0.67,,,,0.0,,0.0,,,,0.0,,0.0,0.67
85,,0.67,,,1.0,,,,,0.67,,0.0,0.0,,,1.0,0.67,,1.0,,,,0.0,0.0,0.0,,,1.0,,0.33,0.33,,1.0,0.0,,,,,,,0.33,0.33,0.0,0.67,,,,,,
86,,,,,1.0,,,,,,,,,0.0,,,0.33,0.67,1.0,,,,,,,0.33,,,,,0.67,1.0,1.0,0.0,,0.0,0.67,1.0,0.33,0.33,0.33,0.33,,,0.67,0.0,,0.33,,
88,,,0.0,,1.0,,,,,1.0,0.33,,0.0,,,1.0,0.33,,1.0,,,,0.0,,,0.33,1.0,1.0,,,0.33,,,0.0,,0.0,,1.0,,,,,0.0,0.67,,,0.0,0.0,,
89,,,0.0,,1.0,,0.67,,0.67,,0.33,,0.0,0.0,,1.0,,,1.0,0.67,,,,0.0,,,,1.0,,0.67,,,1.0,,0.67,0.0,,1.0,0.33,,,,0.0,,,,,,,0.67
92,0.0,0.67,,,,,,0.0,,0.67,,,0.0,0.0,0.33,1.0,,,,0.67,0.33,0.0,,,,,,,,0.67,0.33,1.0,1.0,,,0.0,,1.0,,0.67,0.33,,,,0.33,,,,,
96,0.0,,0.0,,1.0,,1.0,,,1.0,,0.33,,0.0,,1.0,,0.67,1.0,,,,0.0,,,0.33,1.0,,,,,1.0,,0.0,0.67,0.0,1.0,,,,,,,,0.67,,0.0,,,
99,0.0,0.33,,,1.0,,1.0,0.0,0.33,,0.33,,0.0,,,1.0,,0.67,,,,0.0,0.0,,0.0,,,1.0,,,,,1.0,0.0,,,,1.0,,,0.0,,,,0.67,0.0,,,,
100,0.0,0.33,0.0,0.0,,0.0,,,,,,,0.0,,0.0,1.0,0.33,,1.0,,,,,,,0.33,,1.0,,1.0,,,1.0,,0.67,,,,0.33,0.33,,0.0,,0.33,,,,,,1.0
101,,,0.0,,,,,,0.67,1.0,0.33,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.33,,,,0.67,,1.0,,,0.67,,,,,,,0.0,0.0,,0.67
102,,0.67,0.0,,1.0,,0.67,,,1.0,,,0.0,,,,0.33,,1.0,,,0.0,0.0,0.0,,,,1.0,0.0,,,,,,0.67,,,1.0,,0.67,0.0,0.0,,,,,0.0,,,0.67
104,,0.67,0.0,,1.0,,0.67,,0.67,,0.33,,,,0.33,,,,,,0.33,,,,,0.33,,,0.0,0.67,,1.0,,0.0,,0.0,1.0,1.0,,,0.0,,,0.67,0.33,,,,,0.67
105,,,,,1.0,,,,0.33,,,0.33,,0.0,0.33,1.0,,0.67,,,0.33,,0.0,,,,0.67,1.0,,,0.67,1.0,1.0,,0.67,,,,0.33,,,,,0.33,0.67,,0.0,,,0.67
106,,,0.0,,,,0.67,0.0,,0.67,,,,0.0,0.0,1.0,,0.33,,0.67,,,,,,,1.0,,,,0.0,1.0,1.0,,,,,1.0,0.33,,,,0.0,,,0.0,0.0,0.0,0.0,
108,,,,,1.0,,1.0,,,1.0,0.33,0.0,,0.0,,,0.33,,,,0.0,,,,,,1.0,,0.0,1.0,0.33,,1.0,0.0,,0.0,1.0,1.0,,,0.0,,,0.67,,,0.0,,,
109,0.0,0.67,0.33,0.33,,0.0,,,,,,,,,,,,0.33,1.0,0.67,0.33,,,,,,,,0.0,,0.0,1.0,,,0.67,,1.0,,,,,,0.0,0.67,0.33,0.0,0.0,,,0.67
110,0.0,,0.0,0.0,,0.0,0.67,0.0,0.67,,0.33,,,,0.0,1.0,,,1.0,0.67,,,0.0,,,,,,,,,,1.0,,0.67,,1.0,,,0.67,,,,,,0.0,0.0,,,0.67
111,0.0,,,0.0,,,,,,,0.33,,0.0,,0.0,,0.33,0.67,,,,,,,,0.0,1.0,1.0,,,,,1.0,0.0,,0.0,1.0,,0.33,,,,,0.67,,0.0,0.0,0.0,0.0,
112,,,,,1.0,0.33,,0.0,,,,0.0,0.0,,,1.0,,,,,,,,,0.0,,,1.0,,0.67,,1.0,1.0,0.0,,0.0,,1.0,,0.67,,,0.0,,0.33,0.0,0.0,,,0.67
113,0.0,,,0.0,,0.0,1.0,0.0,0.67,,,,0.0,,0.0,1.0,,0.67,1.0,,0.0,0.0,0.0,,0.0,0.33,,,,,,,,0.0,,,,,,,0.0,,,0.67,,,0.0,,,
114,0.0,,0.0,0.0,,0.0,,0.0,,,0.33,0.33,,,0.0,,0.33,,,,,0.0,0.0,,,,,1.0,,1.0,,1.0,,,0.67,,,,0.33,,0.0,,,,0.67,0.0,,0.33,,
115,,0.67,,0.0,1.0,,,0.0,0.67,,,0.0,,,0.0,1.0,,,,,,0.0,,,0.0,,1.0,,,,,,1.0,0.33,0.67,,,,,,,0.0,,0.67,0.33,,0.0,0.0,0.0,
117,,0.33,,,,,,0.0,,,,,0.0,0.0,0.0,,0.33,,1.0,,,0.0,,0.0,,,1.0,1.0,0.0,,,1.0,1.0,,,,,1.0,,0.67,,,0.0,0.33,,0.0,,,,0.67
118,,0.33,,,1.0,,,0.0,,,0.33,0.33,,0.0,0.0,1.0,0.33,,,,,,,,,0.33,1.0,1.0,,1.0,,1.0,,,,,,1.0,0.33,,,,,,1.0,,0.0,0.33,,1.0
119,0.0,0.33,,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.67,,0.0,,1.0,,,,,,,,0.0,,0.33,1.0,,,,,,,,0.67,,,0.67,,,,,0.0,,1.0,,,,0.0,
120,1.0,,,,,1.0,0.0,,0.67,0.67,0.0,,,,,,,,,0.33,,,0.0,0.33,,,0.33,0.0,,0.0,1.0,0.67,,,,,,,,,0.67,1.0,0.67,,1.0,,,1.0,,0.33
121,,0.67,1.0,,,,,0.0,,0.33,,,,,1.0,0.0,,0.33,,0.0,,,0.0,1.0,0.33,0.67,,0.67,1.0,,1.0,0.67,0.0,0.33,,,,,,,,,1.0,,,,,,0.33,
123,1.0,,,,,1.0,,,0.67,0.33,0.0,0.0,,,1.0,0.0,,,,,1.0,1.0,0.0,,0.67,1.0,,,,,,,,,,1.0,,0.0,,0.33,,1.0,,,,1.0,,1.0,,0.33
124,,0.33,,1.0,,1.0,,,,,,0.33,1.0,,1.0,0.0,,,,,,1.0,0.0,,0.67,,,,1.0,,1.0,,,,0.0,1.0,0.0,,,0.33,,,,,,,1.0,1.0,0.67,0.33
125,,,,,0.0,1.0,,0.0,0.67,,0.0,0.33,,1.0,,,,0.67,0.33,,,,0.0,0.67,,,,0.0,,,,,,,,,0.0,,0.67,,0.67,1.0,,,,,1.0,1.0,0.67,0.33
127,,,,1.0,0.0,1.0,0.0,0.0,,0.33,0.33,,,,,,1.0,,0.33,,,,0.0,,,,,,,,1.0,,0.0,,,,0.0,0.33,,0.33,1.0,1.0,,0.67,,1.0,,,,0.33
128,1.0,,1.0,1.0,,,0.0,0.0,,,,0.0,,1.0,,,,0.67,,,,,,,,,,0.0,1.0,0.0,,,0.0,,0.0,,,0.33,,,,1.0,,0.67,1.0,1.0,1.0,,1.0,
129,1.0,,1.0,,,,,0.0,0.67,,0.0,,,1.0,,,1.0,0.33,0.33,0.0,,1.0,,,,,0.0,0.0,,,1.0,0.33,,0.0,,,0.0,,,,,,,,,1.0,1.0,,,0.33
130,,0.67,,,0.0,,,,0.67,0.33,,0.0,1.0,1.0,,,,0.67,0.0,,1.0,,0.0,,,,,,,,,0.33,0.0,0.0,,,0.0,0.0,0.67,,,,,,1.0,1.0,,,1.0,
131,1.0,,,,0.0,1.0,,0.0,0.67,0.33,,,,,,0.0,,0.33,,,,,,,,0.67,0.0,,1.0,,1.0,,,,,0.67,,0.33,0.67,0.33,1.0,1.0,1.0,,,,,1.0,,
132,,0.67,,,,1.0,,,0.67,,,,1.0,,,0.0,,0.67,,0.33,,,0.0,,0.67,,0.33,,,,1.0,,0.0,0.0,,,,0.33,,,0.67,1.0,0.67,0.67,,1.0,,,0.67,
133,,,1.0,1.0,0.0,1.0,0.0,,0.67,,,0.0,0.67,0.67,1.0,0.33,1.0,,,0.33,1.0,,,,,,,0.0,1.0,,,,,,,,,0.33,,,,,,,,1.0,,1.0,0.67,
134,,,1.0,1.0,,,,,,0.33,,0.0,1.0,,,,,0.67,,0.33,1.0,,,,0.67,1.0,0.0,,1.0,0.0,,0.33,,,,1.0,0.0,0.33,,,,,,0.67,,,,1.0,0.67,
135,,,,,,,,0.0,0.67,,,0.0,1.0,1.0,1.0,,1.0,0.67,,0.0,1.0,,0.0,,,,,,,0.0,,0.33,0.0,,0.0,,0.0,,,,1.0,,,0.67,,,,,0.67,0.33
136,,,,,,1.0,,0.0,,,,,1.0,,,,1.0,,,0.0,1.0,0.67,0.0,1.0,,,,0.33,,,,0.33,,0.33,0.0,0.33,,,,0.67,,,,1.0,0.67,1.0,,,0.67,0.0
137,0.67,0.67,,,,1.0,,0.0,0.67,0.33,0.0,0.0,,0.67,1.0,,,,,,,,,0.67,,0.67,0.33,,,0.0,1.0,,,0.0,,,,,,,0.67,,,,1.0,1.0,1.0,,,
139,,,1.0,1.0,0.0,1.0,,,1.0,0.33,,0.0,,,,,,0.33,,,,,,1.0,,0.67,,,,,1.0,0.0,,0.0,,,,,,0.67,1.0,1.0,1.0,,1.0,,,,0.67,0.0
140,1.0,,1.0,,0.0,,0.0,0.0,0.67,,0.33,,,,,0.0,,,,0.0,,,,1.0,,0.67,,0.0,,,,0.33,,0.0,0.0,,,,0.67,,,,1.0,,1.0,,1.0,,0.67,
141,1.0,,1.0,,0.0,,0.0,,,0.33,,,,1.0,,,,0.67,,,,1.0,,,0.67,,,,,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.33,,,1.0,1.0,,,,,,,1.0,
142,,,,,0.0,,,,0.67,,0.0,,1.0,,1.0,0.0,,,,,,1.0,0.0,1.0,,,0.0,0.0,1.0,0.0,1.0,,,,,,,0.33,0.67,,1.0,,1.0,0.67,1.0,,,,,
143,,,,1.0,0.0,,,,,,,0.0,0.67,0.67,,0.0,1.0,,,,,,0.0,,0.33,0.67,0.33,,1.0,0.0,1.0,,,,,0.33,,0.33,0.67,0.33,,,,,1.0,,1.0,,,
144,1.0,,,1.0,0.0,,,,,0.33,,0.0,,,,0.0,1.0,,,,1.0,,0.0,,0.67,,,,,,,0.33,0.0,,,1.0,,0.33,1.0,,,1.0,,,1.0,,1.0,1.0,0.67,
146,,1.0,,,,,,0.33,,,,,,,,,,,,0.0,1.0,,0.0,,0.67,0.67,0.0,,,0.0,1.0,0.0,0.0,,,,0.0,0.67,1.0,,1.0,,,,0.67,1.0,,1.0,,0.0
147,,,,,0.0,1.0,,,0.67,,,0.0,,,1.0,,1.0,,,,,1.0,,,0.67,,0.0,0.0,1.0,0.0,,,,,,1.0,,,0.67,,1.0,1.0,1.0,0.67,,1.0,1.0,,,
148,1.0,0.67,,,,1.0,,,,,,0.0,1.0,1.0,1.0,,,,,,1.0,,,,0.67,0.67,0.33,,1.0,,1.0,,0.0,,,1.0,,,0.67,,,,,0.67,1.0,1.0,,,0.67,
149,1.0,,,,,,0.0,,0.67,0.33,,,,1.0,,0.0,,0.67,,,1.0,,,0.67,,1.0,0.0,0.0,1.0,,1.0,,,0.0,0.0,,,,,,0.67,1.0,1.0,,1.0,,,,,
150,1.0,,,1.0,,1.0,0.0,,1.0,0.33,,0.0,1.0,,,,,,0.0,,1.0,,,,0.67,0.67,,,,0.0,,,0.0,,,1.0,0.0,0.33,,,1.0,,1.0,,,,,,0.67,
151,,,,1.0,,,0.0,,,,0.0,,,,,,1.0,,,0.0,,,,1.0,1.0,1.0,,0.0,,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,,,1.0,,1.0,0.67,1.0,,,,,
152,,,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1.0,,,0.67,,0.33,,,0.0,1.0,,,0.0,,,0.0,,,,0.67,1.0,0.67,0.67,,1.0,1.0,,0.67,0.33
