,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
28,,,,,,,,,,0.33,,,,,,0.33,,,,,,,,,,,,,,,,,0.0,,,,0.33,,,,,,,,,,0.33,,,
29,,,,0.67,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,0.33,,,,,,,
30,0.0,,,,0.33,,,,,,,,,0.33,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,0.0,,
31,,,,,0.67,,,,,,0.67,,,,,0.33,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,
32,0.0,,,,,,,,,,,,,,,,1.0,,,0.33,,,,,,,0.33,,,,,,,,,0.0,,,,,,,,,,,,,,
33,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,0.33,,,0.67,,,,,,,,,,
34,,,,1.0,0.33,,,,,,,,,,,,,0.0,0.67,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,1.0,0.0,,,,,,,,,1.0,,,,,,,0.0,,,,
36,,,,,,0.67,,,,,,,,0.33,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,0.67,,,
39,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,0.33,,,0.0,
40,,,,,,,,0.67,,,,,,,,,,0.0,,,0.33,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.0,
41,,,,,,,,,,,,,,,,,,,,,0.67,,,,,0.33,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,
42,,1.0,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
43,,1.0,,,,,,,,,,,,,,,1.0,,,0.33,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,
44,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,0.33,,,
46,,,,,,,0.33,0.33,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
47,0.0,,,,0.67,,,,,,,,,,,,,,0.67,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
48,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,0.0
49,,,,,,0.67,0.33,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.33,,,,,,,,
50,,,,,,,,,,,,,0.33,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,0.33
51,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,0.33,1.0,,,,1.0,,,,,,,,,,0.33,,,,,,,,
53,0.0,,,,,,,,,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,0.33,0.0,,,,,,,,,,,,,,
54,,,,,,1.0,,,,,,,,,,,,,0.67,,,,,,,,,1.0,,,,,0.0,,,,,,,,,,,1.0,,,,,,
55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,0.33,,0.0,,,,,,,0.67,,,,,,,,,,
56,,,,,0.33,,,,,,1.0,,,,,,,,,,0.67,,,,,,,,,,,0.67,,,,,,,1.0,,,,,,,,,,,
57,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,0.33,,,0.0,,,,,,,,,,,,,,,,,0.33,,,0.33
58,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,1.0,,0.0,,,0.0,
59,,,,,,,,0.33,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,0.0,,,,0.33
60,,,0.0,0.0,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
61,,,,,,0.0,,,0.33,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.33,,,,,,,,0.0,,,
62,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.33,,,,,,0.67
63,,,,,1.0,,,,,,,,,,,,,0.67,,,,0.0,,,,,,,,,,,,,0.67,,,,,0.33,,,,,,,,,,
64,,,,,,,,,,,,,,,,,0.67,,,,,,,0.0,,,,,,,,,,,,,0.67,,0.33,,,,,,,,,,0.0,
65,,,0.33,,,,,,,,,,,,,,,,,,,,0.0,,,0.33,,,0.0,,,,,,,,,,,,,,,,,,,0.33,,
66,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,0.33,,,,,,,,,,,0.67
68,0.0,,,,,,,,,,0.67,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,0.0,,,,,
69,,,0.0,,,,,,,,,,,,,1.0,,,,,0.0,,,,,,,,,,0.33,,1.0,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,0.67,1.0,,,,1.0,,,,,,,0.33,,,,,,,,,,,
72,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,0.33,,0.0,,,,
74,,,0.67,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,0.0,,,,
75,,,,,,,,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.67
76,,,,,,,,0.0,,0.67,,,,,,,,,,0.67,,,,,,,,,0.0,,,,,,,,,,,,0.33,,,,,,,,,
79,,,0.0,,,,,0.0,,,,,,,,,,0.33,,0.67,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.33,0.67,,,,,,1.0,,,,,,,,,0.33,,,,,,,,
81,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,0.33,,,0.0,,,,,,0.0,,0.67
82,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,0.67,,,,0.33,,,,,,,,,0.0,,
83,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.67,,,,,0.0,,,0.33,,,,,
84,,,,,1.0,,,,,,,,,,0.33,,0.33,,,0.67,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
85,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.67,,,,,,,,,0.0,0.67,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,0.67,1.0,,,,0.0,,,,,,,,,,,,0.33,,
88,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,0.0,,,
89,,,,,,,,0.0,,,0.33,,0.0,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
92,,,,,,,,,,,,,,0.0,,1.0,0.67,,,,,,,,,,,,,,,,1.0,,0.67,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,0.0,,,,,0.0,,,0.33,,,,0.0,,
99,,,,0.0,,,,,,,,,,,0.0,,,,1.0,,,,,,,,1.0,,,,0.33,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.33,0.33,,,,,,,,,,
101,,,,,,,,0.0,,,,,,,,,0.33,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,
102,,,,,,0.0,,,0.67,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,,,,
104,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,0.33,,,,,0.67,,,0.0,,,
105,0.0,,,,,,,,,,,,0.0,,0.33,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,
106,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,
108,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,
109,,,,,,,,,,,,,,,,1.0,0.67,,1.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,0.67,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,0.33,,,,,
111,,,,,,,1.0,,,,,0.0,,0.0,,,0.33,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
112,,0.67,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,0.0,,,,,,,,,,,,0.33,,,,,,,,0.0,
113,,,,,,0.0,,,,,,,,,,,,,,1.0,,,,,,0.33,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,
114,,,,,,,,,,,,,,,,1.0,,,1.0,,0.33,,,,,,,,0.0,,,,,,,,,,0.33,,,,,,,,,,,
115,,,,0.0,,,,,,,,,,,,,,0.33,,0.67,,0.0,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,
117,,0.33,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.67,,,,,
118,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,0.0,1.0
119,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,0.67,,,,0.0,,0.0,,,,,,
120,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,1.0,,,,,1.0,,,,,,,,,,,,,0.67,
121,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,0.67,,,,,,,,,0.0,,,0.67,,,,,,,,,0.33,
123,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,1.0,,,,1.0,,,
124,,,,,,1.0,,,,0.67,,0.33,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,
125,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.67,,,,,,,
127,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,0.33,,,,,,,,,1.0,1.0,,,,,,,,
128,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.33,,,0.0,,0.0,,,,,,,,,,,,,
129,,,,,,,,,,,,0.0,,,,,,,0.33,,,,,1.0,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,
130,,0.67,,,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
131,1.0,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,
132,,,1.0,,,,,,,,,,,,,,1.0,,,0.33,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,0.33
133,,,,1.0,,,,,,,,,,0.67,1.0,,,0.67,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,0.0,,,0.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.33,,0.0,,,,0.33,,,,,,,,1.0,,,,
136,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.67,,,,,,,,0.33,,,0.0,,,,,,,,,,,,0.67,
137,,,,,,,0.0,,,,,,0.67,,,,,,,,,,,,,0.67,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,
139,,,,,0.0,,,,1.0,,0.33,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,
140,1.0,,,,,,,,,,,,,,,,,0.33,,,1.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,
141,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.67,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,0.0
142,,0.67,,,,,,,,0.33,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,1.0,,,,,,,,,,,,0.33,,,,,,,,,,,1.0,,1.0,,0.0,,,,,,,,,,,,,,,,,
144,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,
146,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.33,,,,,,,,,,,0.67,,1.0,,,
147,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,1.0,,,,,,,,,
148,,,,,,,,,,,,0.0,,,,,,0.67,,0.33,,,,,,,,,,,,,,,,,,,,0.33,,,0.67,,,,,,,
149,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,0.33,,,,,,,,,,,,0.67,,,1.0,,,
150,1.0,,,1.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,
151,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
152,,,,1.0,,,,,,,,,,,,,,0.33,,0.33,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,
153,,,,,,,,0.0,,,,0.33,,,,,0.67,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,1.0,,,,,
154,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,1.0,,,,,,1.0,,,,,,,,
155,,,,,,,,,1.0,,,,,,1.0,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
157,,,1.0,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,
159,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.33,,,,,,,,,1.0,,,
160,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,1.0,,,,,,,,,
161,,,,,0.0,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,0.33,,,,,
162,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,0.67,0.0,,,,,,,,,,,,0.67,,1.0,,,
164,,,,,,,,,,,,,,0.67,,0.0,,,,,,,,,,0.67,,,,,,,,,0.0,,,,,,,,0.67,,,,,,,
165,,,,1.0,,,,,,0.33,0.33,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
166,,,,,0.0,,,0.0,,,,0.33,,,,,,,,0.33,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,0.0,,,,,0.67,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
170,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,0.67,,,,,,,,0.0
172,,,,,,,,,,0.67,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.67,0.33,,,,,,,,,,
173,,,,,,1.0,0.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,,,,,,,,0.33,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,0.67,,,,,,,,,,,,1.0,,
176,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.67,1.0,,,,
179,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.33,,,1.0,1.0,,,,,,,,
181,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.67,,,0.33,
182,,,,,,,0.33,,,,,,,,,,,,,0.67,,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.33,
183,,,,,,,,,,,0.0,,,,,,,,,,,,0.33,,,,,,0.0,,,,,,,0.33,,,,,,,0.0,,,,,,,
184,,,0.67,,,,,,,1.0,,,,0.33,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,
185,,,0.67,0.33,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,0.0,,,,,,,,0.0,,,,,,,,,
186,0.0,,0.67,,,,,,,,,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,
188,,,,,0.67,,,,,,,,,,,0.67,,,,0.67,,,,,0.33,,0.67,,,,,,,,,,,,,,,,,,,,,,,
189,0.0,,,,,,,,,,,,,0.67,1.0,,,,,,0.67,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
190,,,0.67,,,,,,,,,,,,,,0.33,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
191,1.0,0.33,1.0,,,0.67,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,0.0,,,0.67,,,,0.0,,,,,,,,,,,1.0,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,
193,,,1.0,,,,,,,,0.0,,,,,,0.33,,,,,,,,,0.67,,,,,,,,,,0.0,,,,,,,,,,,,,,
195,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.67,,,,1.0,,,,,0.33,,,,,,,,,,,,,,0.67
196,,,0.33,,,,0.67,,,,,,0.33,,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,0.0,,,,,,0.33,,,,0.67,,,,,,0.67,,0.33,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,0.33,1.0,,,,,,,0.33,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,0.67,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,1.0,,0.33,,,
201,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,0.0,,,,,,,,,,,,0.0,,,
202,1.0,,,,,,,,,,0.0,,,0.67,,,,,,,,,,,0.67,,,,,,1.0,,,,,,,,,,,,,,,,,,,
203,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,0.33,,,,,,0.0,,,,,0.33,,0.33,,,,,,,,,,
204,,,1.0,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.67,,,,,,1.0,,
205,,,,0.33,,,,,,,,,0.67,,,,,,0.67,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1.0,,
207,,,,0.0,,,,,0.0,,0.0,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,
208,0.0,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,0.0,,,,,,,,,,,,,0.33,,,,,,,0.33,
209,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,0.67,,0.33,,,,,,,,,,,,,,,0.0,,,,,,,
210,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,,0.0,,,,,,,,,,
211,,,,,,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,0.0,,,,,,,,,,,
212,,,0.33,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,
213,,,0.67,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,
214,,,,,,0.67,,,0.33,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.67,,,
215,,,,0.33,0.33,,,,,,,,,,,,,,,,,1.0,,,,,0.67,,,,,,,,,,,,,,,0.67,,,,,,,,
217,,,,,,,,,,,,,0.67,,,0.67,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,
219,,,,,,,,,,1.0,,0.67,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.67
221,,,1.0,0.33,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,0.33,0.0,,,,,,0.33,,,,1.0,,
223,,,0.33,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,0.0,,,,,,,,,,,,,,
225,,,,,,,,,0.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,
226,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.33,0.0,,,,0.0,,,,,,,
227,,,,,,0.33,,,,,0.0,,,,0.67,0.67,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,,,0.67,,,,1.0,,,,0.67,,,,,,,,,,,,,0.67,,,,,,,,0.0,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,0.67,,,,,,0.67,,0.0,,0.33,,,,0.0,,,,,,,,,,,,,,,,
230,0.0,,,,,,0.67,,,,,,,,0.67,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,,,,,,,0.0,0.33,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,
232,,0.33,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.33,,,,0.0,,,,,,,,,
233,,,,0.0,,,,,,,,,,,,,,,,,,,0.67,,,,1.0,,,,,,,0.0,,,,,,,,,,0.0,,,,,,
234,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,1.0,1.0,,,,0.0,,,0.33,,,,,,,,,,,
235,,,,,,,,,0.0,1.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
236,,,1.0,,,,0.33,,,,,,,,,,,,,0.67,,,,,,,0.67,,,,,,,,0.0,,,,,,,,,,,,,,,
237,0.0,0.33,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
238,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,1.0,,,,1.0
240,,,,,,,,,,0.67,,,,0.33,0.67,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.33,,,,,,,,,,
242,,,,,,,,,,,,0.0,,0.33,,,,,,,,,,,,,,1.0,,,0.67,,,0.0,,,,,,,,,,,,,,,,
243,,,,0.67,,0.67,,,,,,,,,,,1.0,,,,,,,0.67,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
244,,,1.0,,,,,,,,,,,,,,,,,0.67,,,,,,,,,0.33,0.0,,,,,,,,,,,,,,,,,,0.67,,
245,,,,,,,,0.0,,0.67,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,0.33,
246,,,,,,,,,0.67,,,,,,0.67,,,,,,,,,,0.0,,0.67,,,,,,,,,,,,,0.67,,,,,,,,,,
248,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,0.33,0.33,,,,,,0.33,,0.33,
249,,,,,0.33,,,,,,,,,,1.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,0.67,,,,
250,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,0.33
251,,,,0.67,,,,,,0.67,,,0.33,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.67,,,,,,
253,,,,,,,,0.0,,,,,,,,,0.67,,,,,,,,,,,,,,,,0.0,,,,,0.67,,,,,0.33,,,,,,,
254,,0.33,,,,,,,,,,,,,0.67,,0.33,,,0.67,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,0.67,,,,0.0,,,,,0.67,,,,,,,,,,,,,0.33,,,,,,,,,,0.67
257,,,,,,,,,0.67,,,,,,,,0.67,,,,,,,,,,,,,,,,,0.0,,,,,0.67,,,0.67,,,,,,,,
