,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
65,0.0,,,,,0.33,0.67,,,,,0.0,0.0,,0.33,,,,,0.67,,0.0,,,,,,,,,,1.0,1.0,0.0,,0.0,,,,,,,,0.67,,,,0.33,,0.67
66,,,,,,,0.67,,,,,,0.0,0.0,0.0,1.0,,,,,0.33,,,,,,1.0,,0.0,,,,,,,0.0,1.0,1.0,0.33,,0.0,,,,0.67,0.0,,,,
68,0.0,,,,1.0,,,0.0,,0.67,,,,,0.0,1.0,,,,0.67,0.0,,0.0,0.33,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,0.0,0.0,,
69,,,,0.0,,,,0.0,0.33,,,,,,0.0,,0.33,,1.0,,,0.0,0.0,0.0,,,,,,,0.33,,,,,0.0,1.0,,,,,,0.0,0.33,,,,,0.0,
70,,0.67,,,,,0.67,0.0,,,,,0.0,0.0,0.33,,,,,,,,,0.0,0.0,,,1.0,,,0.33,,1.0,,0.67,,,1.0,,0.67,,,,,,,,0.0,,
72,0.0,0.33,,,,,,,0.33,,0.33,,,,,,,0.67,,0.67,0.33,,,,0.0,0.33,1.0,,0.0,,0.67,,,,0.67,,,1.0,,0.33,,,,,,,,,,
74,0.0,0.67,,,,0.33,,,0.67,,,,0.0,,,,0.67,,,,,,,,0.0,,,,,,,,1.0,,0.67,,,,0.67,,0.33,,0.0,0.67,0.33,,,0.0,,
75,0.0,0.67,,,1.0,0.0,,0.0,,,0.33,,,,,,,0.33,,,,,0.0,,,,0.67,1.0,0.0,,,,,,,,1.0,1.0,,,,,,,,,,,0.0,0.67
76,,0.67,,0.33,,,,,1.0,0.67,,0.0,,0.0,,,,0.0,,0.67,,,,,,,0.67,,,,0.0,,1.0,,0.67,,,1.0,0.67,0.67,,,,,,,,,,
79,,0.67,,,,,,0.0,0.67,,0.67,,,,,,,0.33,1.0,0.67,,,0.0,,,0.0,,1.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,,
80,0.0,,,0.0,1.0,,,,,,,,0.0,,,,0.33,0.67,,,,0.0,0.0,0.0,,,,,0.0,0.67,,,,,,,,,,,,0.33,,0.33,0.67,,,0.33,,
81,,0.67,0.0,0.0,,,,,,,0.33,0.0,,0.0,,,,,1.0,,,,,0.0,0.0,,,,0.0,,,,,,,,,1.0,0.33,,,,0.0,,0.33,,,0.0,,
82,0.0,,,,1.0,,0.67,,,,,,,,0.33,,,,,,0.33,,,0.0,,0.33,,,0.0,0.67,0.33,,,,,,,1.0,,,,,,0.67,,0.0,,0.0,0.0,
83,0.0,,,,,,0.67,,,,0.33,0.0,,,0.33,,0.67,,,,,,,,0.0,,,,,,,,1.0,,,,,,,0.67,,,0.0,,0.33,0.0,0.0,,0.0,0.67
84,,,0.0,,,0.0,0.67,0.0,,,,0.33,,,,1.0,,,,,0.33,,0.0,,,,,,0.0,0.67,0.67,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.67
85,,,,,1.0,,,,0.67,0.67,0.33,,,0.0,,,,,,,0.33,,,,,,0.67,1.0,0.0,,0.33,,,,,0.0,,,0.33,0.67,,,,,,,0.0,,0.0,
86,,,0.33,0.0,1.0,,,,,,0.33,,,,0.33,,0.33,,1.0,0.67,,0.0,,,,0.33,,,0.0,,,1.0,,,0.67,,,,,,,0.33,0.0,,,,,,,
88,,,,,1.0,,,,0.67,,,,0.0,0.0,0.0,,,,1.0,,0.0,0.0,0.0,,,0.33,,,,,,1.0,,,,,,,,0.67,,,0.0,,0.33,,,0.0,,
89,0.0,0.67,,0.0,1.0,,,,,1.0,,,,0.0,,,0.33,,,0.67,,,,0.0,,,,,0.0,,,1.0,,,,0.0,,1.0,,,0.0,,,,,,,0.0,,
92,,,,,1.0,,,0.0,,,,,0.0,0.0,,,,,1.0,0.67,,,,,0.0,,0.67,,,,,,,,,,0.67,1.0,,0.67,,0.0,0.0,,0.33,,,,,0.67
96,,0.33,,0.0,,0.0,,,,1.0,,0.33,0.0,,,,,0.67,,,,0.0,,,0.0,0.33,,1.0,0.0,1.0,,,,,,,,,,0.33,,,,,,,,,,1.0
99,0.0,,,,,0.0,,,,,,0.33,,0.0,0.0,,0.33,,1.0,,0.0,,,,0.0,,,,,,,1.0,1.0,,0.67,,1.0,,,,,,0.0,,,,,,0.0,
100,,,0.0,0.0,,,1.0,,,,0.33,0.33,,,0.0,,0.33,,,,,,,,0.0,,,1.0,,1.0,0.33,1.0,,,,,,,,,,0.0,0.0,,,0.0,,,,
101,,,,0.0,1.0,,,,,1.0,,,0.0,,,,,,1.0,,0.0,0.0,,,0.0,,,,,,0.33,1.0,,,,,,,0.33,0.67,,0.0,0.0,,,,,0.0,,
102,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,,1.0,,,,0.33,1.0,1.0,,,0.0,,,,,0.0,,0.0,,,,,0.0,,0.67
104,,,,,,,0.67,,,1.0,,,0.0,0.0,,1.0,,0.33,,,0.33,,,,,0.33,,,0.0,0.67,,,,,,,1.0,,,0.67,0.0,,0.0,,0.33,,,,,
105,0.0,,,0.0,1.0,,0.67,,,,,0.33,0.0,0.0,,,,,,,,0.0,,0.0,,,,,,0.67,0.67,,,,,,,,,0.33,0.0,,0.0,,,,,,0.0,
106,0.0,,0.0,0.0,1.0,,,,,,,0.0,0.0,,,1.0,,,,0.67,,,,,,0.0,,,,0.67,,1.0,1.0,,,0.0,,1.0,,,,,,,,,0.0,,,
108,,,,,,0.0,,,,,,,,0.0,0.0,1.0,,0.67,1.0,0.67,,0.0,0.0,,0.0,0.0,,,,,,,1.0,,,,,,,0.67,0.0,,,0.67,,,,,,
109,0.0,0.67,,0.33,1.0,,,,0.67,0.67,,,,0.0,,,,,,,0.33,,,,,,,,,,,,,0.33,0.67,,,1.0,,,0.33,,0.0,,,,,0.0,,0.67
110,0.0,,,,,0.0,,,0.67,0.67,0.33,,,,,1.0,0.67,,,,,,0.0,,,,,,0.0,0.67,,,1.0,0.33,0.67,,,,0.33,,,,0.0,,,,,,,
111,,,0.0,0.0,,,1.0,,,,,,0.0,0.0,,1.0,,,,,,,0.0,0.0,,,1.0,,0.0,1.0,,1.0,,,,,,,,,,,0.0,,0.33,,,0.0,,
112,,,,,,,,0.0,,,,0.0,0.0,,0.33,,0.67,,1.0,,0.33,,,0.33,0.0,,,,,0.67,,1.0,,,,,0.67,,,,,,,0.67,0.33,0.0,,,,
113,,,,,,,1.0,,,,,,0.0,,,,,,,1.0,,,,0.0,,,,1.0,0.0,1.0,0.33,1.0,,,,0.0,1.0,,,,,0.0,,0.67,0.33,,,0.0,,
114,,,0.0,0.0,1.0,,,0.0,,,0.33,,,0.0,,,,,1.0,1.0,,,,0.0,,,1.0,,,,,1.0,,,,0.0,,,,,,,,,0.67,,,0.33,,1.0
115,,,0.0,,,0.0,,0.0,,,0.67,0.0,,0.0,,,0.33,,1.0,0.67,,,,,,,,,,,0.0,1.0,,0.33,,0.0,,,,0.67,,,,,,,,,,0.67
117,,,,,,,1.0,0.0,,,,0.33,,,,,,0.67,1.0,,0.0,,0.0,,0.0,0.33,,,0.0,1.0,0.33,1.0,,,,,1.0,1.0,,,,,,,,,,,,
118,,,,0.0,,0.0,1.0,,,,,,,0.0,,,0.33,,,,0.33,,,,,,1.0,,0.0,,,,,,0.67,,1.0,,,0.33,0.0,0.0,,,,,0.0,,0.0,
119,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,0.33,,,,1.0,,,,,,0.0,,,,,0.0,0.0,,0.0,1.0,,,0.67,,
120,1.0,,,,,,,0.0,,,0.0,0.33,,,1.0,,0.67,,,,,,,,,,,,1.0,,,,0.0,0.0,,1.0,,,,0.33,0.67,,0.67,,,1.0,1.0,,,
121,,0.67,,,0.0,,0.0,,1.0,0.33,0.33,,,,,,,,,,,0.67,,,0.33,,0.0,0.67,1.0,,,,,0.33,0.0,,,,,,,,,1.0,,1.0,,,,
123,,0.67,1.0,,0.0,1.0,0.0,,,,,,,,,,1.0,,,,1.0,,,0.67,0.67,,0.0,0.0,1.0,,,0.33,,,,,,,0.67,,,,,,,,,,1.0,
124,,0.33,,,,,,,,,0.0,0.33,1.0,,1.0,0.0,0.67,,,,,1.0,,,,,,,,,1.0,,,0.0,,1.0,0.0,0.0,,,,,0.67,,,,1.0,,,
125,,0.67,1.0,1.0,0.0,,,0.0,,0.67,,,,,,,1.0,,,0.33,,,,,0.67,,,0.0,,,1.0,,,0.0,0.0,,,,,,,1.0,,,,,1.0,,,
127,1.0,0.67,,,,1.0,0.0,0.0,,0.33,,,,,,,1.0,,,,,,,1.0,,,0.0,,,,1.0,,0.0,0.0,,,,0.33,,,,,1.0,,,,,1.0,,
128,,0.67,,1.0,,,,0.0,,,0.0,0.0,,,1.0,,,,0.0,,1.0,,,1.0,,,,,1.0,0.0,,0.33,,,,1.0,,0.33,,,,,,,,,1.0,,,
129,,,1.0,,0.0,,,,,,0.0,,1.0,1.0,,,1.0,,0.33,,,,,,,0.67,,,,0.0,1.0,,,0.0,,,,,,,,,,,,1.0,1.0,,0.67,0.33
130,,,,,0.0,1.0,0.0,,,0.33,,,,1.0,1.0,,,,,,1.0,,,,1.0,,,0.0,1.0,0.0,,,,0.0,,1.0,,,,,,,1.0,,,,,,1.0,
131,,,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,,,0.0,,0.67,,,,1.0,,1.0,,,,,0.67,0.0,0.33,,,,1.0,1.0,,,,1.0,,0.67,
132,,,,,,,,0.0,0.67,0.33,,,,,,,,0.67,,0.33,1.0,,,,,,0.33,0.0,,,,0.67,,,,,,,0.67,,0.67,,0.67,,1.0,,1.0,1.0,,
133,,0.67,,,0.0,1.0,,,0.67,,,,,0.67,,,1.0,,,0.33,,1.0,,0.67,,,0.33,,,,,,,,,0.33,0.0,0.33,0.67,,,,,,,1.0,,,,
134,1.0,,1.0,1.0,,1.0,,,,,0.0,,1.0,1.0,,,1.0,,,,,1.0,,,,,0.0,,,0.0,,,,,0.0,,,,0.67,,0.67,,,0.67,,,,,,
135,,0.67,1.0,1.0,,,,0.0,,,,0.0,,,1.0,,1.0,0.67,,,,1.0,,1.0,,0.67,0.0,,,,,0.33,,,,,,,,,,1.0,,,,,,1.0,,
136,,,1.0,,,,,0.0,,0.33,,0.0,1.0,,,,,,0.33,,,,0.0,,,0.67,,,,0.0,,,,0.33,0.0,,,0.67,,,1.0,,,,0.67,,1.0,,,
137,,,,1.0,,1.0,0.0,0.0,,,0.0,,,,1.0,0.0,,0.67,,,,,,,,0.67,,,1.0,,,,,,,,,,0.67,0.33,0.67,,,,1.0,,,1.0,,
139,,0.67,1.0,,,1.0,0.0,,,,,0.0,,,,,,,,,,1.0,0.0,,0.67,,,,1.0,,,0.0,,0.0,,,,,,,,,,,,1.0,,1.0,0.67,0.0
140,1.0,,1.0,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.33,0.0,,,,0.0,,0.67,0.33,,,1.0,0.67,1.0,1.0,,1.0,,
141,,,,1.0,0.0,,,,,,,,,1.0,1.0,,,,,,,1.0,0.0,,,,0.0,,1.0,0.0,,0.0,,,,,0.0,,,0.33,,,,0.67,1.0,,,1.0,,
142,,0.67,,,,,,,,0.33,0.0,,,,,,1.0,0.67,0.0,,,,,1.0,,,,,1.0,,,,,,0.0,,0.0,,0.67,0.33,,,,0.67,,,,1.0,,0.33
143,,,1.0,1.0,,,,,,,0.33,,,0.67,,,,,0.33,,,,,,0.33,,,0.33,1.0,,1.0,,,,,,,,0.67,,0.67,0.67,0.67,0.67,,,,1.0,,
144,,0.67,,,,,,,,0.33,,,,,,,,,,0.0,1.0,1.0,0.0,,,,,0.0,,,1.0,,,0.0,0.0,,0.0,,,,,1.0,,0.67,,,1.0,1.0,,
146,1.0,,1.0,1.0,,,,0.33,1.0,,,,,,1.0,0.0,,,,,,1.0,,,0.67,,,,,,,0.0,,,,0.67,0.0,,,0.67,,,1.0,,,,1.0,,,
147,1.0,0.67,1.0,,0.0,,,,,,,,,,,0.0,,0.67,,,,,,,,,0.0,0.0,1.0,,,,0.0,,0.0,,0.0,,,,1.0,,,,,,,1.0,,0.33
148,,,,,,,,,,,0.0,0.0,,1.0,,,1.0,,,,1.0,1.0,,,,0.67,,,,,,,,,,,,0.33,,0.33,0.67,,0.67,,,1.0,1.0,1.0,,0.33
149,,,1.0,,,,,0.0,,,,,1.0,1.0,,0.0,1.0,,0.0,,1.0,1.0,,,,1.0,0.0,,,,1.0,,,,,1.0,,,,,0.67,1.0,,,,,,,,
150,,,1.0,,,,0.0,,,,,,,1.0,,,,0.33,0.0,,,1.0,,1.0,0.67,0.67,,,,,1.0,,,,,,,0.33,,,1.0,,,,1.0,,1.0,,0.67,
151,,,,1.0,0.0,,,,,,0.0,0.0,1.0,,1.0,,,,,,,,,1.0,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,,0.67,1.0,,,,1.0,0.0
152,,,,,0.0,,,0.0,0.67,,0.0,0.0,,,,,1.0,0.33,,,,1.0,,,,,,,,0.0,1.0,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,0.33
153,0.0,,1.0,,0.33,0.67,,0.0,0.67,,0.0,,,,,,0.67,,,,,,0.0,,,,,0.33,,,,,,0.0,,0.0,0.0,,,0.33,0.67,,,,,,,,,
154,,,1.0,,0.0,,,,0.67,,,0.0,1.0,,,0.0,,0.67,0.0,,,1.0,,1.0,,1.0,,0.0,,,,,0.0,,,,,,0.67,,,,,,,,,,,0.33
155,,,,1.0,,,0.0,,,,,,1.0,,,0.0,,0.33,0.33,,1.0,,,,,,,0.0,,,,,,0.33,,,,0.67,1.0,0.67,,1.0,,1.0,,,,,0.67,
157,,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,0.0,0.67,,,,,,,,,0.0,,,1.0,0.0,0.33,,,0.67,1.0,0.67,0.67,,,,,,0.33
159,1.0,,,,0.0,,,,,,0.33,,,,,,,,,,,,0.0,,0.67,,0.0,,,,,0.0,0.0,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,
160,,,,1.0,0.0,,0.0,,,0.33,,0.0,,,1.0,,,,,0.0,,,,1.0,,,,,,,,0.33,,,,,0.0,,,,,1.0,1.0,,,,1.0,1.0,,0.0
161,,1.0,1.0,1.0,,,,,1.0,,,0.0,,,,,,,,,,,0.0,,,0.67,,,1.0,,0.67,,,,,,0.0,1.0,1.0,,,,,,0.33,,1.0,,,0.0
162,,0.67,,1.0,0.0,,,,1.0,,,,,,,0.0,,0.33,,,,0.67,0.0,,,,,,,,1.0,,,,0.0,,0.0,,0.67,,0.67,,,0.67,,,,,0.33,
164,0.67,0.67,,,,,,,,0.67,0.0,,,0.67,,,,,,,1.0,,0.0,0.67,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,,,,,,1.0,1.0,,0.33
165,0.67,0.67,,1.0,,,0.0,,,,,,1.0,1.0,,,,,0.33,0.0,,1.0,,,,,,,,0.0,,,,,0.0,,,,,0.67,1.0,1.0,,,,,1.0,,,
166,,,,,,,,0.0,,0.67,,,1.0,,,,,,,,,1.0,,,0.67,,0.0,,,,,0.33,,,0.0,,0.0,0.0,0.67,0.33,,,,,1.0,1.0,1.0,,,
169,,0.67,,,,,0.0,0.0,,0.67,,,1.0,1.0,,,,,,,,,0.0,0.67,0.67,1.0,,,,,,0.33,,,,,0.0,,0.67,0.33,,,,,,,,,,0.33
170,,0.67,,,,,,0.0,,,,0.0,,,1.0,0.0,1.0,,,0.0,1.0,,,,,,,,,,,0.33,0.0,0.33,,,,,,,,0.67,,,0.67,,1.0,,0.67,
172,,0.67,1.0,,,,0.0,,,,,0.33,,,1.0,0.0,,,,,,,,,,,,,,0.0,1.0,,0.0,,,,0.0,0.0,0.67,0.33,,,,,1.0,,,,1.0,
173,1.0,0.67,1.0,,0.0,,0.0,,,,,0.0,,,1.0,,,,,,,,0.0,,1.0,1.0,,0.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,
175,0.67,,1.0,1.0,,,,,,0.33,,0.0,,,,,,0.33,,,1.0,,0.0,1.0,0.67,0.67,,,,,,,,,0.0,0.67,,,,,,0.67,,,,,1.0,,,
176,,0.67,1.0,,,1.0,,,,,0.33,,,0.67,,,,0.33,,,,,,1.0,,,,,,0.0,,0.67,,,,0.0,,,,0.67,,,,0.67,0.67,1.0,,,0.33,
179,,,,,,,,,1.0,,,0.0,,1.0,,,,,,0.0,,,0.0,,0.67,,,0.0,1.0,0.0,,,,,,,0.0,,1.0,,,,1.0,,,,1.0,1.0,,0.0
181,0.0,,1.0,,0.67,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.67,0.33,0.33,0.33,0.67,0.0,0.33,,,0.33,,,0.67
