"","party","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"Legislator 32",0,17,0,1,22,0.933617353439331,0.975,0.26817062497139,0.765910983085632,0,0,0
"Legislator 33",0,19,0,0,21,0.965869009494781,1,0.188852801918983,0.982005417346954,0,0,0
"Legislator 34",0,16,1,2,21,0.888379514217377,0.925,0.264408111572266,0.908791899681091,0,0,0
"Legislator 35",0,17,1,1,21,0.906384468078613,0.95,0.247409850358963,0.779996514320374,0,0,0
"Legislator 36",0,20,0,1,19,0.949807524681091,0.975,0.0886972323060036,0.996058642864227,0,0,0
"Legislator 37",0,17,0,0,23,0.949437856674194,1,0.209986954927444,0.833128273487091,0,0,0
"Legislator 38",0,14,1,2,23,0.882992744445801,0.925,0.0174142196774483,0.980962574481964,0,0,0
"Legislator 39",0,15,0,1,24,0.923318564891815,0.975,0.199457004666328,0.802295506000519,0,0,0
"Legislator 40",0,15,1,2,22,0.897569298744202,0.925,0.294169336557388,0.911949753761292,0,0,0
"Legislator 41",0,16,2,0,22,0.916867315769196,0.95,0.117992855608463,0.873422205448151,0,0,0
"Legislator 42",0,17,1,0,22,0.905957579612732,0.975,0.0776330605149269,0.857607245445251,0,0,0
"Legislator 43",0,16,0,0,24,0.964851379394531,1,0.228487208485603,0.973546922206879,0,0,0
"Legislator 44",0,17,1,1,21,0.902202427387238,0.95,0.0287937149405479,0.868768930435181,0,0,0
"Legislator 45",0,18,0,1,21,0.95391833782196,0.975,0.314159691333771,0.949370205402374,0,0,0
"Legislator 46",0,17,0,1,22,0.902437329292297,0.975,0.255024343729019,0.728843092918396,0,0,0
"Legislator 47",0,20,0,0,20,0.924799978733063,1,0.378748744726181,0.925499498844147,0,0,0
"Legislator 48",0,19,0,0,21,0.966977179050446,1,0.102672316133976,0.99471515417099,0,0,0
"Legislator 49",0,17,1,0,22,0.936547875404358,0.975,0.089725486934185,0.88723236322403,0,0,0
"Legislator 50",0,19,2,0,19,0.919675707817078,0.95,0.150970503687859,0.894599437713623,0,0,0
"Legislator 51",1,16,1,0,23,0.934952437877655,0.975,-0.817831456661224,0.575457751750946,0,0,0
"Legislator 52",1,17,1,0,22,0.905896365642548,0.975,-0.91819554567337,0.0616928450763226,0,0,0
"Legislator 53",1,15,0,0,25,0.900814533233643,1,-0.997650623321533,0.0685079470276833,0,0,0
"Legislator 54",1,13,4,0,23,0.858103632926941,0.9,-0.858324229717255,0.239292100071907,0,0,0
"Legislator 55",1,17,0,1,22,0.934433043003082,0.975,-0.719057261943817,0.686067700386047,0,0,0
"Legislator 56",1,15,1,1,23,0.891443312168121,0.95,-0.633868932723999,0.44988888502121,0,0,0
"Legislator 57",1,16,0,1,23,0.916563868522644,0.975,-0.787238359451294,0.397239059209824,0,0,0
"Legislator 58",1,18,0,1,21,0.954603374004364,0.975,-0.701861917972565,0.712312936782837,0,0,0
"Legislator 59",1,15,3,0,22,0.878199815750122,0.925,-0.947118997573853,0.236741468310356,0,0,0
"Legislator 60",1,16,0,1,23,0.919445872306824,0.975,-0.771489143371582,0.400824993848801,0,0,0
"Legislator 61",1,14,1,0,25,0.899967133998871,0.975,-0.923557043075562,0.116051346063614,0,0,0
"Legislator 62",1,19,0,0,21,0.917177438735962,1,-0.520634412765503,0.853779733181,0,0,0
"Legislator 63",1,16,1,0,23,0.930420994758606,0.975,-0.751413643360138,0.625797033309937,0,0,0
"Legislator 64",1,19,0,2,19,0.887162089347839,0.95,-0.523873150348663,0.851796209812164,0,0,0
"Legislator 65",1,14,0,1,25,0.965226709842682,0.975,-0.723940432071686,0.689862549304962,0,0,0
"Legislator 66",1,15,2,0,23,0.898116946220398,0.95,-0.930672585964203,0.121600367128849,0,0,0
"Legislator 67",1,16,1,0,23,0.939899981021881,0.975,-0.824457347393036,0.547542691230774,0,0,0
"Legislator 68",1,19,0,0,21,0.959645807743073,1,-0.720373451709747,0.651193022727966,0,0,0
"Legislator 69",1,17,0,0,23,0.948587477207184,1,-0.68452787399292,0.64813095331192,0,0,0
"Legislator 70",1,16,2,0,22,0.883266448974609,0.95,-0.833648025989532,0.178123459219933,0,0,0
"Legislator 71",1,19,0,1,20,0.909717917442322,0.975,-0.705485939979553,0.424362927675247,0,0,0
"Legislator 72",1,19,1,0,20,0.878863751888275,0.975,-0.759866714477539,0.218264535069466,0,0,0
"Legislator 73",1,13,1,0,26,0.924827575683594,0.975,-0.762315273284912,0.563307285308838,0,0,0
"Legislator 74",1,16,1,1,22,0.918713748455048,0.95,-0.763728499412537,0.444477021694183,0,0,0
"Legislator 75",1,17,0,0,23,0.940624475479126,1,-0.741482377052307,0.578393697738647,0,0,0
"Legislator 76",1,15,3,0,22,0.900740027427673,0.925,-0.965645134449005,0.259864091873169,0,0,0
"Legislator 77",1,13,3,0,24,0.866503953933716,0.925,-0.979954123497009,0.199223101139069,0,0,0
"Legislator 78",1,13,1,0,26,0.922698020935059,0.975,-0.936912000179291,0.339100331068039,0,0,0
"Legislator 79",1,17,0,0,23,0.942940533161163,1,-0.735204815864563,0.621760070323944,0,0,0
"Legislator 80",1,17,0,0,23,0.95730048418045,1,-0.767113626003265,0.641511261463165,0,0,0
"Legislator 81",1,14,1,0,25,0.936417460441589,0.975,-0.789579749107361,0.558481812477112,0,0,0
"Legislator 82",1,15,0,0,25,0.911602556705475,1,-0.999760389328003,0.021890526637435,0,0,0
"Legislator 83",1,18,0,1,21,0.93514484167099,0.975,-0.714986085891724,0.699138820171356,0,0,0
"Legislator 84",1,16,1,1,22,0.91797524690628,0.95,-0.812672138214111,0.524108171463013,0,0,0
"Legislator 85",1,15,0,0,25,0.946546018123627,1,-0.75381875038147,0.657082259654999,0,0,0
"Legislator 86",1,15,0,0,25,0.943260729312897,1,-0.694975137710571,0.676515340805054,0,0,0
"Legislator 87",1,12,3,0,25,0.864938318729401,0.925,-0.915449261665344,0.40243336558342,0,0,0
"Legislator 88",1,14,0,0,26,0.942833542823792,1,-0.726089715957642,0.596480429172516,0,0,0
"Legislator 89",1,14,1,1,24,0.912603080272675,0.95,-0.797013998031616,0.522719264030457,0,0,0
"Legislator 90",1,13,2,0,25,0.884708642959595,0.95,-0.910505414009094,0.0614937581121922,0,0,0
"Legislator 91",1,14,1,1,24,0.922394573688507,0.95,-0.789557158946991,0.613677024841309,0,0,0
"Legislator 92",1,15,1,0,24,0.893220901489258,0.975,-0.957420170307159,0.141323298215866,0,0,0
"Legislator 93",1,12,2,0,26,0.890830159187317,0.95,-0.976609587669373,0.121837377548218,0,0,0
"Legislator 94",1,14,1,1,24,0.854015231132507,0.95,-0.996534764766693,-0.0831767544150352,0,0,0
"Legislator 95",2,22,0,2,16,0.883222579956055,0.95,0.202079772949219,-0.657813787460327,0,0,0
"Legislator 96",2,22,1,0,17,0.90012526512146,0.975,0.410241514444351,-0.129967659711838,0,0,0
"Legislator 97",2,24,0,0,16,0.957021117210388,1,0.849338471889496,-0.527848720550537,0,0,0
"Legislator 98",2,22,1,1,16,0.884297311306,0.95,0.323625534772873,-0.822109937667847,0,0,0
"Legislator 99",2,23,0,0,17,0.937523782253265,1,0.600567877292633,-0.663194358348846,0,0,0
"Legislator 100",2,24,1,0,15,0.939314007759094,0.975,0.892819821834564,-0.450413912534714,0,0,0
"Legislator 101",2,25,0,0,15,0.969911336898804,1,0.806179523468018,-0.591670989990234,0,0,0
"Legislator 102",2,23,1,0,16,0.933357000350952,0.975,0.831413269042969,-0.468821257352829,0,0,0
"Legislator 103",2,22,0,0,18,0.973969578742981,1,0.84482878446579,-0.535036623477936,0,0,0
"Legislator 104",2,21,1,0,18,0.938874423503876,0.975,0.833459794521332,-0.506238341331482,0,0,0
"Legislator 105",2,23,1,0,16,0.897475242614746,0.975,0.493139833211899,-0.547830700874329,0,0,0
"Legislator 106",2,23,0,0,17,0.894093096256256,1,0.354738026857376,-0.420720219612122,0,0,0
"Legislator 107",2,25,0,0,15,0.963238656520844,1,0.82596755027771,-0.563717722892761,0,0,0
"Legislator 108",2,23,0,0,17,0.958827674388885,1,0.824161112308502,-0.566355288028717,0,0,0
"Legislator 109",2,20,2,2,16,0.818079948425293,0.9,0.551370978355408,-0.215291008353233,0,0,0
"Legislator 110",2,23,1,0,16,0.913475096225739,0.975,0.518628239631653,-0.397651463747025,0,0,0
"Legislator 111",2,22,0,1,17,0.894666254520416,0.975,0.885224163532257,-0.441173523664474,0,0,0
"Legislator 112",2,23,1,0,16,0.940529048442841,0.975,0.881729423999786,-0.43046361207962,0,0,0
"Legislator 113",2,21,0,0,19,0.954235792160034,1,0.83937406539917,-0.543554306030273,0,0,0
"Legislator 114",2,23,0,0,17,0.952130317687988,1,0.848434090614319,-0.529301106929779,0,0,0
"Legislator 115",2,21,2,0,17,0.864126086235046,0.95,0.424653857946396,-0.369582861661911,0,0,0
"Legislator 116",2,22,1,0,17,0.940205156803131,0.975,0.888400852680206,-0.459068387746811,0,0,0
"Legislator 117",2,23,0,3,14,0.847697556018829,0.925,0.816385984420776,-0.276407480239868,0,0,0
"Legislator 118",2,23,0,0,17,0.972536325454712,1,0.802767634391785,-0.596291959285736,0,0,0
"Legislator 119",2,23,1,0,16,0.914956390857697,0.975,0.524252891540527,-0.631132304668427,0,0,0
"Legislator 120",2,24,0,0,16,0.948097348213196,1,0.756483316421509,-0.536543428897858,0,0,0
"Legislator 121",2,20,1,0,19,0.938757836818695,0.975,0.786695003509521,-0.430616706609726,0,0,0
"Legislator 122",2,22,0,0,18,0.957832753658295,1,0.845684051513672,-0.533684015274048,0,0,0
"Legislator 123",2,22,2,0,16,0.873455047607422,0.95,0.507144331932068,-0.509433269500732,0,0,0
"Legislator 124",2,21,0,0,19,0.873724281787872,1,0.183873057365417,-0.351390510797501,0,0,0
"Legislator 125",2,21,0,0,19,0.947583198547363,1,0.735159039497375,-0.519340455532074,0,0,0
"Legislator 126",2,25,0,2,13,0.869255840778351,0.95,0.877624690532684,-0.27742412686348,0,0,0
"Legislator 127",2,23,0,0,17,0.932081639766693,1,0.501044809818268,-0.62282657623291,0,0,0
"Legislator 128",2,21,1,0,18,0.940394163131714,0.975,0.805937945842743,-0.43983456492424,0,0,0
"Legislator 129",2,20,1,0,19,0.933942317962646,0.975,0.856810629367828,-0.476400792598724,0,0,0
"Legislator 130",2,19,2,3,16,0.749927997589111,0.875,0.405137568712234,0.286942958831787,0,0,0
"Legislator 131",2,20,1,2,17,0.837272822856903,0.925,0.368874996900558,-0.130986288189888,0,0,0
"Legislator 132",2,26,0,1,13,0.944592595100403,0.975,0.674621284008026,-0.733222246170044,0,0,0
"Legislator 133",2,25,0,1,14,0.9022376537323,0.975,0.842300772666931,-0.380857080221176,0,0,0
"Legislator 134",2,24,0,1,15,0.921255707740784,0.975,0.68039733171463,-0.656696557998657,0,0,0
"Legislator 135",2,23,0,0,17,0.930095970630646,1,0.607946217060089,-0.667303204536438,0,0,0
"Legislator 136",2,21,1,2,16,0.855757474899292,0.925,0.606195569038391,-0.272882878780365,0,0,0
"Legislator 137",2,25,0,1,14,0.923274397850037,0.975,0.628965735435486,-0.624300837516785,0,0,0
"Legislator 138",2,19,1,0,20,0.933661103248596,0.975,0.702153921127319,-0.384146720170975,0,0,0
"Legislator 139",2,23,1,0,16,0.940687477588654,0.975,0.903808176517487,-0.427937895059586,0,0,0
"Legislator 140",2,23,0,2,15,0.860047698020935,0.95,0.371860593557358,-0.126581877470016,0,0,0
"Legislator 141",2,25,1,0,14,0.937297701835632,0.975,0.890351712703705,-0.455273509025574,0,0,0
"Legislator 142",3,13,1,1,25,0.867505192756653,0.95,-0.347287386655807,-0.190113678574562,0,0,0
"Legislator 143",3,16,2,0,22,0.899928867816925,0.95,-0.419637113809586,-0.681906163692474,0,0,0
"Legislator 144",3,21,1,0,18,0.919446885585785,0.975,-0.342076003551483,-0.878736793994904,0,0,0
"Legislator 145",3,15,2,0,23,0.899326860904694,0.95,-0.390214681625366,-0.667173147201538,0,0,0
"Legislator 146",3,17,1,0,22,0.925764441490173,0.975,-0.362492889165878,-0.777848541736603,0,0,0
"Legislator 147",3,16,1,0,23,0.905320048332214,0.975,-0.37916710972786,-0.473441869020462,0,0,0
"Legislator 148",3,16,1,2,21,0.895001828670502,0.925,-0.497132003307343,-0.66466498374939,0,0,0
"Legislator 149",3,18,0,0,22,0.922310650348663,1,-0.327583163976669,-0.78196907043457,0,0,0
"Legislator 150",3,15,0,0,25,0.892880022525787,1,-0.417439192533493,-0.613588809967041,0,0,0
"Legislator 151",3,23,1,1,15,0.891252994537354,0.95,-0.0363273769617081,-0.999339997768402,0,0,0
"Legislator 152",3,18,0,0,22,0.885995864868164,1,-0.803227066993713,-0.595672965049744,0,0,0
"Legislator 153",3,17,2,0,21,0.87906551361084,0.95,-0.22335097193718,-0.612696886062622,0,0,0
"Legislator 154",3,19,1,0,20,0.926037430763245,0.975,-0.337413907051086,-0.941356360912323,0,0,0
"Legislator 155",3,18,1,1,20,0.897841334342957,0.95,-0.593088805675507,-0.600363671779633,0,0,0
"Legislator 156",3,16,1,0,23,0.890139698982239,0.975,-0.333929389715195,-0.53459095954895,0,0,0
"Legislator 157",3,15,0,1,24,0.879337430000305,0.975,-0.583193600177765,-0.400206178426743,0,0,0
"Legislator 158",3,19,0,2,19,0.956613600254059,0.95,-0.312274396419525,-0.949992060661316,0,0,0
"Legislator 159",3,20,1,0,19,0.912058889865875,0.975,-0.634977340698242,-0.604308724403381,0,0,0
"Legislator 160",3,20,1,0,19,0.921504735946655,0.975,-0.0488780923187733,-0.998804807662964,0,0,0
"Legislator 161",3,16,1,1,22,0.846944808959961,0.95,-0.11010680347681,-0.507341325283051,0,0,0
"Legislator 162",3,20,1,0,19,0.871230900287628,0.975,-0.265442997217178,-0.67212837934494,0,0,0
"Legislator 163",3,27,1,0,12,0.919942021369934,0.975,-0.0948921740055084,-0.99548751115799,0,0,0
"Legislator 164",3,19,0,0,21,0.910288572311401,1,-0.783608317375183,-0.621255099773407,0,0,0
"Legislator 165",3,16,1,2,21,0.835752964019775,0.925,-0.610284924507141,-0.389647036790848,0,0,0
"Legislator 166",3,18,1,0,21,0.838629305362701,0.975,-0.593576192855835,-0.468471437692642,0,0,0
"Legislator 167",3,22,0,0,18,0.959497332572937,1,-0.113914884626865,-0.99349045753479,0,0,0
"Legislator 168",3,17,2,0,21,0.886830568313599,0.95,-0.455280512571335,-0.890348076820374,0,0,0
"Legislator 169",3,15,0,0,25,0.913890957832336,1,-0.597640454769135,-0.505055069923401,0,0,0
"Legislator 170",3,19,2,0,19,0.912905693054199,0.95,-0.381224572658539,-0.827391028404236,0,0,0
"Legislator 171",3,18,1,1,20,0.924873113632202,0.95,-0.209530636668205,-0.974023103713989,0,0,0
"Legislator 172",3,19,2,0,19,0.901551246643066,0.95,-0.327572196722031,-0.803396701812744,0,0,0
"Legislator 173",3,21,1,0,18,0.926938533782959,0.975,-0.293529093265533,-0.955950140953064,0,0,0
"Legislator 174",3,23,1,0,16,0.944267570972443,0.975,-0.120950877666473,-0.992658495903015,0,0,0
"Legislator 175",3,19,2,1,18,0.895763039588928,0.925,-0.179710313677788,-0.873229920864105,0,0,0
"Legislator 176",3,21,1,0,18,0.927053093910217,0.975,-0.164787515997887,-0.986329197883606,0,0,0
"Legislator 177",3,14,2,0,24,0.881603240966797,0.95,-0.630940318107605,-0.284021645784378,0,0,0
"Legislator 178",3,15,0,0,25,0.89987987279892,1,-0.580380022525787,-0.495395630598068,0,0,0
"Legislator 179",3,16,2,1,21,0.808194577693939,0.925,-0.684347927570343,-0.420722365379333,0,0,0
"Legislator 180",3,18,3,0,19,0.883490443229675,0.925,-0.475089371204376,-0.849662899971008,0,0,0
"Legislator 181",3,19,1,0,20,0.901745438575745,0.975,-0.262659341096878,-0.894067108631134,0,0,0
"Legislator 182",3,16,1,0,23,0.918769776821136,0.975,-0.607746541500092,-0.56748378276825,0,0,0
"Legislator 183",3,17,1,1,21,0.887541651725769,0.95,-0.61873859167099,-0.785596907138824,0,0,0
"Legislator 184",3,13,0,0,27,0.90780234336853,1,-0.380725473165512,-0.559654951095581,0,0,0
"Legislator 185",3,17,1,0,22,0.917464315891266,0.975,-0.366846084594727,-0.909030616283417,0,0,0
"Legislator 186",3,19,0,0,21,0.879899263381958,1,-0.799536049365997,-0.600618004798889,0,0,0
"Legislator 187",3,18,1,1,20,0.878038346767426,0.95,-0.185083106160164,-0.671318173408508,0,0,0
"Legislator 188",3,19,1,2,18,0.945617377758026,0.925,-0.256383985280991,-0.966574966907501,0,0,0
"Legislator 189",3,18,2,0,20,0.886349439620972,0.95,-0.265737652778625,-0.585216760635376,0,0,0
"Legislator 190",3,17,0,1,22,0.866844654083252,0.975,-0.520094394683838,-0.569869875907898,0,0,0
"Legislator 191",3,19,0,0,21,0.915487051010132,1,-0.628957688808441,-0.59774386882782,0,0,0
"Legislator 192",4,15,2,1,22,0.841684639453888,0.925,-0.440858155488968,0.110528767108917,0,0,0
"Legislator 193",4,21,0,2,17,0.872085392475128,0.95,0.181642159819603,-0.0140085536986589,0,0,0
"Legislator 194",4,22,0,0,18,0.89116644859314,1,0.12929168343544,-0.127926960587502,0,0,0
"Legislator 195",4,21,0,0,19,0.871079802513123,1,-0.268337696790695,-0.0672506615519524,0,0,0
"Legislator 196",4,20,0,1,19,0.843113124370575,0.975,-0.0884815827012062,-0.0756924226880074,0,0,0
"Legislator 197",4,17,0,2,21,0.877426028251648,0.95,-0.0251372046768665,0.286927551031113,0,0,0
"Legislator 198",4,17,0,0,23,0.852238297462463,1,-0.204323917627335,-0.090025469660759,0,0,0
"Legislator 199",4,20,0,0,20,0.832936644554138,1,-0.0289984792470932,-0.155700400471687,0,0,0
"Legislator 200",4,16,2,1,21,0.843199968338013,0.925,-0.0358889997005463,0.285985320806503,0,0,0
"Legislator 201",4,18,0,1,21,0.903442680835724,0.975,0.166453391313553,0.15422435104847,0,0,0
"Legislator 202",4,18,0,2,20,0.863644003868103,0.95,0.0969506353139877,0.0607240609824657,0,0,0
"Legislator 203",4,16,2,1,21,0.844356179237366,0.925,-0.552417099475861,0.034595925360918,0,0,0
"Legislator 204",4,16,1,0,23,0.879020810127258,0.975,-0.370965838432312,0.111480340361595,0,0,0
"Legislator 205",4,21,1,0,18,0.861640095710754,0.975,0.0831503346562386,-0.132481351494789,0,0,0
"Legislator 206",4,18,1,2,19,0.829231321811676,0.925,-0.143694624304771,0.103003144264221,0,0,0
"Legislator 207",4,17,1,0,22,0.818746387958527,0.975,-0.448922514915466,-0.239960685372353,0,0,0
"Legislator 208",4,18,2,0,20,0.837629437446594,0.95,-0.237151741981506,0.313771933317184,0,0,0
"Legislator 209",4,20,2,1,17,0.83116352558136,0.925,-0.146500468254089,-0.254751324653625,0,0,0
"Legislator 210",4,15,0,2,23,0.824727416038513,0.95,-0.239070162177086,-0.395224422216415,0,0,0
"Legislator 211",4,16,0,0,24,0.874993741512299,1,-0.0374638624489307,0.0823203399777412,0,0,0
"Legislator 212",4,15,0,1,24,0.888803660869598,0.975,0.063434787094593,0.545817852020264,0,0,0
"Legislator 213",4,17,0,1,22,0.894872546195984,0.975,-0.503642141819,0.0690981149673462,0,0,0
"Legislator 214",4,21,1,0,18,0.888876616954803,0.975,0.138282954692841,-0.0734438672661781,0,0,0
"Legislator 215",4,19,0,0,21,0.861824154853821,1,0.00725643569603562,-0.0668301954865456,0,0,0
"Legislator 216",4,16,0,0,24,0.903048872947693,1,0.0984921082854271,0.278126090764999,0,0,0
"Legislator 217",4,17,0,2,21,0.874126017093658,0.95,-0.509516358375549,0.272768080234528,0,0,0
"Legislator 218",4,18,0,0,22,0.952654302120209,1,0.210345685482025,0.687482476234436,0,0,0
"Legislator 219",4,19,0,0,21,0.852467596530914,1,-0.234643340110779,0.0425875745713711,0,0,0
"Legislator 220",4,15,0,3,22,0.879922091960907,0.925,0.0285508930683136,0.377932041883469,0,0,0
"Legislator 221",4,19,2,0,19,0.895506203174591,0.95,0.169643431901932,0.74542623758316,0,0,0
"Legislator 222",4,18,0,1,21,0.857114970684052,0.975,0.108162187039852,0.0970960333943367,0,0,0
"Legislator 223",4,21,0,1,18,0.857945799827576,0.975,-0.148668423295021,-0.13457228243351,0,0,0
"Legislator 224",4,18,0,1,21,0.87529581785202,0.975,0.0884628370404243,0.16466598212719,0,0,0
"Legislator 225",4,17,1,0,22,0.8872891664505,0.975,-0.385790348052979,0.261355429887772,0,0,0
"Legislator 226",4,19,0,0,21,0.858262717723846,1,0.0325998552143574,-0.152393162250519,0,0,0
"Legislator 227",4,20,1,1,18,0.843589186668396,0.95,0.0494298674166203,-0.330631017684937,0,0,0
"Legislator 228",4,16,1,1,22,0.899378895759583,0.95,0.0941451042890549,0.169083520770073,0,0,0
"Legislator 229",4,18,0,0,22,0.912996649742126,1,0.132643684744835,0.257571429014206,0,0,0
"Legislator 230",4,17,0,2,21,0.835993468761444,0.95,0.0189362354576588,-0.353617340326309,0,0,0
"Legislator 231",4,15,0,1,24,0.852086246013641,0.975,-0.252429783344269,-0.336392551660538,0,0,0
"Legislator 232",4,17,0,1,22,0.906671345233917,0.975,0.0449310168623924,0.35942468047142,0,0,0
"Legislator 233",4,17,0,1,22,0.904251992702484,0.975,0.0170573778450489,0.320946931838989,0,0,0
"Legislator 234",4,16,4,0,20,0.823136508464813,0.9,-0.691824018955231,-0.0324621684849262,0,0,0
"Legislator 235",4,20,1,2,17,0.850827395915985,0.925,0.142462089657784,-0.0407533831894398,0,0,0
"Legislator 236",4,19,0,0,21,0.854320049285889,1,-0.339995563030243,0.0271313190460205,0,0,0
"Legislator 237",4,22,1,2,15,0.849315583705902,0.925,0.274037778377533,-0.0495072901248932,0,0,0
"Legislator 238",4,18,2,1,19,0.835594177246094,0.925,-0.0201454628258944,-0.67861419916153,0,0,0
"Legislator 239",4,19,0,1,20,0.850205659866333,0.975,-0.0141915893182158,0.323177546262741,0,0,0
"Legislator 240",4,23,0,0,17,0.87289571762085,1,-0.199734762310982,-0.134914219379425,0,0,0
