,Dataset,Datatype,Train Set,Train Sparsity,Evaluation Set,Evaluation Sparsity,Embedding Method,Prediction Method,Task,Accuracy,RMSE
56,Synthetic_60_50,Binary,Train,20,Test,20,VAE,Logistic,Overall,0.9546666666666667,0.19993602535418287
57,Synthetic_60_50,Binary,Train,30,Train,30,VAE,Logistic,Fit,0.99,0.12057830029675237
58,Synthetic_60_50,Binary,Train,30,Train,30,VAE,Logistic,Impute,0.9597222222222223,0.17415913432050825
59,Synthetic_60_50,Binary,Train,30,Train,30,VAE,Logistic,Overall,0.9809166666666667,0.13665255050387912
60,Synthetic_60_50,Binary,Train,30,Test,30,VAE,Logistic,Fit,0.9495238095238095,0.21044814627642577
61,Synthetic_60_50,Binary,Train,30,Test,30,VAE,Logistic,Impute,0.9288888888888889,0.24511052009500062
62,Synthetic_60_50,Binary,Train,30,Test,30,VAE,Logistic,Overall,0.9433333333333334,0.2208468584219982
63,Synthetic_60_50,Binary,Train,40,Train,40,VAE,Logistic,Fit,0.9483333333333334,0.2348267842445448
64,Synthetic_60_50,Binary,Train,40,Train,40,VAE,Logistic,Impute,0.9183333333333333,0.2712617783683987
65,Synthetic_60_50,Binary,Train,40,Train,40,VAE,Logistic,Overall,0.9363333333333332,0.24940078189408638
66,Synthetic_60_50,Binary,Train,40,Test,40,VAE,Logistic,Fit,0.9233333333333333,0.2550255399235712
67,Synthetic_60_50,Binary,Train,40,Test,40,VAE,Logistic,Impute,0.905,0.2888322058330211
68,Synthetic_60_50,Binary,Train,40,Test,40,VAE,Logistic,Overall,0.9159999999999999,0.26854820628735115
69,Synthetic_60_50,Binary,Train,80,Train,80,VAE,Logistic,Fit,0.9333333333333333,0.24178157532130762
70,Synthetic_60_50,Binary,Train,80,Train,80,VAE,Logistic,Impute,0.8377083333333333,0.3509023030205446
71,Synthetic_60_50,Binary,Train,80,Train,80,VAE,Logistic,Overall,0.8568333333333333,0.3290781574806972
72,Synthetic_60_50,Binary,Train,80,Test,80,VAE,Logistic,Fit,0.9066666666666666,0.27698806012498256
73,Synthetic_60_50,Binary,Train,80,Test,80,VAE,Logistic,Impute,0.82875,0.350768600986903
74,Synthetic_60_50,Binary,Train,80,Test,80,VAE,Logistic,Overall,0.8443333333333334,0.3360124928145189
75,Synthetic_60_50,Binary,Train,90,Train,90,VAE,Logistic,Fit,0.9316666666666666,0.2386716966733889
76,Synthetic_60_50,Binary,Train,90,Train,90,VAE,Logistic,Impute,0.7050925925925926,0.4854772614761985
77,Synthetic_60_50,Binary,Train,90,Train,90,VAE,Logistic,Overall,0.72775,0.46079670499591757
78,Synthetic_60_50,Binary,Train,90,Test,90,VAE,Logistic,Fit,0.8,0.37979893468021203
79,Synthetic_60_50,Binary,Train,90,Test,90,VAE,Logistic,Impute,0.6874074074074075,0.4897951424662327
80,Synthetic_60_50,Binary,Train,90,Test,90,VAE,Logistic,Overall,0.6986666666666667,0.4787955216876306
81,Synthetic_60_50,Binary,Train,50,Train,50,VAE,Logistic,Fit,0.9845,0.1426414269723848
82,Synthetic_60_50,Binary,Train,50,Train,50,VAE,Logistic,Impute,0.9496666666666667,0.2033827751610128
83,Synthetic_60_50,Binary,Train,50,Train,50,VAE,Logistic,Overall,0.9670833333333333,0.1730121010666988
84,Synthetic_60_50,Binary,Train,50,Test,50,VAE,Logistic,Fit,0.9299999999999999,0.2350228362485362
85,Synthetic_60_50,Binary,Train,50,Test,50,VAE,Logistic,Impute,0.898,0.2810213849175055
86,Synthetic_60_50,Binary,Train,50,Test,50,VAE,Logistic,Overall,0.9139999999999999,0.2580221105830208
