"","party","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"Legislator 17","CVP",36,4,4,9,0.687449038028717,0.849056603773585,0.171765699982643,0.208403825759888,0,0,0
"Legislator 18","BDP",33,5,1,14,0.727921843528748,0.886792452830189,0.0717701837420464,0.340828359127045,0,0,0
"Legislator 19","glp",33,3,2,15,0.750137686729431,0.905660377358491,0.12371438741684,0.61295747756958,0,0,0
"Legislator 20","FDP",14,7,6,26,0.666153788566589,0.754716981132076,-0.264947593212128,0.964262902736664,0,0,0
"Legislator 21","glp",31,4,2,16,0.784880638122559,0.886792452830189,0.0606731548905373,0.998157739639282,0,0,0
"Legislator 22","SP",34,1,0,18,0.907519519329071,0.981132075471698,0.679884970188141,0.0911519601941109,0,0,0
"Legislator 23","CVP",30,8,0,15,0.705545246601105,0.849056603773585,0.0782133415341377,-0.32016059756279,0,0,0
"Legislator 24","FDP",27,6,10,10,0.513541996479034,0.69811320754717,0.00569844478741288,-0.353153318166733,0,0,0
"Legislator 25","Grüne",25,6,3,19,0.645426690578461,0.830188679245283,0.242845982313156,-0.917398810386658,0,0,0
"Legislator 26","Grüne",30,1,1,21,0.894232332706451,0.962264150943396,0.845086395740509,-0.461593091487885,0,0,0
"Legislator 27","CVP",33,9,0,11,0.699598670005798,0.830188679245283,0.120855763554573,-0.00794565211981535,0,0,0
"Legislator 28","BDP",26,10,7,10,0.548401653766632,0.679245283018868,0.0973831787705421,0.0144070889800787,0,0,0
"Legislator 29","SP",29,1,3,20,0.853645265102386,0.924528301886792,0.54227203130722,-0.83597868680954,0,0,0
"Legislator 30","BDP",21,8,5,19,0.59011572599411,0.754716981132076,-0.0372480042278767,0.203919991850853,0,0,0
"Legislator 31","SP",31,0,5,17,0.817168176174164,0.905660377358491,0.930888175964355,-0.138256907463074,0,0,0
"Legislator 32","SVP",23,0,1,29,0.880026996135712,0.981132075471698,-0.67462694644928,-0.495405852794647,0,0,0
"Legislator 33","SP",37,0,2,14,0.886289119720459,0.962264150943396,0.953251659870148,0.302177578210831,0,0,0
"Legislator 34","SVP",18,4,6,25,0.738718450069427,0.811320754716981,-0.396180927753448,0.0984845831990242,0,0,0
"Legislator 35","CVP",19,1,5,28,0.684227049350739,0.886792452830189,-0.204233676195145,0.568918943405151,0,0,0
"Legislator 36","Grüne",26,3,1,23,0.875600516796112,0.924528301886792,0.740304291248322,-0.261584609746933,0,0,0
"Legislator 37","Grüne",36,1,1,15,0.879861652851105,0.962264150943396,0.592660248279572,0.259549379348755,0,0,0
"Legislator 38","glp",30,5,3,15,0.725067377090454,0.849056603773585,0.0792467370629311,0.996855020523071,0,0,0
"Legislator 39","Grüne",33,0,0,20,0.928233325481415,1,0.746782600879669,0.0785823240876198,0,0,0
"Legislator 40","Grüne",34,2,0,17,0.85235470533371,0.962264150943396,0.719946324825287,-0.0731653124094009,0,0,0
"Legislator 41","CVP",18,8,7,20,0.545384407043457,0.716981132075472,-0.0561601333320141,-0.998421788215637,0,0,0
"Legislator 42","CVP",27,7,2,17,0.663556635379791,0.830188679245283,0.13291808962822,-0.166167408227921,0,0,0
"Legislator 43","Grüne",31,2,0,20,0.915415406227112,0.962264150943396,0.639997899532318,-0.438691437244415,0,0,0
"Legislator 44","SP",32,2,1,18,0.846691370010376,0.943396226415094,0.527134895324707,-0.0456472411751747,0,0,0
"Legislator 45","glp",32,6,1,14,0.708613574504852,0.867924528301887,0.116523720324039,0.29382586479187,0,0,0
"Legislator 46","Grüne",28,8,7,10,0.624036550521851,0.716981132075472,0.0497093349695206,-0.449720710515976,0,0,0
"Legislator 47","SP",34,3,0,16,0.830759286880493,0.943396226415094,0.588983178138733,-0.0771828144788742,0,0,0
"Legislator 48","SP",28,2,1,22,0.86403501033783,0.943396226415094,0.472089409828186,-0.360587000846863,0,0,0
"Legislator 49","Grüne",36,1,0,16,0.90909206867218,0.981132075471698,0.713140785694122,0.0365682430565357,0,0,0
"Legislator 50","Grüne",31,2,1,19,0.84222012758255,0.943396226415094,0.757392346858978,-0.115319609642029,0,0,0
"Legislator 51","CVP",20,8,12,13,0.546332657337189,0.622641509433962,-0.0803211331367493,-0.21806637942791,0,0,0
"Legislator 52","CVP",24,7,3,19,0.661287486553192,0.811320754716981,-0.00520590879023075,0.125689834356308,0,0,0
"Legislator 53","CVP",25,9,0,19,0.653719186782837,0.830188679245283,0.00795208476483822,-0.19042019546032,0,0,0
"Legislator 54","CVP",27,7,5,14,0.568952858448029,0.773584905660377,0.119350105524063,-0.0554256625473499,0,0,0
"Legislator 55","BDP",20,9,5,19,0.579599022865295,0.735849056603774,-0.0272133275866508,0.33122244477272,0,0,0
"Legislator 56","SP",30,2,2,19,0.855872273445129,0.924528301886792,0.682612299919128,-0.283828496932983,0,0,0
"Legislator 57","SP",31,2,1,19,0.877097010612488,0.943396226415094,0.896419048309326,-0.145396873354912,0,0,0
"Legislator 58","FDP",17,6,4,26,0.693983316421509,0.811320754716981,-0.201558873057365,0.979476451873779,0,0,0
"Legislator 59","SVP",16,5,3,29,0.723784804344177,0.849056603773585,-0.343053787946701,-0.297173261642456,0,0,0
"Legislator 60","FDP",21,5,5,22,0.65124785900116,0.811320754716981,-0.117173619568348,0.993111431598663,0,0,0
"Legislator 61","SP",32,1,3,17,0.829210877418518,0.924528301886792,0.665666282176971,-0.364912778139114,0,0,0
"Legislator 62","Grüne",36,1,1,15,0.88593727350235,0.962264150943396,0.55606210231781,0.301225990056992,0,0,0
"Legislator 63","Grüne",31,3,2,17,0.82097452878952,0.905660377358491,0.344042420387268,0.0754826664924622,0,0,0
"Legislator 64","Grüne",35,1,1,16,0.911116182804108,0.962264150943396,0.967186093330383,-0.254069119691849,0,0,0
"Legislator 65","CVP",16,9,6,22,0.577911496162415,0.716981132075472,-0.101224467158318,-0.0696123167872429,0,0,0
"Legislator 66","BDP",25,6,8,14,0.595654010772705,0.735849056603774,0.175677239894867,-0.397567719221115,0,0,0
"Legislator 67","SP",35,3,0,15,0.826106607913971,0.943396226415094,0.555905163288116,0.066716805100441,0,0,0
"Legislator 68","SP",26,5,1,21,0.75230598449707,0.886792452830189,0.21618963778019,-0.295504927635193,0,0,0
"Legislator 69","SP",32,1,0,20,0.923505365848541,0.981132075471698,0.791355729103088,-0.558646559715271,0,0,0
"Legislator 70","SP",28,4,2,19,0.776790142059326,0.886792452830189,0.398320317268372,-0.360952496528625,0,0,0
"Legislator 71","Grüne",31,1,1,20,0.87385505437851,0.962264150943396,0.91060596704483,-0.0688960701227188,0,0,0
"Legislator 72","CVP",32,3,8,10,0.617275238037109,0.792452830188679,0.0690228044986725,-0.341572046279907,0,0,0
"Legislator 73","CVP",27,8,7,11,0.522191643714905,0.716981132075472,0.0561269223690033,0.2178845256567,0,0,0
"Legislator 74","FDP",31,7,2,13,0.669426620006561,0.830188679245283,0.0352939590811729,0.43443563580513,0,0,0
"Legislator 75","SP",32,1,3,17,0.778898060321808,0.924528301886792,0.293795317411423,-0.799546599388123,0,0,0
"Legislator 76","Grüne",32,2,3,16,0.798183619976044,0.905660377358491,0.431269735097885,0.0107320677489042,0,0,0
"Legislator 77","FDP",35,4,2,12,0.678539037704468,0.886792452830189,0.139451280236244,-0.0563528798520565,0,0,0
"Legislator 78","FDP",26,5,2,20,0.732570111751556,0.867924528301887,-0.0898867547512054,0.995952069759369,0,0,0
"Legislator 79","BDP",29,6,8,10,0.576235055923462,0.735849056603774,0.0203174203634262,0.130313545465469,0,0,0
"Legislator 80","BDP",28,3,6,16,0.652159631252289,0.830188679245283,0.013135889545083,0.212947338819504,0,0,0
"Legislator 81","SVP",24,1,4,24,0.688544452190399,0.905660377358491,-0.278004109859467,-0.0240051839500666,0,0,0
"Legislator 82","Grüne",31,3,4,15,0.703396618366241,0.867924528301887,0.267300486564636,-0.217005267739296,0,0,0
"Legislator 83","CVP",25,8,4,16,0.640459835529327,0.773584905660377,0.051410473883152,-0.215502485632896,0,0,0
"Legislator 84","FDP",17,6,8,22,0.597937643527985,0.735849056603774,-0.217047095298767,-0.100045926868916,0,0,0
"Legislator 85","glp",30,4,1,18,0.771535456180573,0.905660377358491,0.0464015640318394,0.771665334701538,0,0,0
"Legislator 86","SVP",22,3,5,23,0.695586383342743,0.849056603773585,-0.380053400993347,-0.388130843639374,0,0,0
"Legislator 87","BDP",33,6,5,9,0.590526938438416,0.792452830188679,0.0357647053897381,0.31012612581253,0,0,0
"Legislator 88","Grüne",33,3,0,17,0.845747888088226,0.943396226415094,0.564263045787811,0.191690981388092,0,0,0
"Legislator 89","Grüne",31,2,2,18,0.815122663974762,0.924528301886792,0.429490894079208,-0.564781248569489,0,0,0
"Legislator 90","Grüne",28,4,0,21,0.832526445388794,0.924528301886792,0.865522861480713,-0.489091962575912,0,0,0
"Legislator 91","BDP",23,7,7,16,0.593759417533875,0.735849056603774,-0.0916172713041306,-0.193373709917068,0,0,0
"Legislator 92","Grüne",31,1,0,21,0.903876066207886,0.981132075471698,0.770921230316162,-0.0341188907623291,0,0,0
"Legislator 93","Grüne",34,2,1,16,0.857901394367218,0.943396226415094,0.521386206150055,-0.258265763521194,0,0,0
"Legislator 94","SVP",18,4,9,22,0.633801460266113,0.754716981132076,-0.184070408344269,-0.948990046977997,0,0,0
"Legislator 95","FDP",17,4,3,29,0.747601568698883,0.867924528301887,-0.288671433925629,0.519708514213562,0,0,0
"Legislator 96","CVP",21,5,4,23,0.658219456672668,0.830188679245283,-0.111830070614815,0.0501387752592564,0,0,0
"Legislator 97","BDP",28,3,3,19,0.689841628074646,0.886792452830189,0.0644020512700081,0.475956827402115,0,0,0
"Legislator 98","SP",31,2,1,19,0.888911664485931,0.943396226415094,0.862079560756683,-0.20437490940094,0,0,0
"Legislator 99","SP",30,0,0,23,0.92730838060379,1,0.93701982498169,-0.0918788313865662,0,0,0
"Legislator 100","SVP",15,5,5,28,0.73734700679779,0.811320754716981,-0.472185730934143,0.0696834474802017,0,0,0
"Legislator 101","FDP",23,3,3,24,0.725237250328064,0.886792452830189,-0.0694465786218643,0.878335118293762,0,0,0
"Legislator 102","FDP",19,7,6,21,0.612445116043091,0.754716981132076,-0.181106120347977,0.499648600816727,0,0,0
"Legislator 103","SVP",20,5,1,27,0.783753335475922,0.886792452830189,-0.456576764583588,0.304121345281601,0,0,0
"Legislator 104","FDP",20,11,4,18,0.546806693077087,0.716981132075472,0.0425972975790501,-0.385872662067413,0,0,0
"Legislator 105","FDP",23,4,3,23,0.635473668575287,0.867924528301887,-0.059350062161684,-0.82999187707901,0,0,0
"Legislator 106","FDP",21,7,5,20,0.67307037115097,0.773584905660377,-0.118727765977383,0.729436099529266,0,0,0
"Legislator 107","glp",30,4,5,14,0.716293513774872,0.830188679245283,0.0465186312794685,0.998917400836945,0,0,0
"Legislator 108","SVP",17,5,10,21,0.544874846935272,0.716981132075472,-0.21066090464592,-0.277794748544693,0,0,0
"Legislator 109","SVP",15,5,9,24,0.624059796333313,0.735849056603774,-0.238713413476944,-0.971090078353882,0,0,0
"Legislator 110","SVP",18,4,13,18,0.549329578876495,0.679245283018868,-0.130881518125534,-0.86549299955368,0,0,0
"Legislator 111","glp",31,2,2,18,0.818453431129456,0.924528301886792,0.214111968874931,0.976809144020081,0,0,0
"Legislator 112","glp",32,2,1,18,0.753735482692719,0.943396226415094,0.0903625637292862,0.576241731643677,0,0,0
"Legislator 113","Grüne",32,1,1,19,0.896408975124359,0.962264150943396,0.776561737060547,-0.183256700634956,0,0,0
"Legislator 114","Grüne",31,4,1,17,0.845102488994598,0.905660377358491,0.586166977882385,-0.810190320014954,0,0,0
"Legislator 115","CVP",21,7,6,19,0.584946095943451,0.754716981132076,-0.0569067858159542,-0.195608556270599,0,0,0
"Legislator 116","Grüne",31,2,0,20,0.905878722667694,0.962264150943396,0.833961606025696,-0.0051749306730926,0,0,0
"Legislator 117","FDP",16,4,5,28,0.697011709213257,0.830188679245283,-0.228578612208366,0.97352546453476,0,0,0
"Legislator 118","FDP",24,8,4,17,0.668448090553284,0.773584905660377,-0.0655272305011749,0.997850775718689,0,0,0
"Legislator 119","FDP",18,3,6,26,0.711388945579529,0.830188679245283,-0.242102444171906,0.967739164829254,0,0,0
"Legislator 120","CVP",25,8,2,18,0.625644028186798,0.811320754716981,0.0627603083848953,-0.176514491438866,0,0,0
"Legislator 121","CVP",19,11,3,20,0.570285141468048,0.735849056603774,-0.0105081293731928,-0.244844555854797,0,0,0
"Legislator 122","glp",34,1,2,16,0.838587701320648,0.943396226415094,0.313049912452698,0.949736654758453,0,0,0
"Legislator 123","SP",31,1,0,21,0.891485154628754,0.981132075471698,0.697950065135956,0.161071017384529,0,0,0
"Legislator 124","SP",31,3,1,18,0.857257604598999,0.924528301886792,0.465237885713577,-0.0995775759220123,0,0,0
"Legislator 125","SP",31,1,3,18,0.830291509628296,0.924528301886792,0.59747701883316,-0.285590827465057,0,0,0
"Legislator 126","SP",33,0,1,19,0.917955458164215,0.981132075471698,0.934670448303223,-0.214295074343681,0,0,0
"Legislator 127","FDP",16,4,3,30,0.751359045505524,0.867924528301887,-0.321669101715088,0.368724375963211,0,0,0
"Legislator 128","CVP",18,8,8,19,0.58705872297287,0.69811320754717,0.025175241753459,-0.463385879993439,0,0,0
"Legislator 129","CVP",26,10,3,14,0.581306099891663,0.754716981132076,0.0626620948314667,0.165570557117462,0,0,0
"Legislator 130","FDP",22,7,5,19,0.646499037742615,0.773584905660377,-0.0173113625496626,0.999850153923035,0,0,0
"Legislator 131","SP",34,1,0,18,0.926634311676025,0.981132075471698,0.877880752086639,0.00136291922535747,0,0,0
"Legislator 132","FDP",27,5,1,20,0.725135684013367,0.886792452830189,0.0295163094997406,0.600967705249786,0,0,0
"Legislator 133","Grüne",34,3,3,13,0.755735874176025,0.886792452830189,0.354691475629807,0.0397826470434666,0,0,0
"Legislator 134","Grüne",32,3,1,17,0.783267080783844,0.924528301886792,0.4092036485672,-0.148566260933876,0,0,0
"Legislator 135","Grüne",32,1,0,20,0.906801819801331,0.981132075471698,0.624617576599121,-0.0143741546198726,0,0,0
"Legislator 136","Grüne",29,1,0,23,0.914580702781677,0.981132075471698,0.842088401317596,-0.236958190798759,0,0,0
"Legislator 137","Grüne",32,0,2,19,0.883032977581024,0.962264150943396,0.746135592460632,-0.0995602533221245,0,0,0
"Legislator 138","CVP",22,5,2,24,0.670715391635895,0.867924528301887,-0.0693634524941444,0.251344472169876,0,0,0
"Legislator 139","BDP",24,5,3,21,0.665111482143402,0.849056603773585,-0.0143392998725176,0.465940862894058,0,0,0
"Legislator 140","BDP",25,9,4,15,0.61697119474411,0.754716981132076,0.00888969097286463,-0.11640802770853,0,0,0
"Legislator 141","SP",32,1,1,19,0.870094358921051,0.962264150943396,0.564753115177155,-0.825259983539581,0,0,0
"Legislator 142","SP",34,0,0,19,0.925813496112823,1,0.620506942272186,0.316735982894897,0,0,0
"Legislator 143","FDP",17,14,6,16,0.535873234272003,0.622641509433962,-0.0319078043103218,0.113508276641369,0,0,0
"Legislator 144","Grüne",29,3,2,19,0.799704372882843,0.905660377358491,0.368388384580612,-0.355584114789963,0,0,0
"Legislator 145","glp",28,4,5,16,0.703104615211487,0.830188679245283,0.112451039254665,0.818819522857666,0,0,0
"Legislator 146","SP",36,1,5,11,0.804817795753479,0.886792452830189,0.345832020044327,-0.176933079957962,0,0,0
"Legislator 147","FDP",18,6,6,23,0.688063025474548,0.773584905660377,-0.1713647544384,0.985207736492157,0,0,0
"Legislator 148","SVP",18,5,12,18,0.537647306919098,0.679245283018868,-0.15563952922821,0.0793801248073578,0,0,0
"Legislator 149","CVP",19,10,5,19,0.60478812456131,0.716981132075472,-0.000190333477803506,-0.533711612224579,0,0,0
"Legislator 150","glp",33,3,2,15,0.704416871070862,0.905660377358491,0.0954914167523384,0.612123727798462,0,0,0
"Legislator 151","Grüne",28,2,0,23,0.888255596160889,0.962264150943396,0.817307889461517,-0.576201260089874,0,0,0
"Legislator 152","Grüne",30,2,2,19,0.837983310222626,0.924528301886792,0.959154605865479,-0.282882332801819,0,0,0
"Legislator 153","SVP",14,8,3,28,0.656711220741272,0.792452830188679,-0.292265981435776,-0.478635609149933,0,0,0
"Legislator 154","glp",24,3,0,26,0.798751175403595,0.943396226415094,-0.0311948824673891,0.999513328075409,0,0,0
"Legislator 155","Grüne",29,4,2,18,0.773963630199432,0.886792452830189,0.507202506065369,-0.486295312643051,0,0,0
"Legislator 156","CVP",27,8,2,16,0.656093299388885,0.811320754716981,0.151405185461044,-0.249477297067642,0,0,0
"Legislator 157","CVP",24,8,3,18,0.612144112586975,0.792452830188679,-0.0193813778460026,-0.151291459798813,0,0,0
"Legislator 158","CVP",22,7,3,21,0.624912261962891,0.811320754716981,-0.0168592724949121,-0.137722447514534,0,0,0
"Legislator 159","BDP",28,4,9,12,0.569246470928192,0.754716981132076,0.0395799800753593,-0.068563774228096,0,0,0
"Legislator 160","SP",32,0,0,21,0.90001380443573,1,0.598822593688965,0.196110025048256,0,0,0
"Legislator 161","SP",34,1,0,18,0.897271275520325,0.981132075471698,0.635712921619415,0.278288900852203,0,0,0
"Legislator 162","SVP",20,7,7,19,0.587328433990479,0.735849056603774,-0.104582689702511,-0.70177173614502,0,0,0
"Legislator 163","CVP",22,14,2,15,0.626101553440094,0.69811320754717,0.142316475510597,-0.0667708814144135,0,0,0
"Legislator 164","SVP",22,2,9,20,0.652842044830322,0.792452830188679,-0.274499386548996,-0.599453687667847,0,0,0
"Legislator 165","SVP",22,6,9,16,0.622571587562561,0.716981132075472,-0.0997488722205162,-0.995012700557709,0,0,0
"Legislator 166","glp",27,3,6,17,0.736038446426392,0.830188679245283,0.21010160446167,0.700783312320709,0,0,0
"Legislator 167","SP",33,1,1,18,0.88150280714035,0.962264150943396,0.66426295042038,0.0421111360192299,0,0,0
"Legislator 168","glp",32,1,4,16,0.778703033924103,0.905660377358491,0.218126386404037,0.975920498371124,0,0,0
"Legislator 169","Grüne",32,1,0,20,0.92647910118103,0.981132075471698,0.821413397789001,-0.314411282539368,0,0,0
"Legislator 170","Grüne",36,0,0,17,0.935585260391235,1,0.795894801616669,0.0714976415038109,0,0,0
"Legislator 171","glp",34,6,0,13,0.713336884975433,0.886792452830189,0.188118517398834,0.267415672540665,0,0,0
"Legislator 172","SVP",19,4,11,19,0.591127634048462,0.716981132075472,-0.226488947868347,-0.82013350725174,0,0,0
"Legislator 173","SVP",24,2,6,21,0.7109814286232,0.849056603773585,-0.392885476350784,-0.592758536338806,0,0,0
"Legislator 174","Grüne",30,1,0,22,0.914717257022858,0.981132075471698,0.633414328098297,-0.460224330425262,0,0,0
"Legislator 175","FDP",18,9,3,23,0.670258641242981,0.773584905660377,-0.116636380553246,0.99317467212677,0,0,0
"Legislator 176","FDP",24,4,2,23,0.740548551082611,0.886792452830189,-0.0423952490091324,0.612276375293732,0,0,0
"Legislator 177","Grüne",32,1,0,20,0.938349187374115,0.981132075471698,0.821992993354797,-0.340244770050049,0,0,0
"Legislator 178","BDP",26,8,1,18,0.66422563791275,0.830188679245283,-0.0240238793194294,0.199880912899971,0,0,0
"Legislator 179","BDP",27,9,3,14,0.649328410625458,0.773584905660377,0.0208831392228603,0.0942768305540085,0,0,0
"Legislator 180","BDP",29,5,6,13,0.621282994747162,0.792452830188679,-0.0629916712641716,0.424095779657364,0,0,0
"Legislator 181","SP",29,3,1,20,0.833080291748047,0.924528301886792,0.499268442392349,-0.16856849193573,0,0,0
"Legislator 182","SP",32,1,1,19,0.903301060199738,0.962264150943396,0.840067863464355,-0.265506893396378,0,0,0
"Legislator 183","SP",32,1,0,20,0.900175511837006,0.981132075471698,0.559481799602509,-0.231690526008606,0,0,0
"Legislator 184","SP",32,2,2,17,0.807322680950165,0.924528301886792,0.405695527791977,-0.747866630554199,0,0,0
"Legislator 185","SP",32,3,0,18,0.844579696655273,0.943396226415094,0.392012387514114,-0.0497307479381561,0,0,0
"Legislator 186","SP",29,3,0,21,0.882382154464722,0.943396226415094,0.782068133354187,-0.623192965984344,0,0,0
"Legislator 187","SVP",11,5,1,36,0.698919177055359,0.886792452830189,-0.414222896099091,-0.0358817912638187,0,0,0
"Legislator 188","glp",34,3,1,15,0.772619903087616,0.924528301886792,0.0826155543327332,0.875437498092651,0,0,0
"Legislator 189","CVP",30,6,0,17,0.691471517086029,0.886792452830189,0.0962356552481651,0.0927655771374702,0,0,0
"Legislator 190","Grüne",33,1,1,18,0.897975206375122,0.962264150943396,0.803953588008881,-0.196158617734909,0,0,0
"Legislator 191","SP",33,2,1,17,0.807809710502625,0.943396226415094,0.462403446435928,-0.0573315061628819,0,0,0
"Legislator 192","FDP",18,5,8,22,0.642652630805969,0.754716981132076,-0.167764395475388,0.604746699333191,0,0,0
"Legislator 193","SVP",15,3,7,28,0.736639380455017,0.811320754716981,-0.327201694250107,-0.0913396701216698,0,0,0
"Legislator 194","BDP",22,6,6,19,0.62299770116806,0.773584905660377,-0.100522726774216,0.0758631899952888,0,0,0
"Legislator 195","glp",32,3,2,16,0.798616945743561,0.905660377358491,0.146304473280907,0.989239573478699,0,0,0
"Legislator 196","BDP",14,14,7,18,0.463313907384872,0.60377358490566,-0.0122513175010681,-0.560543179512024,0,0,0
"Legislator 197","SP",31,2,1,19,0.890616714954376,0.943396226415094,0.651588082313538,-0.44067457318306,0,0,0
"Legislator 198","glp",28,4,0,21,0.751583337783813,0.924528301886792,0.0322463437914848,0.943990588188171,0,0,0
"Legislator 199","glp",28,6,1,18,0.669792771339417,0.867924528301887,0.0613478012382984,0.23564438521862,0,0,0
"Legislator 200","Grüne",28,3,3,19,0.791326403617859,0.886792452830189,0.530635714530945,-0.379393547773361,0,0,0
"Legislator 201","SVP",22,1,8,22,0.618527829647064,0.830188679245283,-0.149234652519226,-0.0133337015286088,0,0,0
"Legislator 202","glp",28,2,2,21,0.792508244514465,0.924528301886792,0.261952817440033,0.965080738067627,0,0,0
"Legislator 203","FDP",16,7,2,28,0.672013342380524,0.830188679245283,-0.16044893860817,0.987044155597687,0,0,0
"Legislator 204","CVP",26,5,2,20,0.67567390203476,0.867924528301887,0.0545652247965336,-0.194783315062523,0,0,0
"Legislator 205","CVP",26,5,7,15,0.631696403026581,0.773584905660377,-0.0206183809787035,-0.999787449836731,0,0,0
"Legislator 206","CVP",30,6,2,15,0.674903631210327,0.849056603773585,0.0553692616522312,0.134359359741211,0,0,0
"Legislator 207","BDP",31,2,2,18,0.831602990627289,0.924528301886792,0.716278910636902,-0.122226998209953,0,0,0
"Legislator 208","SP",33,1,0,19,0.907301962375641,0.981132075471698,0.752932012081146,0.204760313034058,0,0,0
"Legislator 209","SP",34,3,1,15,0.830085813999176,0.924528301886792,0.387828022241592,-0.0440619885921478,0,0,0
"Legislator 210","SP",33,2,0,18,0.912490785121918,0.962264150943396,0.820892810821533,-0.417500466108322,0,0,0
"Legislator 211","SP",32,1,0,20,0.897155106067657,0.981132075471698,0.568195283412933,-0.19053427875042,0,0,0
"Legislator 212","SP",28,0,2,23,0.870273053646088,0.962264150943396,0.544229626655579,-0.295821070671082,0,0,0
"Legislator 213","SP",35,1,0,17,0.89347380399704,0.981132075471698,0.622781574726105,0.233706891536713,0,0,0
"Legislator 214","SP",31,1,6,15,0.714233934879303,0.867924528301887,0.429150283336639,-0.231437504291534,0,0,0
"Legislator 215","SP",31,2,2,18,0.856169104576111,0.924528301886792,0.524156987667084,-0.0619429983198643,0,0,0
"Legislator 216","FDP",20,9,4,20,0.552779734134674,0.754716981132076,-0.0341959483921528,0.309965431690216,0,0,0
"Legislator 217","SVP",20,4,1,28,0.794951677322388,0.905660377358491,-0.626192688941956,-0.555361986160278,0,0,0
"Legislator 218","FDP",23,3,14,13,0.54136735200882,0.679245283018868,-0.138549372553825,-0.485554397106171,0,0,0
"Legislator 219","glp",32,7,4,10,0.674926996231079,0.792452830188679,0.171309903264046,-0.0181449502706528,0,0,0
"Legislator 220","glp",26,5,3,19,0.690744757652283,0.849056603773585,0.118460267782211,0.797678828239441,0,0,0
"Legislator 221","glp",22,5,4,22,0.683052897453308,0.830188679245283,-0.0674984082579613,0.771162152290344,0,0,0
"Legislator 222","FDP",22,7,2,22,0.731184184551239,0.830188679245283,-0.147167578339577,0.989111542701721,0,0,0
"Legislator 223","SVP",18,7,6,22,0.532173454761505,0.754716981132076,-0.262105464935303,-0.771444022655487,0,0,0
"Legislator 224","glp",28,3,5,17,0.747818768024445,0.849056603773585,0.0854732170701027,0.996340394020081,0,0,0
"Legislator 225","SP",34,1,1,17,0.822745144367218,0.962264150943396,0.452726304531097,0.179721564054489,0,0,0
"Legislator 226","SVP",21,5,7,20,0.648028016090393,0.773584905660377,-0.213662028312683,-0.270904898643494,0,0,0
"Legislator 227","Grüne",35,1,2,15,0.863908767700195,0.943396226415094,0.531763255596161,0.0874392241239548,0,0,0
"Legislator 228","BDP",22,7,7,17,0.547447443008423,0.735849056603774,-0.00700993509963155,-0.133931502699852,0,0,0
"Legislator 229","Grüne",24,10,5,14,0.535199046134949,0.716981132075472,0.113398402929306,-0.312126964330673,0,0,0
"Legislator 230","Grüne",31,3,0,19,0.886116564273834,0.943396226415094,0.680773615837097,-0.627379596233368,0,0,0
"Legislator 231","Grüne",26,4,3,20,0.69813746213913,0.867924528301887,0.421636581420898,-0.370834976434708,0,0,0
"Legislator 232","BDP",23,3,11,16,0.592488169670105,0.735849056603774,0.0645549073815346,-0.527007281780243,0,0,0
"Legislator 233","BDP",22,1,9,21,0.65654444694519,0.811320754716981,-0.15113054215908,0.175479039549828,0,0,0
"Legislator 234","glp",34,3,1,15,0.789025187492371,0.924528301886792,0.207509189844131,0.109788537025452,0,0,0
