"","party","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"Legislator 25","Grüne",22,6,2,15,0.645519077777863,0.822222222222222,0.172388762235641,-0.985028922557831,0,0,0
"Legislator 26","Grüne",25,1,0,19,0.893941819667816,0.977777777777778,0.585605204105377,-0.528704643249512,0,0,0
"Legislator 27","CVP",23,7,3,12,0.626602411270142,0.777777777777778,0.0822039097547531,-0.178716704249382,0,0,0
"Legislator 28","BDP",19,12,1,13,0.535838603973389,0.711111111111111,0.0459415540099144,0.0547542534768581,0,0,0
"Legislator 29","SP",25,1,0,19,0.903112471103668,0.977777777777778,0.474233627319336,-0.808905303478241,0,0,0
"Legislator 30","BDP",19,6,4,16,0.638856947422028,0.777777777777778,-0.00555052282288671,0.416185826063156,0,0,0
"Legislator 31","SP",26,0,3,16,0.850962460041046,0.933333333333333,0.721971869468689,-0.422295480966568,0,0,0
"Legislator 32","SVP",17,1,2,25,0.768052697181702,0.933333333333333,-0.459902107715607,-0.461785048246384,0,0,0
"Legislator 33","SP",29,1,2,13,0.852268576622009,0.933333333333333,0.8636674284935,0.276732504367828,0,0,0
"Legislator 34","SVP",16,4,3,22,0.691320776939392,0.844444444444444,-0.319669425487518,-0.211402878165245,0,0,0
"Legislator 35","CVP",16,2,4,23,0.741996765136719,0.866666666666667,-0.199737668037415,0.625805914402008,0,0,0
"Legislator 36","Grüne",27,1,1,16,0.893296360969543,0.955555555555556,0.69953864812851,-0.182447999715805,0,0,0
"Legislator 37","Grüne",28,2,1,14,0.87598729133606,0.933333333333333,0.58274245262146,0.193989127874374,0,0,0
"Legislator 38","glp",26,4,1,14,0.74655145406723,0.888888888888889,0.0773814246058464,0.997001588344574,0,0,0
"Legislator 39","Grüne",25,2,0,18,0.891366422176361,0.955555555555556,0.614457070827484,0.0408536791801453,0,0,0
"Legislator 40","Grüne",30,3,0,12,0.838683307170868,0.933333333333333,0.575860917568207,-0.0451543815433979,0,0,0
"Legislator 41","CVP",14,8,7,16,0.541262745857239,0.666666666666667,-0.127326220273972,-0.832087695598602,0,0,0
"Legislator 42","CVP",25,5,1,14,0.729296088218689,0.866666666666667,0.16059909760952,-0.036149088293314,0,0,0
"Legislator 43","Grüne",28,1,0,16,0.887712776660919,0.977777777777778,0.46923503279686,0.0182941239327192,0,0,0
"Legislator 44","SP",29,0,0,16,0.906537353992462,1,0.492343097925186,-0.128662601113319,0,0,0
"Legislator 45","glp",23,6,1,15,0.674310028553009,0.844444444444444,0.0394419729709625,0.506190776824951,0,0,0
"Legislator 46","Grüne",21,3,6,15,0.627250671386719,0.8,0.0260800942778587,-0.700391352176666,0,0,0
"Legislator 47","SP",24,2,1,18,0.834797918796539,0.933333333333333,0.526367664337158,-0.156384453177452,0,0,0
"Legislator 48","SP",26,0,1,18,0.87358421087265,0.977777777777778,0.424909055233002,-0.040942020714283,0,0,0
"Legislator 49","Grüne",28,2,0,15,0.894272208213806,0.955555555555556,0.606141686439514,0.0831447169184685,0,0,0
"Legislator 50","Grüne",26,1,0,18,0.893397331237793,0.977777777777778,0.485795557498932,-0.211316972970963,0,0,0
"Legislator 51","CVP",18,5,5,17,0.609579086303711,0.777777777777778,-0.149043053388596,-0.0335066691040993,0,0,0
"Legislator 52","CVP",17,6,2,20,0.681745946407318,0.822222222222222,0.03141775354743,0.0700014159083366,0,0,0
"Legislator 53","CVP",18,5,0,22,0.68909752368927,0.888888888888889,0.0141656911000609,-0.350123584270477,0,0,0
"Legislator 54","CVP",24,5,3,13,0.619344770908356,0.822222222222222,0.120311535894871,-0.0253694821149111,0,0,0
"Legislator 55","BDP",20,10,2,13,0.613706409931183,0.733333333333333,0.0222199037671089,0.799038231372833,0,0,0
"Legislator 56","SP",26,0,3,16,0.846865653991699,0.933333333333333,0.511708676815033,-0.341575384140015,0,0,0
"Legislator 57","SP",27,1,0,17,0.88223934173584,0.977777777777778,0.759630560874939,0.164799571037292,0,0,0
"Legislator 58","FDP",14,6,1,24,0.656156897544861,0.844444444444444,-0.104667842388153,0.960985779762268,0,0,0
"Legislator 59","SVP",16,4,2,23,0.721393525600433,0.866666666666667,-0.36372497677803,-0.185682535171509,0,0,0
"Legislator 60","FDP",19,4,2,20,0.746399760246277,0.866666666666667,-0.091139979660511,0.995838105678558,0,0,0
"Legislator 61","SP",29,0,1,15,0.908932626247406,0.977777777777778,0.759550452232361,-0.538716375827789,0,0,0
"Legislator 62","Grüne",27,1,1,16,0.883561968803406,0.955555555555556,0.440063148736954,0.196735754609108,0,0,0
"Legislator 63","Grüne",23,4,3,15,0.772876262664795,0.844444444444444,0.278766542673111,-0.0427273027598858,0,0,0
"Legislator 64","Grüne",26,1,3,15,0.844977021217346,0.911111111111111,0.959850013256073,-0.280513733625412,0,0,0
"Legislator 65","CVP",20,7,5,13,0.576267242431641,0.733333333333333,-0.0587164498865604,0.0935664176940918,0,0,0
"Legislator 66","BDP",23,8,1,13,0.66190105676651,0.8,0.129588142037392,-0.2477847635746,0,0,0
"Legislator 67","SP",27,2,0,16,0.839800179004669,0.955555555555556,0.569179654121399,0.169581860303879,0,0,0
"Legislator 68","SP",24,6,2,13,0.681039690971375,0.822222222222222,0.146488696336746,-0.170585229992867,0,0,0
"Legislator 69","SP",28,0,0,17,0.923013806343079,1,0.722874999046326,-0.430541127920151,0,0,0
"Legislator 70","SP",23,4,1,17,0.769519746303558,0.888888888888889,0.360129088163376,-0.282346934080124,0,0,0
"Legislator 71","Grüne",27,1,2,15,0.878438830375671,0.933333333333333,0.788855254650116,-0.156070858240128,0,0,0
"Legislator 72","CVP",25,2,7,11,0.616311848163605,0.8,0.0246748775243759,-0.215974360704422,0,0,0
"Legislator 73","CVP",14,12,9,10,0.449680268764496,0.533333333333333,0.0221440009772778,-0.238667234778404,0,0,0
"Legislator 74","FDP",24,6,2,13,0.63721776008606,0.822222222222222,-0.02006153203547,0.398338079452515,0,0,0
"Legislator 75","SP",25,2,2,16,0.806614458560944,0.911111111111111,0.311103731393814,-0.504553496837616,0,0,0
"Legislator 76","Grüne",29,1,3,12,0.810403943061829,0.911111111111111,0.525543808937073,0.236990198493004,0,0,0
"Legislator 77","FDP",28,5,3,9,0.656098246574402,0.822222222222222,0.0924905240535736,-0.132742419838905,0,0,0
"Legislator 78","FDP",21,5,1,18,0.747329294681549,0.866666666666667,-0.0453847534954548,0.92981231212616,0,0,0
"Legislator 79","BDP",20,5,8,12,0.544281661510468,0.711111111111111,-0.0446370504796505,0.33243265748024,0,0,0
"Legislator 80","BDP",25,4,3,13,0.662988364696503,0.844444444444444,0.0684077218174934,0.381525278091431,0,0,0
"Legislator 81","SVP",18,2,4,21,0.658845961093903,0.866666666666667,-0.223689660429955,-0.114707715809345,0,0,0
"Legislator 82","Grüne",22,6,3,14,0.680729925632477,0.8,0.293884962797165,-0.175159975886345,0,0,0
"Legislator 83","CVP",22,5,2,16,0.653490602970123,0.844444444444444,0.0292473267763853,-0.185944959521294,0,0,0
"Legislator 84","FDP",13,7,7,18,0.568493783473969,0.688888888888889,-0.140505939722061,-0.42960125207901,0,0,0
"Legislator 85","glp",25,6,2,12,0.68343049287796,0.822222222222222,0.0650480538606644,0.468336820602417,0,0,0
"Legislator 86","SVP",17,5,5,18,0.644083321094513,0.777777777777778,-0.219805777072906,-0.395851135253906,0,0,0
"Legislator 87","BDP",21,6,6,12,0.583299934864044,0.733333333333333,-0.0258575361222029,0.239602357149124,0,0,0
"Legislator 88","Grüne",27,2,2,14,0.794995188713074,0.911111111111111,0.393228888511658,0.206324622035027,0,0,0
"Legislator 89","Grüne",25,3,2,15,0.745067298412323,0.888888888888889,0.340725481510162,-0.910644352436066,0,0,0
"Legislator 90","Grüne",22,1,0,22,0.912507891654968,0.977777777777778,0.591327488422394,-0.624775171279907,0,0,0
"Legislator 91","BDP",16,3,9,17,0.58114618062973,0.733333333333333,-0.0758546516299248,-0.0193842705339193,0,0,0
"Legislator 92","Grüne",27,2,0,16,0.883687198162079,0.955555555555556,0.638622760772705,0.147367656230927,0,0,0
"Legislator 93","Grüne",25,2,2,16,0.806964814662933,0.911111111111111,0.452419638633728,-0.213930502533913,0,0,0
"Legislator 94","SVP",15,3,9,18,0.572020590305328,0.733333333333333,-0.175173178315163,-0.816534280776978,0,0,0
"Legislator 95","FDP",16,5,2,22,0.713911235332489,0.844444444444444,-0.1993458122015,0.54270327091217,0,0,0
"Legislator 96","CVP",15,4,4,22,0.668377637863159,0.822222222222222,-0.0998677760362625,0.0261372402310371,0,0,0
"Legislator 97","BDP",20,6,4,15,0.552407801151276,0.777777777777778,0.042693555355072,0.207530066370964,0,0,0
"Legislator 98","SP",25,0,1,19,0.920230388641357,0.977777777777778,0.822786271572113,-0.323071658611298,0,0,0
"Legislator 99","SP",29,0,0,16,0.924207508563995,1,0.670052289962769,-0.0401542261242867,0,0,0
"Legislator 100","SVP",15,3,1,26,0.82622092962265,0.911111111111111,-0.812737762928009,0.582629680633545,0,0,0
"Legislator 101","FDP",19,1,4,21,0.713007032871246,0.888888888888889,-0.132986605167389,0.861082851886749,0,0,0
"Legislator 102","FDP",10,9,9,17,0.602615475654602,0.6,-0.11427329480648,0.872401356697083,0,0,0
"Legislator 103","SVP",14,5,2,24,0.76323938369751,0.844444444444444,-0.416720032691956,0.298608958721161,0,0,0
"Legislator 104","FDP",11,10,4,20,0.572369635105133,0.688888888888889,0.0227899271994829,-0.611339032649994,0,0,0
"Legislator 105","FDP",19,5,3,18,0.629256904125214,0.822222222222222,-0.00448801135644317,-0.958667576313019,0,0,0
"Legislator 106","FDP",12,4,6,23,0.679226756095886,0.777777777777778,-0.109087370336056,0.49293452501297,0,0,0
"Legislator 107","glp",25,5,3,12,0.726910412311554,0.822222222222222,0.0508496165275574,0.998706340789795,0,0,0
"Legislator 108","SVP",16,5,6,18,0.55192506313324,0.755555555555556,-0.185099095106125,-0.192678347229958,0,0,0
"Legislator 109","SVP",14,6,4,21,0.6602583527565,0.777777777777778,-0.20832185447216,-0.978060305118561,0,0,0
"Legislator 110","SVP",13,6,11,15,0.535767138004303,0.622222222222222,-0.122475802898407,-0.790714859962463,0,0,0
"Legislator 111","glp",28,2,3,12,0.737246990203857,0.888888888888889,0.0676717683672905,0.882845938205719,0,0,0
"Legislator 112","glp",27,3,1,14,0.743761301040649,0.911111111111111,0.0623718909919262,0.519165277481079,0,0,0
"Legislator 113","Grüne",28,2,0,15,0.90888100862503,0.955555555555556,0.890992939472198,-0.454017072916031,0,0,0
"Legislator 114","Grüne",24,3,0,18,0.811469256877899,0.933333333333333,0.450549483299255,-0.469333589076996,0,0,0
"Legislator 115","CVP",19,6,2,18,0.628657817840576,0.822222222222222,0.00256729335524142,-0.229725405573845,0,0,0
"Legislator 116","Grüne",22,1,1,21,0.90351015329361,0.955555555555556,0.750633835792542,-0.394855320453644,0,0,0
"Legislator 117","FDP",13,3,4,25,0.709540069103241,0.844444444444444,-0.212471559643745,0.977167248725891,0,0,0
"Legislator 118","FDP",20,5,4,16,0.666237771511078,0.8,-0.0253626555204391,0.661995470523834,0,0,0
"Legislator 119","FDP",14,3,4,24,0.721622407436371,0.844444444444444,-0.146108686923981,0.94387698173523,0,0,0
"Legislator 120","CVP",24,5,3,13,0.649224281311035,0.822222222222222,0.0673841908574104,-0.240540817379951,0,0,0
"Legislator 121","CVP",22,11,0,12,0.601358234882355,0.755555555555556,0.0424463078379631,0.0968688130378723,0,0,0
"Legislator 122","glp",24,1,2,18,0.815550327301025,0.933333333333333,0.255387097597122,0.957772970199585,0,0,0
"Legislator 123","SP",29,1,0,15,0.894304633140564,0.977777777777778,0.688411116600037,-0.386307746171951,0,0,0
"Legislator 124","SP",26,1,1,17,0.859098076820374,0.955555555555556,0.52317464351654,-0.489891290664673,0,0,0
"Legislator 125","SP",29,0,2,14,0.865841627120972,0.955555555555556,0.641425549983978,-0.398891180753708,0,0,0
"Legislator 126","SP",25,0,1,19,0.930624425411224,0.977777777777778,0.883136689662933,-0.355556219816208,0,0,0
"Legislator 127","FDP",12,7,2,24,0.692708849906921,0.8,-0.249448224902153,0.45367643237114,0,0,0
"Legislator 128","CVP",13,7,8,17,0.593958020210266,0.666666666666667,0.0206019841134548,-0.551957249641418,0,0,0
"Legislator 129","CVP",17,12,4,12,0.554829359054565,0.644444444444444,0.0319799222052097,-0.0866938531398773,0,0,0
"Legislator 130","FDP",16,8,5,16,0.596847355365753,0.711111111111111,-0.0182545203715563,0.999833405017853,0,0,0
"Legislator 131","SP",29,1,0,15,0.902661025524139,0.977777777777778,0.539809465408325,-0.0763310864567757,0,0,0
"Legislator 132","FDP",24,5,0,16,0.734300673007965,0.888888888888889,0.0252914186567068,0.581494987010956,0,0,0
"Legislator 133","Grüne",29,4,3,9,0.768106758594513,0.844444444444444,0.284269332885742,0.188719436526299,0,0,0
"Legislator 134","Grüne",23,2,5,15,0.700555562973022,0.844444444444444,0.41697633266449,-0.189371019601822,0,0,0
"Legislator 135","Grüne",28,1,0,16,0.908226072788239,0.977777777777778,0.718722820281982,-0.0027218812610954,0,0,0
"Legislator 136","Grüne",26,1,0,18,0.920609831809998,0.977777777777778,0.753238916397095,-0.0501408018171787,0,0,0
"Legislator 137","Grüne",25,2,0,18,0.90039187669754,0.955555555555556,0.717065095901489,0.0664369985461235,0,0,0
"Legislator 138","CVP",18,8,2,17,0.619934618473053,0.777777777777778,-0.0495226755738258,0.0481653735041618,0,0,0
"Legislator 139","BDP",23,5,4,13,0.675232470035553,0.8,-0.0108865518122911,0.118486568331718,0,0,0
"Legislator 140","BDP",21,8,6,10,0.575601816177368,0.688888888888889,0.0390699841082096,-0.0289127472788095,0,0,0
"Legislator 141","SP",28,3,0,14,0.85310822725296,0.933333333333333,0.783946692943573,-0.00547447893768549,0,0,0
"Legislator 142","SP",25,1,1,18,0.902771413326263,0.955555555555556,0.750043630599976,-0.220110535621643,0,0,0
"Legislator 143","FDP",13,11,4,17,0.51348614692688,0.666666666666667,-0.00528362672775984,0.33020094037056,0,0,0
"Legislator 144","Grüne",28,2,1,14,0.769897222518921,0.933333333333333,0.304464906454086,-0.3219975233078,0,0,0
"Legislator 145","glp",27,2,2,14,0.713902175426483,0.911111111111111,0.0981624573469162,0.630273759365082,0,0,0
"Legislator 146","SP",26,0,4,15,0.795285522937775,0.911111111111111,0.372660458087921,-0.559598743915558,0,0,0
"Legislator 147","FDP",14,7,3,21,0.684421896934509,0.777777777777778,-0.0780706480145454,0.973114728927612,0,0,0
"Legislator 148","SVP",16,7,7,15,0.528817176818848,0.688888888888889,-0.111776143312454,-0.121305413544178,0,0,0
"Legislator 149","CVP",22,7,1,15,0.633837103843689,0.822222222222222,-0.0434246584773064,-0.414122760295868,0,0,0
"Legislator 150","glp",28,2,2,13,0.776390016078949,0.911111111111111,0.160199999809265,0.987084627151489,0,0,0
"Legislator 151","Grüne",22,2,0,21,0.873638391494751,0.955555555555556,0.59531182050705,-0.8034947514534,0,0,0
"Legislator 152","Grüne",27,1,1,16,0.897249162197113,0.955555555555556,0.97290426492691,-0.231208175420761,0,0,0
"Legislator 153","SVP",14,6,1,24,0.666494965553284,0.844444444444444,-0.284105986356735,-0.231129169464111,0,0,0
"Legislator 154","glp",20,0,1,24,0.801432251930237,0.977777777777778,-0.0142367836087942,0.999898552894592,0,0,0
"Legislator 155","Grüne",26,2,1,16,0.814033627510071,0.933333333333333,0.501216948032379,-0.56751549243927,0,0,0
"Legislator 156","CVP",21,8,0,16,0.620720028877258,0.822222222222222,0.0816295146942139,-0.247415348887444,0,0,0
"Legislator 157","CVP",18,8,3,16,0.617007315158844,0.755555555555556,-0.00182181515265256,-0.320524275302887,0,0,0
"Legislator 158","CVP",20,4,1,20,0.652061283588409,0.888888888888889,0.0171451661735773,-0.353682100772858,0,0,0
"Legislator 159","BDP",22,5,9,9,0.512161612510681,0.688888888888889,0.00493091810494661,-0.201639086008072,0,0,0
"Legislator 160","SP",32,0,0,13,0.876936733722687,1,0.499253571033478,0.214262425899506,0,0,0
"Legislator 161","SP",31,1,0,13,0.876705467700958,0.977777777777778,0.529219925403595,0.279163837432861,0,0,0
"Legislator 162","SVP",13,12,7,13,0.548039793968201,0.577777777777778,-0.0311040617525578,-0.73057222366333,0,0,0
"Legislator 163","CVP",22,10,0,13,0.659835457801819,0.777777777777778,0.109417855739594,-0.0779844596982002,0,0,0
"Legislator 164","SVP",17,0,5,23,0.740983068943024,0.888888888888889,-0.239936605095863,-0.538853824138641,0,0,0
"Legislator 165","SVP",15,4,7,19,0.608678042888641,0.755555555555556,-0.0668110996484756,-0.997765719890594,0,0,0
"Legislator 166","glp",28,0,4,13,0.816945314407349,0.911111111111111,0.224957957863808,0.508935332298279,0,0,0
"Legislator 167","SP",31,0,0,14,0.945038437843323,1,0.810570538043976,-0.384768962860107,0,0,0
"Legislator 168","glp",27,0,3,15,0.816524803638458,0.933333333333333,0.209815785288811,0.977740943431854,0,0,0
"Legislator 169","Grüne",27,1,1,16,0.886680066585541,0.955555555555556,0.629057824611664,0.207033097743988,0,0,0
"Legislator 170","Grüne",27,1,0,17,0.89383590221405,0.977777777777778,0.541725993156433,0.0403838455677032,0,0,0
"Legislator 171","glp",27,1,3,14,0.776758015155792,0.911111111111111,0.186421632766724,0.461960315704346,0,0,0
"Legislator 172","SVP",17,1,9,18,0.622387766838074,0.777777777777778,-0.19266277551651,-0.981265008449554,0,0,0
"Legislator 173","SVP",19,2,6,18,0.704987406730652,0.822222222222222,-0.281041920185089,-0.621055126190186,0,0,0
"Legislator 174","Grüne",27,0,1,17,0.903032600879669,0.977777777777778,0.789546132087708,-0.519120752811432,0,0,0
"Legislator 175","FDP",20,8,2,15,0.690773844718933,0.777777777777778,-0.0682605057954788,0.988100707530975,0,0,0
"Legislator 176","FDP",18,7,4,16,0.681440472602844,0.755555555555556,0.0040111537091434,0.750989019870758,0,0,0
"Legislator 177","Grüne",25,2,1,17,0.86169570684433,0.933333333333333,0.585325419902802,-0.603327214717865,0,0,0
"Legislator 178","BDP",22,5,2,16,0.690176248550415,0.844444444444444,-0.00331421685405076,0.327044636011124,0,0,0
"Legislator 179","BDP",21,6,4,14,0.615486204624176,0.777777777777778,0.0350827872753143,0.172422811388969,0,0,0
"Legislator 180","BDP",23,7,6,9,0.586656630039215,0.711111111111111,0.0144802099093795,0.177095636725426,0,0,0
"Legislator 181","SP",26,3,1,15,0.801333367824554,0.911111111111111,0.428873091936111,-0.368441045284271,0,0,0
"Legislator 182","SP",26,1,1,17,0.89279443025589,0.955555555555556,0.691882252693176,0.0124213937669992,0,0,0
"Legislator 183","SP",26,2,1,16,0.868878304958344,0.933333333333333,0.434313416481018,-0.193616300821304,0,0,0
"Legislator 184","SP",22,3,2,18,0.80715024471283,0.888888888888889,0.353006720542908,-0.601132154464722,0,0,0
"Legislator 185","SP",29,2,1,13,0.815323233604431,0.933333333333333,0.430439352989197,0.114499129354954,0,0,0
"Legislator 186","SP",23,3,1,18,0.841424226760864,0.911111111111111,0.483774602413177,-0.651741862297058,0,0,0
"Legislator 187","SVP",15,4,1,25,0.713415145874023,0.888888888888889,-0.412252157926559,-0.14163088798523,0,0,0
"Legislator 188","glp",26,2,0,17,0.777450501918793,0.955555555555556,0.0811497420072556,0.898717045783997,0,0,0
"Legislator 189","CVP",27,9,0,9,0.662161648273468,0.8,0.12724244594574,-0.00990599673241377,0,0,0
"Legislator 190","Grüne",29,0,0,16,0.936954319477081,1,0.850051939487457,-0.121698029339314,0,0,0
"Legislator 191","SP",26,1,1,17,0.81122213602066,0.955555555555556,0.427100539207458,0.0218406971544027,0,0,0
"Legislator 192","FDP",15,8,6,16,0.648436486721039,0.688888888888889,-0.0763445794582367,0.543109774589539,0,0,0
"Legislator 193","SVP",18,3,4,20,0.729373812675476,0.844444444444444,-0.289385050535202,0.126608535647392,0,0,0
"Legislator 194","BDP",20,5,6,14,0.571100890636444,0.755555555555556,-0.0586691237986088,0.000975980190560222,0,0,0
"Legislator 195","glp",28,1,1,15,0.833874523639679,0.955555555555556,0.119011618196964,0.992892861366272,0,0,0
"Legislator 196","BDP",14,11,5,15,0.479428619146347,0.644444444444444,-0.0281696803867817,-0.648707628250122,0,0,0
"Legislator 197","SP",21,0,3,21,0.860432147979736,0.933333333333333,0.552262246608734,-0.565206944942474,0,0,0
"Legislator 198","glp",20,3,4,18,0.761620700359344,0.844444444444444,-0.00416418211534619,0.999991357326508,0,0,0
"Legislator 199","glp",22,7,1,15,0.688946783542633,0.822222222222222,0.0679410845041275,0.549709320068359,0,0,0
"Legislator 200","Grüne",24,2,2,17,0.797982573509216,0.911111111111111,0.519399344921112,-0.854531705379486,0,0,0
"Legislator 201","SVP",20,3,8,14,0.579996287822723,0.755555555555556,-0.0841094404459,-0.206031739711761,0,0,0
"Legislator 202","glp",25,0,2,18,0.824480831623077,0.955555555555556,0.235143601894379,0.971960604190826,0,0,0
"Legislator 203","FDP",13,8,1,23,0.685275733470917,0.8,-0.144628748297691,0.884937465190887,0,0,0
"Legislator 204","CVP",20,6,2,17,0.637893319129944,0.822222222222222,0.0561387166380882,-0.146149262785912,0,0,0
"Legislator 205","CVP",18,4,11,12,0.568299651145935,0.666666666666667,-0.043125580996275,-0.642387688159943,0,0,0
"Legislator 206","CVP",21,7,3,14,0.63521271944046,0.777777777777778,0.0459137223660946,-0.0604667440056801,0,0,0
"Legislator 207","BDP",28,0,1,16,0.891533434391022,0.977777777777778,0.646851241588593,-0.214354783296585,0,0,0
"Legislator 208","SP",26,1,0,18,0.925656795501709,0.977777777777778,0.993994951248169,-0.109425656497478,0,0,0
"Legislator 209","SP",25,1,2,17,0.811652541160583,0.933333333333333,0.46375834941864,-0.137326776981354,0,0,0
"Legislator 210","SP",26,2,0,17,0.899653851985931,0.955555555555556,0.886505842208862,-0.413444936275482,0,0,0
"Legislator 211","SP",28,1,0,16,0.901453018188477,0.977777777777778,0.475811123847961,0.0323908291757107,0,0,0
"Legislator 212","SP",21,0,1,23,0.91904753446579,0.977777777777778,0.731407642364502,-0.153322011232376,0,0,0
"Legislator 213","SP",30,2,0,13,0.864334583282471,0.955555555555556,0.628609657287598,0.357107162475586,0,0,0
"Legislator 214","SP",27,2,5,11,0.728014349937439,0.844444444444444,0.399791389703751,0.0733341723680496,0,0,0
"Legislator 215","SP",27,2,2,14,0.87638658285141,0.911111111111111,0.540834486484528,-0.162580668926239,0,0,0
"Legislator 216","FDP",20,9,4,12,0.547823071479797,0.711111111111111,-0.0178472343832254,0.0768886879086494,0,0,0
"Legislator 217","SVP",17,4,0,24,0.801255702972412,0.911111111111111,-0.863458931446075,-0.504419207572937,0,0,0
"Legislator 218","FDP",21,2,13,9,0.572992026805878,0.666666666666667,-0.123646229505539,-0.359752833843231,0,0,0
"Legislator 219","glp",29,4,4,8,0.697226822376251,0.822222222222222,0.183135822415352,0.0646769627928734,0,0,0
"Legislator 220","glp",29,2,0,14,0.773085474967957,0.955555555555556,0.074525810778141,0.829902350902557,0,0,0
"Legislator 221","glp",18,6,3,18,0.644063353538513,0.8,-0.0325351022183895,0.880357980728149,0,0,0
"Legislator 222","FDP",15,5,5,20,0.670249283313751,0.777777777777778,-0.0991218835115433,0.944185674190521,0,0,0
"Legislator 223","SVP",12,3,8,22,0.586789548397064,0.755555555555556,-0.208124175667763,-0.978102385997772,0,0,0
"Legislator 224","glp",28,2,3,12,0.747548580169678,0.888888888888889,0.0914840027689934,0.995806574821472,0,0,0
"Legislator 225","SP",25,4,3,13,0.701829016208649,0.844444444444444,0.333881378173828,-0.101447992026806,0,0,0
"Legislator 226","SVP",15,4,6,20,0.644539535045624,0.777777777777778,-0.253586798906326,-0.214680656790733,0,0,0
"Legislator 227","Grüne",27,0,3,15,0.863631010055542,0.933333333333333,0.48534420132637,-0.200612589716911,0,0,0
"Legislator 228","BDP",23,5,3,14,0.619354605674744,0.822222222222222,0.0382026173174381,-0.124405771493912,0,0,0
"Legislator 229","Grüne",17,10,6,12,0.528040647506714,0.644444444444444,0.0286772586405277,0.00551958009600639,0,0,0
"Legislator 230","Grüne",25,2,0,18,0.832302331924438,0.955555555555556,0.396317839622498,-0.499770551919937,0,0,0
"Legislator 231","Grüne",26,2,1,16,0.787247359752655,0.933333333333333,0.402957230806351,-0.173370391130447,0,0,0
"Legislator 232","BDP",24,5,4,12,0.622473239898682,0.8,0.0907824039459229,-0.312615007162094,0,0,0
"Legislator 233","BDP",23,1,7,14,0.674636602401733,0.822222222222222,-0.105047054588795,0.34991466999054,0,0,0
"Legislator 234","glp",27,4,1,13,0.724286079406738,0.888888888888889,0.150524869561195,0.254244863986969,0,0,0
"Legislator 235","Grüne",28,3,0,14,0.837230622768402,0.933333333333333,0.33987095952034,0.231014519929886,0,0,0
